"X";"COUNT";"MATH";"READ";"SCIE";"GLCM";"RCLI";"RCUN";"RCER";"RTSN";"RTML"
"582671";582671;"USA";526,9998;548,4586;573,9458; ;552,3686;559,5552;592,4891;575,1588;571,7556
"582672";582672;"USA";337,9506;266,6564;363,8682; ;278,5613;242,3978;289,8302;259,4233;269,8675
"582673";582673;"USA";463,8314;558,895;460,4893; ;544,4688;560,2689;559,0453;553,2111;557,1428
"582674";582674;"USA";485,8766;492,4794;471,0266; ;470,3723;500,7908;498,9059;491,0056;494,1935
"582675";582675;"USA";643,2356;677,443;647,185; ;608,1014;639,0784;659,8445;671,1309;663,902
"582676";582676;"USA";543,9085;628,6203;619,3933; ;611,1207;624,5666;626,9967;634,1495;621,9528
"582677";582677;"USA";392,9822;358,5249;355,8652; ;387,4092;353,1715;379,8102;358,1859;373,0136
"582678";582678;"USA";483,3062;442,7082;469,117; ;426,9711;422,5942;446,2141;443,3946;429,1289
"582679";582679;"USA";472,5843;502,4836;500,862; ;505,0646;504,2784;522,6248;504,3477;510,5383
"582680";582680;"USA";584,1816;691,6143;639,3891; ;637,1761;668,8789;659,4268;681,0966;673,5764
"582681";582681;"USA";487,7126;559,962;544,3406; ;536,9375;555,6443;585,0358;526,4136;568,659
"582682";582682;"USA";322,3454;291,533;345,9862; ;306,0704;291,7044;308,3019;294,5803;299,8995
"582683";582683;"USA";390,8793;374,416;475,8553; ;350,9352;333,4797;364,877;339,4375;390,7278
"582684";582684;"USA";405,9964;380,5671;351,1506; ;397,0651;357,0226;356,5267;348,4328;357,4729
"582685";582685;"USA";565,5028;657,3416;595,8123; ;651,4515;630,4497;630,8909;656,8251;634,4436
"582686";582686;"USA";339,3589;382,6841;382,2431; ;378,7643;388,3657;379,1688;352,6396;408,4673
"582687";582687;"USA";540,193;536,0252;567,5165; ;477,488;517,1549;527,7396;519,3808;526,2069
"582688";582688;"USA";438,8999;448,66;427,4556; ;437,265;439,6511;463,9314;455,7332;452,0399
"582689";582689;"USA";393,991;454,1199;414,5625; ;460,1838;442,2097;446,2441;441,1538;460,0037
"582690";582690;"USA";358,0527;397,546;386,3531; ;369,074;410,342;392,4496;381,1879;374,679
"582691";582691;"USA";588,0321;628,5722;609,2516; ;612,344;625,9705;637,7606;625,2181;627,8161
"582692";582692;"USA";486,3622;485,4144;515,477; ;451,9895;468,61;476,431;461,9358;445,9161
"582693";582693;"USA";627,2079;617,9804;665,978; ;584,0521;599,7255;618,5225;646,1009;643,8603
"582694";582694;"USA";512,3196;462,5802;453,8332; ;483,7483;463,0395;473,1352;449,2388;462,4536
"582695";582695;"USA";365,056;440,1085;437,4009; ;422,8425;429,0896;465,3645;418,2528;458,5812
"582696";582696;"USA";524,5333;624,5825;589,8204; ;632,2772;586,8104;661,3191;593,5006;631,038
"582697";582697;"USA";591,6715;596,7198;628,2818; ;592,0029;588,363;590,0944;637,6774;577,5029
"582698";582698;"USA";523,6644;547,3881;491,0576; ;544,6974;519,0452;562,7259;505,5541;542,2873
"582699";582699;"USA";473,2523;522,6112;453,6434; ;471,8621;505,8836;502,4471;498,1851;510,9166
"582700";582700;"USA";486,504;570,3741;519,8458; ;562,8552;555,6337;575,5456;550,3876;556,3913
"582701";582701;"USA";601,535;685,1364;615,6147; ;677,7796;668,7893;693,0295;676,7243;690,8736
"582702";582702;"USA";480,8329;537,012;509,222; ;526,229;526,953;521,6406;536,4505;530,7676
"582703";582703;"USA";529,2136;511,1798;515,2989; ;517,6271;518,4675;552,7793;503,6127;525,7842
"582704";582704;"USA";540,7825;552,626;554,0298; ;556,384;531,8056;547,1826;561,2661;541,2216
"582705";582705;"USA";568,8861;588,2414;586,855; ;575,607;606,0401;616,4487;595,216;584,8388
"582706";582706;"USA";506,817;516,7296;512,165; ;434,6177;502,839;494,1765;497,9534;470,8953
"582707";582707;"USA";518,6;529,0017;549,1982; ;542,9597;536,273;549,5303;513,9377;540,3343
"582708";582708;"USA";401,589;389,8865;455,3473; ;388,4144;377,3034;389,1403;387,0697;390,2877
"582709";582709;"USA";469,1545;535,9487;514,5734; ;508,1031;536,2947;562,0626;517,7481;536,7814
"582710";582710;"USA";403,2745;409,0394;461,9534; ;391,2656;401,5057;390,463;399,3025;407,7712
"582711";582711;"USA";642,8823;720,2387;691,8633; ;689,8054;717,5421;702,0551;725,8641;705,9921
"582712";582712;"USA";528,2336;499,9504;509,2252; ;525,9184;523,5055;546,2093;527,9929;526,8296
"582713";582713;"USA";528,5087;532,1515;576,1718; ;523,3927;533,0475;531,9235;504,7001;521,148
"582714";582714;"USA";479,6418;552,59;510,6935; ;572,5907;533,6882;584,9308;547,0229;572,9706
"582715";582715;"USA";477,7825;509,0053;546,9712; ;500,6927;522,8555;503,0219;535,2544;496,3873
"582716";582716;"USA";606,7004;668,5741;609,2199; ;661,4224;666,6843;682,4823;702,6032;686,426
"582717";582717;"USA";462,2596;508,4481;465,8468; ;491,2721;501,8071;504,4639;494,9407;494,3094
"582718";582718;"USA";505,053;637,6723;568,0263; ;643,2407;657,5773;657,2311;621,4031;651,5296
"582719";582719;"USA";484,084;554,8473;562,7903; ;559,6697;581,0178;572,2174;582,9762;568,9711
"582720";582720;"USA";400,8114;437,1245;389,026; ;422,1805;428,976;406,1701;428,2518;405,7346
"582721";582721;"USA";494,9581;593,1606;520,67; ;589,2646;610,6005;628,0826;610,5327;614,9943
"582722";582722;"USA";568,3264;626,2441;589,9759; ;630,6635;624,6184;636,5618;632,3436;611,6877
"582723";582723;"USA";543,7513;588,8291;594,2365; ;576,4212;600,6316;622,6694;612,8916;589,074
"582724";582724;"USA";424,5771;455,2778;451,6096; ;435,6871;432,6636;434,3755;465,7304;448,1592
"582725";582725;"USA";482,0393;450,6087;438,5365; ;467,9487;434,2119;436,9857;416,0365;448,2503
"582726";582726;"USA";545,7591;512,0686;605,842; ;550,9857;567,9093;584,8855;582,8587;550,2536
"582727";582727;"USA";370,3764;367,571;452,6847; ;376,0467;364,3005;359,5473;347,2529;371,3472
"582728";582728;"USA";565,4871;552,9768;606,4928; ;541,0318;557,1438;594,098;539,5028;578,884
"582729";582729;"USA";286,6713;217,1029;304,4226; ;246,7966;223,0397;260,8507;220,9029;226,7805
"582730";582730;"USA";449,547;491,5029;518,0737; ;515,1072;529,3538;509,009;489,359;526,1345
"582731";582731;"USA";367,7164;278,6188;342,8213; ;335,0922;353,1405;362,2356;310,8941;332,867
"582732";582732;"USA";533,3862;578,5542;541,8618; ;581,8346;596,2868;636,8805;568,6321;599,1882
"582733";582733;"USA";530,9172;562,1105;545,9237; ;567,5967;604,9242;557,6932;565,5414;540,0967
"582734";582734;"USA";471,1273;443,1109;443,1283; ;461,1611;432,0121;467,7982;459,4626;436,3353
"582735";582735;"USA";371,8214;322,3305;407,7839; ;322,0732;315,823;341,9598;308,6903;317,6547
"582736";582736;"USA";520,7198;509,474;552,7185; ;559,0415;515,8982;539,739;526,8719;547,6441
"582737";582737;"USA";555,1504;527,5869;530,4237; ;527,5346;534,2136;554,264;536,7498;530,2367
"582738";582738;"USA";348,616;349,0547;329,8751; ;312,5387;322,58;363,2643;320,6567;319,9327
"582739";582739;"USA";445,1055;448,5766;455,7831; ;459,2381;490,4456;498,6689;459,503;473,7971
"582740";582740;"USA";525,0492;550,129;581,7601; ;526,0213;541,6624;570,2545;519,9726;541,6772
"582741";582741;"USA";437,7941;477,9927;450,6836; ;510,4101;486,3893;496,9674;492,5534;506,6855
"582742";582742;"USA";572,5829;576,7046;579,0777; ;590,9364;579,7965;597,7966;558,0886;565,8485
"582743";582743;"USA";430,9012;432,3012;446,093; ;436,6112;420,7716;407,8967;409,1508;419,4321
"582744";582744;"USA";554,6531;611,8631;639,9668; ;575,0536;617,6352;644,0663;614,1847;583,1198
"582745";582745;"USA";498,542;524,1099;533,9063; ;535,2459;509,9992;544,6213;504,1767;546,7674
"582746";582746;"USA";529,671;571,6586;609,4635; ;514,5653;539,8836;569,7607;543,6521;584,9651
"582747";582747;"USA";669,4316;640,4443;649,0942; ;611,8257;645,1264;649,2024;643,4615;618,1308
"582748";582748;"USA";498,8571;578,1992;505,1792; ;556,9717;570,2362;586,4438;558,834;553,9426
"582749";582749;"USA";486,1678;517,0868;512,3525; ;503,5124;512,1739;541,495;508,2756;500,5538
"582750";582750;"USA";486,4061;551,6593;519,3788; ;576,2211;553,921;566,8318;580,6701;563,5251
"582751";582751;"USA";394,8906;447,9578;426,5021; ;440,5425;448,827;458,7481;448,1461;442,9875
"582752";582752;"USA";367,0499;385,5016;441,8933; ;384,3117;387,6671;388,2484;353,982;399,9734
"582753";582753;"USA";652,2727;696,0828;686,1246; ;702,1061;702,9019;708,4859;709,4456;703,3045
"582754";582754;"USA";409,9421;400,9478;399,3662; ;426,7668;386,0678;408,6478;382,1153;392,654
"582755";582755;"USA";453,6475;494,0469;487,8521; ;498,2994;496,0152;510,4909;478,5291;519,4182
"582756";582756;"USA";481,8513;475,5573;508,203; ;458,3039;469,0499;485,6217;476,059;472,7413
"582757";582757;"USA";544,493;576,2179;562,1746; ;607,0363;588,6645;597,6062;587,8642;600,3818
"582758";582758;"USA";491,3971;580,9991;526,3036; ;566,545;551,5517;590,295;561,3861;580,5965
"582759";582759;"USA";505,8935;563,5541;535,4977; ;546,8288;549,4877;553,736;527,641;539,5544
"582760";582760;"USA";490,554;536,7825;541,9086; ;535,0252;548,6628;536,7877;526,6453;535,7779
"582761";582761;"USA";409,6192;367,4982;494,1885; ;355,3474;333,6228;361,953;324,0137;347,7371
"582762";582762;"USA";589,4252;616,6575;614,7298; ;626,2929;592,629;610,5517;628,5686;612,2709
"582763";582763;"USA";407,463;419,0062;446,199; ;427,1784;404,7575;417,7273;414,8945;430,9246
"582764";582764;"USA";419,2208;397,95;372,4858; ;406,2276;406,2379;384,8061;412,9517;409,1831
"582765";582765;"USA";580,9486;630,9956;615,533; ;607,9645;642,7303;638,84;658,7654;640,5292
"582766";582766;"USA";588,3475;649,3236;590,8315; ;628,1538;633,7703;646,7255;667,6847;659,2303
"582767";582767;"USA";380,0604;413,0934;428,945; ;394,2821;376,3814;373,5961;411,5497;402,3182
"582768";582768;"USA";559,1057;621,6801;604,737; ;610,1568;603,5698;604,9864;616,5369;620,3928
"582769";582769;"USA";535,7918;578,9096;561,2739; ;542,9906;570,7171;573,8427;544,0063;578,2141
"582770";582770;"USA";305,9783;297,3913;347,8105; ;306,4334;296,2818;247,7075;236,7104;293,2274
"582771";582771;"USA";480,7155;486,7424;512,5939; ;507,1881;510,4084;516,1895;494,6177;500,4276
"582772";582772;"USA";511,8452;572,5781;580,6929; ;570,7044;579,0373;570,86;583,6002;580,3821
"582773";582773;"USA";527,3;594,6751;601,7109; ;622,2774;591,5063;599,4483;614,4824;617,4331
"582774";582774;"USA";617,7144;649,2593;695,2509; ;638,9993;667,0652;662,636;643,978;642,5297
"582775";582775;"USA";452,3964;429,0902;437,4727; ;424,5456;432,9097;470,9225;436,4149;438,2666
"582776";582776;"USA";458,7946;468,8912;467,9451; ;483,9573;466,0732;475,9167;473,7477;476,252
"582777";582777;"USA";416,503;436,0842;400,3143; ;415,6069;409,1653;409,3201;400,2924;429,1387
"582778";582778;"USA";518,721;548,098;491,5562; ;568,1334;534,7104;558,3764;541,6375;568,6895
"582779";582779;"USA";534,6749;588,4141;600,2889; ;607,3576;588,372;590,4067;577,9374;571,8353
"582780";582780;"USA";618,3037;629,3219;613,3906; ;574,467;607,299;657,8165;599,6628;614,8371
"582781";582781;"USA";343,6543;276,2661;359,2746; ;303,4663;279,4415;316,1147;292,585;307,5993
"582782";582782;"USA";582,1915;584,2122;608,6911; ;568,0833;569,4468;590,5861;593,7802;567,6854
"582783";582783;"USA";456,1927;534,4656;528,5528; ;504,5673;534,3786;500,9725;537,779;506,2575
"582784";582784;"USA";493,1534;590,6615;552,1489; ;572,7939;595,1514;596,2749;593,0112;586,2814
"582785";582785;"USA";462,388;486,3136;508,2191; ;493,4842;475,1267;469,0955;490,2206;503,6011
"582786";582786;"USA";456,6647;499,3072;432,6992; ;480,8043;455,1371;522,839;478,6404;477,5897
"582787";582787;"USA";396,7016;419,4628;458,2047; ;415,8077;413,5201;437,7104;411,9944;435,4202
"582788";582788;"USA";530,7248;697,3554;635,3932; ;704,1051;676,8478;681,3339;656,4337;676,9576
"582789";582789;"USA";331,0408;375,3784;408,7608; ;410,2169;430,855;389,6515;408,2069;420,2247
"582790";582790;"USA";325,3556;323,9174;372,3241; ;285,7287;288,7232;251,3063;280,1303;300,1818
"582791";582791;"USA";339,9727;222,6189;317,2839; ;294,7195;275,2172;286,6041;273,4147;291,6757
"582792";582792;"USA";346,1065;369,263;365,6782; ;358,8055;359,3985;339,8359;357,8467;371,2102
"582793";582793;"USA";415,4346;454,0183;433,0805; ;427,0393;428,3883;419,9337;460,0571;453,7665
"582794";582794;"USA";560,0318;599,8017;599,6263; ;590,004;570,66;621,0651;575,2418;594,8855
"582795";582795;"USA";404,165;382,1063;383,003; ;396,6054;401,672;444,7327;394,8299;426,5978
"582796";582796;"USA";453,6798;450,6087;496,8194; ;471,2735;429,8528;450,7314;420,1051;442,0007
"582797";582797;"USA";384,5196;438,6071;434,0064; ;457,5307;427,2343;423,3748;428,874;432,1954
"582798";582798;"USA";479,0894;594,375;556,8565; ;600,5573;591,6882;612,7596;569,8833;600,666
"582799";582799;"USA";411,2684;493,341;422,382; ;534,0111;492,619;496,0593;484,248;511,073
"582800";582800;"USA";325,2108;377,0162;336,409; ;383,9596;389,2592;371,5157;372,7785;338,8473
"582801";582801;"USA";487,0689;536,499;538,203; ;548,0472;506,2456;526,6664;522,3924;538,884
"582802";582802;"USA";461,1548;503,7612;541,3936; ;481,0558;486,6135;486,4334;492,8056;505,3097
"582803";582803;"USA";462,0889;481,5436;504,1733; ;474,3657;489,8731;466,51;480,9833;465,5776
"582804";582804;"USA";617,9873;611,2438;611,0294; ;583,4704;602,8495;626,6361;628,0053;623,0812
"582805";582805;"USA";597,1408;620,5479;593,1756; ;613,4065;615,6765;640,2177;589,0475;607,4703
"582806";582806;"USA";612,4689;646,7512;673,6431; ;627,3668;636,0075;646,4675;646,2898;629,3349
"582807";582807;"USA";385,0097;334,1398;439,5256; ;331,4051;333,0309;366,5262;321,681;328,5445
"582808";582808;"USA";336,5302;354,5203;408,6995; ;342,3055;356,7318;311,2871;339,3573;322,0094
"582809";582809;"USA";439,5467;462,3663;456,0533; ;435,5557;475,0068;424,0144;458,0667;453,1506
"582810";582810;"USA";467,1265;512,9204;538,8312; ;524,5303;549,4651;517,3929;542,584;521,5294
"582811";582811;"USA";445,501;467,4876;466,4022; ;440,5182;437,7945;470,481;445,3201;444,1097
"582812";582812;"USA";496,4666;452,2865;495,3963; ;467,1512;445,573;467,9271;500,0014;451,6083
"582813";582813;"USA";513,7798;606,7343;547,0448; ;593,0098;577,831;614,388;551,3749;608,0477
"582814";582814;"USA";579,9317;565,8934;566,4365; ;559,4863;561,7238;560,5302;532,44;541,2755
"582815";582815;"USA";351,1865;392,0585;389,1037; ;387,8318;392,5703;352,8102;395,4314;402,667
"582816";582816;"USA";501,7712;618,5403;538,638; ;608,6543;629,1374;655,6951;619,9761;608,625
"582817";582817;"USA";490,9111;526,5979;515,8208; ;500,6104;524,5128;543,5094;553,653;523,4525
"582818";582818;"USA";450,1289;426,0788;480,737; ;443,6401;428,1936;414,8999;419,4512;420,7132
"582819";582819;"USA";520,8277;531,9311;525,5347; ;504,68;535,9982;552,4493;528,5874;501,7432
"582820";582820;"USA";525,9942;572,5776;576,0841; ;582,8568;565,4837;572,5448;574,0358;564,066
"582821";582821;"USA";480,5525;487,9955;552,5255; ;533,3053;500,8591;490,2131;480,4147;515,8796
"582822";582822;"USA";430,8117;424,1682;412,7187; ;429,8459;417,0183;429,5961;408,9353;443,1236
"582823";582823;"USA";469,6077;515,1312;474,2807; ;516,5679;531,6889;512,0441;521,6445;486,4413
"582824";582824;"USA";297,4549;342,9139;379,7517; ;329,0822;343,6277;373,9286;339,0746;338,0278
"582825";582825;"USA";515,8172;586,5531;569,1547; ;616,6191;594,534;592,7978;615,6052;609,998
"582826";582826;"USA";463,5808;480,497;504,4406; ;460,4893;476,3556;478,7254;481,246;505,9982
"582827";582827;"USA";495,7863;573,3335;534,0138; ;550,0722;583,6937;583,0595;577,42;559,7373
"582828";582828;"USA";580,894;690,4034;648,6579; ;664,4397;687,7378;702,3123;716,2405;727,3376
"582829";582829;"USA";313,5579;238,2065;299,8295; ;260,9443;244,3182;294,4816;251,4533;268,0082
"582830";582830;"USA";613,4547;612,5489;672,9768; ;586,2682;603,1545;615,1254;604,7539;615,5303
"582831";582831;"USA";650,8116;745,2886;714,5081; ;720,8338;761,8964;739,6143;763,0578;739,4284
"582832";582832;"USA";674,3788;601,457;576,7515; ;574,229;618,1537;667,6184;641,9777;621,0718
"582833";582833;"USA";377,9414;422,5563;457,869; ;399,3169;398,2221;371,241;404,0809;400,2189
"582834";582834;"USA";526,9922;543,4842;498,1392; ;505,5699;527,528;545,3709;534,0037;546,3296
"582835";582835;"USA";607,6998;618,8547;644,8002; ;597,4684;596,3041;626,3211;601,7895;626,0357
"582836";582836;"USA";408,0364;346,8193;363,5059; ;381,7668;358,2415;341,0061;332,8023;353,2893
"582837";582837;"USA";360,5652;409,7086;336,4151; ;415,4783;438,1397;421,48;419,01;410,0006
"582838";582838;"USA";478,4895;463,5366;473,9309; ;451,4754;473,4841;511,6159;481,4111;476,2655
"582839";582839;"USA";586,8885;650,7772;627,8793; ;689,2205;650,4661;660,1805;672,1711;679,0841
"582840";582840;"USA";451,5602;476,1471;519,2589; ;445,7778;482,9775;497,1155;495,3828;479,2607
"582841";582841;"USA";481,3879;487,3287;410,6139; ;488,6862;452,7478;497,661;473,5748;471,6253
"582842";582842;"USA";404,1285;394,1362;352,0045; ;314,7886;393,1213;389,2078;384,8244;390,323
"582843";582843;"USA";395,6284;433,7808;402,4316; ;395,8132;398,1964;430,488;401,0436;426,4939
"582844";582844;"USA";277,7605;280,9731;281,9896; ;266,0369;275,7763;297,5256;282,1884;273,7899
"582845";582845;"USA";511,4682;569,3484;551,0253; ;575,3085;569,5131;583,1426;564,2461;572,3667
"582846";582846;"USA";496,4061;527,6838;500,0221; ;536,1859;537,3557;532,2431;565,0975;534,0917
"582847";582847;"USA";577,8503;597,54;566,1294; ;612,4507;596,7709;606,7864;584,8016;600,9665
"582848";582848;"USA";530,3493;568,8912;550,358; ;532,4638;576,2923;553,3533;584,9627;569,5178
"582849";582849;"USA";506,6559;575,2617;532,1543; ;534,0511;573,9938;584,042;556,796;570,2087
"582850";582850;"USA";499,2526;540,5305;506,0701; ;546,5516;526,8453;527,7452;544,7634;538,9428
"582851";582851;"USA";465,9363;546,0775;542,602; ;519,7672;559,9775;522,0622;546,3882;534,304
"582852";582852;"USA";541,1539;533,7867;546,3561; ;531,5846;539,8509;507,5011;544,8335;513,9751
"582853";582853;"USA";606,6319;679,2032;647,5888; ;672,0494;682,5681;666,8309;692,42;685,8032
"582854";582854;"USA";540,4489;574,4674;566,9068; ;564,2369;557,2199;574,5331;550,8794;573,5287
"582855";582855;"USA";410,6114;472,0513;459,6028; ;479,507;469,5602;463,947;456,4892;449,7945
"582856";582856;"USA";443,1459;365,9962;421,6679; ;371,096;380,4134;379,1687;373,7259;380,7296
"582857";582857;"USA";496,6793;519,6106;524,2811; ;550,0139;516,6862;526,0995;494,0833;497,8895
"582858";582858;"USA";571,6399;643,6092;633,3252; ;633,4013;636,18;660,6774;662,9582;653,0335
"582859";582859;"USA";427,6738;440,9571;398,7559; ;439,667;432,0493;437,3963;449,0987;437,6856
"582860";582860;"USA";558,2869;624,2057;609,158; ;563,51;615,0086;603,5954;624,6938;645,3472
"582861";582861;"USA";468,4893;414,6965;466,7504; ;410,5231;407,5205;396,8514;397,9273;415,3849
"582862";582862;"USA";288,6787;294,1371;292,0921; ;266,8051;266,6919;279,3663;265,1292;275,3587
"582863";582863;"USA";503,8462;548,4458;545,6198; ;570,3675;543,3546;557,6628;573,7148;546,8853
"582864";582864;"USA";406,5394;451,2556;428,3922; ;422,2519;415,621;470,7935;434,1553;446,2166
"582865";582865;"USA";377,9353;420,5915;421,6505; ;395,1612;421,446;426,0565;441,4515;417,1516
"582866";582866;"USA";504,6285;591,9759;563,0149; ;537,8488;557,171;602,4624;564,4407;590,5826
"582867";582867;"USA";326,6072;385,1849;369,4335; ;301,4827;371,9418;332,805;340,4099;365,944
"582868";582868;"USA";515,2838;540,7589;538,2638; ;535,1766;532,9222;549,7167;532,4979;533,9548
"582869";582869;"USA";474,5711;529,5303;564,2587; ;504,9449;518,8058;506,0168;522,9456;511,9894
"582870";582870;"USA";511,0151;500,7241;552,6238; ;468,7056;509,5551;544,3498;461,0898;512,8814
"582871";582871;"USA";438,2168;446,1723;463,9562; ;459,3924;456,786;455,4216;451,4777;452,4437
"582872";582872;"USA";337,1476;423,6443;375,0571; ;415,8801;389,9104;418,3023;427,6096;409,8545
"582873";582873;"USA";356,2625;418,4718;453,0388; ;411,1446;414,6186;426,5458;419,9339;416,6027
"582874";582874;"USA";469,2634;483,4622;485,5097; ;500,179;530,8167;480,1395;495,6319;486,5004
"582875";582875;"USA";457,1699;458,3906;447,0899; ;512,1586;455,5644;466,5188;481,8003;467,7103
"582876";582876;"USA";462,4403;519,7184;503,3045; ;553,4362;514,8633;536,551;525,1748;527,9862
"582877";582877;"USA";540,0476;598,039;575,2038; ;608,8188;603,2204;577,7535;600,4166;583,8027
"582878";582878;"USA";488,6758;471,7966;500,2099; ;538,0224;521,7918;543,9803;562,3875;526,0029
"582879";582879;"USA";404,2166;459,2718;484,332; ;416,193;449,19;456,7745;452,2629;443,694
"582880";582880;"USA";605,5104;646,4995;682,0416; ;652,1739;656,8423;674,4726;649,8896;669,3406
"582881";582881;"USA";568,1496;606,2968;618,9034; ;595,8394;611,6347;631,8643;626,6292;609,7792
"582882";582882;"USA";424,4184;439,1338;490,1115; ;414,9002;433,5271;412,1815;431,6258;448,095
"582883";582883;"USA";637,2158;697,763;645,9953; ;644,5183;712,8529;716,5747;711,4139;691,1205
"582884";582884;"USA";519,8357;585,4831;575,342; ;601,0801;610,4266;589,0458;578,344;569,4483
"582885";582885;"USA";382,2125;399,5105;452,3625; ;391,0467;391,3653;338,0368;361,9103;382,8382
"582886";582886;"USA";368,4501;408,635;411,7764; ;457,0295;454,8642;454,0749;465,0916;466,7229
"582887";582887;"USA";517,2838;508,353;511,6102; ;501,2823;487,856;499,3993;496,2022;484,9097
"582888";582888;"USA";391,5013;418,0577;429,2519; ;454,4153;445,5879;438,6751;427,0322;434,9588
"582889";582889;"USA";509,0118;560,6829;578,4613; ;555,577;542,7926;548,9694;558,5387;542,3131
"582890";582890;"USA";542,7914;562,4885;565,7785; ;542,4864;594,0202;570,9062;571,6745;564,5812
"582891";582891;"USA";409,2447;459,5389;390,9194; ;434,9882;437,5809;448,0846;458,7151;445,4431
"582892";582892;"USA";368,0381;376,1019;345,8761; ;320,4216;360,6286;334,4015;372,3523;331,0182
"582893";582893;"USA";661,8448;705,7429;671,8603; ;648,4035;703,3602;708,3037;725,9746;696,0415
"582894";582894;"USA";487,4652;447,3115;491,3225; ;437,0355;449,8177;450,5564;437,9549;426,1068
"582895";582895;"USA";546,3743;600,4158;588,4986; ;658,414;595,8698;602,7574;609,8424;608,221
"582896";582896;"USA";498,1981;476,842;499,9142; ;479,5857;479,8751;488,0228;488,1129;466,6428
"582897";582897;"USA";475,5103;506,8916;472,0774; ;498,6694;473,2829;479,8811;494,989;479,8142
"582898";582898;"USA";357,9722;389,0872;361,9516; ;347,745;368,9927;402,5872;372,9715;341,2296
"582899";582899;"USA";566,5266;676,2083;654,8793; ;686,9326;631,0868;688,6692;647,8423;654,3148
"582900";582900;"USA";551,6317;567,4552;572,6562; ;538,3645;571,2123;578,2653;584,6905;555,0248
"582901";582901;"USA";552,0457;607,1831;611,6025; ;594,3451;628,8415;616,4371;602,3028;622,6414
"582902";582902;"USA";502,9987;518,3775;504,3986; ;487,7733;504,4801;545,1529;497,6783;496,2934
"582903";582903;"USA";484,7791;451,212;469,9011; ;407,6319;452,5615;477,9651;434,4611;470,2455
"582904";582904;"USA";476,3937;407,9634;509,1029; ;532,239;523,5509;528,1166;530,9466;526,3717
"582905";582905;"USA";418,0617;489,3265;481,7393; ;489,2437;465,2969;484,0015;461,5497;485,4462
"582906";582906;"USA";444,7672;477,7861;449,4052; ;448,9697;458,9268;433,5315;471,1201;482,2175
"582907";582907;"USA";526,7379;530,8499;502,5144; ;544,8829;512,9768;550,0828;520,3209;509,8629
"582908";582908;"USA";519,2078;485,8185;528,6943; ;507,5959;496,8091;508,9661;500,5257;483,6556
"582909";582909;"USA";471,1606;473,0579;466,2077; ;470,2181;464,9131;481,9122;475,2015;456,9084
"582910";582910;"USA";513,2033;482,882;500,4227; ;468,3308;489,489;532,374;505,2677;501,9644
"582911";582911;"USA";386,3427;341,7457;375,9767; ;347,8303;345,0312;387,9029;367,1888;340,4925
"582912";582912;"USA";549,8148;608,5997;589,6314; ;625,1473;583,576;605,1725;572,0691;581,5046
"582913";582913;"USA";390,8228;398,0539;421,1671; ;412,6586;385,9844;401,567;371,6048;416,5563
"582914";582914;"USA";604,1801;634,8989;667,017; ;612,1915;621,7499;647,0778;636,1206;628,4961
"582915";582915;"USA";485,8431;422,8535;439,7751; ;430,1357;439,1801;406,1973;425,0892;405,1436
"582916";582916;"USA";397,3463;381,7196;347,6814; ;344,8231;362,653;392,3616;360,8858;376,7641
"582917";582917;"USA";343,6471;374,7916;404,7562; ;363,7044;366,8909;345,887;376,6455;372,3505
"582918";582918;"USA";486,4258;556,2789;492,6903; ;565,1682;566,4377;567,8818;544,6512;565,1355
"582919";582919;"USA";595,3355;670,0881;643,1524; ;648,2858;649,334;657,5586;647,1308;650,8886
"582920";582920;"USA";396,546;413,268;355,0148; ;407,6478;409,2219;425,1613;393,1529;405,4629
"582921";582921;"USA";388,3271;302,6255;340,9024; ;296,3366;285,2924;270,4716;302,5397;296,1386
"582922";582922;"USA";700,3101;677,9636;725,2523; ;666,7539;675,4094;655,1075;688,7474;675,2556
"582923";582923;"USA";442,6426;449,0047;495,1824; ;397,6511;385,6474;393,5362;428,5294;431,2862
"582924";582924;"USA";542,945;624,338;592,4425; ;620,7479;638,0835;662,607;644,4374;644,9869
"582925";582925;"USA";437,0442;408,3406;457,6753; ;417,0998;400,1465;418,955;396,3278;406,3792
"582926";582926;"USA";371,4853;430,2055;393,0455; ;454,2726;418,7559;418,7206;417,7313;436,4213
"582927";582927;"USA";455,5401;434,7179;477,6863; ;422,7781;413,9818;394,5961;421,752;437,3592
"582928";582928;"USA";559,7529;562,3002;530,3939; ;550,605;538,5376;548,0948;534,7175;546,4261
"582929";582929;"USA";448,0804;486,5846;472,0105; ;471,8632;469,6924;476,5435;479,4672;468,7675
"582930";582930;"USA";429,7942;394,0701;407,6784; ;383,1533;385,9113;404,5565;394,2374;400,6175
"582931";582931;"USA";366,6297;383,0152;370,5284; ;345,7674;361,1223;351,4696;345,0431;380,8408
"582932";582932;"USA";551,5138;626,8809;582,1537; ;625,7286;630,5451;632,722;632,2846;640,5285
"582933";582933;"USA";457,9328;473,2736;483,2349; ;500,586;463,9545;478,4343;474,8931;486,0082
"582934";582934;"USA";452,743;455,5252;401,49; ;436,8014;431,6997;442,138;417,4199;445,758
"582935";582935;"USA";523,5437;505,3568;556,9931; ;524,9161;516,911;544,3131;520,4562;513,8788
"582936";582936;"USA";337,0168;320,2561;315,2215; ;311,3291;308,7942;304,4485;316,4228;312,6887
"582937";582937;"USA";611,3596;621,3595;609,536; ;636,5991;632,9636;643,0631;621,414;615,9604
