"id","estimation_ges","classe_estimation_ges"
10892999,14,"B"
10893029,10,"A"
10893174,9.78,"B"
10893192,9,"B"
10893205,0,"N"
10893227,16,"C"
10893254,0,"N"
10893267,0,"N"
10893276,1,"A"
10893289,0,"N"
10893298,0,"N"
10893300,0,"N"
10893307,8,"B"
10893340,0,"N"
10893354,12.13,"C"
10893361,0,"N"
10893389,0,"N"
10893410,0,"N"
10893413,0,"N"
10893419,0,"N"
10893444,11,"C"
10893471,6,"B"
10893517,0,"N"
10893539,0,"N"
10893550,0,"N"
10893571,21.53,"C"
10893573,5,"B"
10893597,0,"N"
10893599,0,"N"
10893612,0,"N"
10893638,5,"B"
10893682,0,"N"
10893704,29,"D"
10893794,9.93,"B"
10893823,0,"N"
10893828,21.27,"C"
10893836,30,"D"
10893885,0,"N"
10893889,14.7,"C"
10893898,0,"N"
10893914,0,"N"
10893927,7.66,"B"
10893928,13,"C"
10893932,10,"B"
10893942,0,"N"
10893947,0,"N"
10894059,0,"N"
10894078,50.07,"E"
10894120,0,"N"
10894145,8.12,"B"
10894153,0,"N"
10894182,62,"E"
10894204,0,"N"
10894218,0,"A"
10894265,4.7,"B"
10894269,110.81,"G"
10894288,45,"D"
10894289,0,"N"
10894291,15.15,"C"
10894393,62.84,"E"
10894413,0,"N"
10894416,0,"N"
10894435,0,"N"
10894453,13,"B"
10894522,0,"N"
10894565,0,"N"
10894574,0,"N"
10894583,12,"B"
10894595,0,"N"
10894626,0,"N"
10894637,0,"N"
10894735,0,"N"
10894765,14.37,"C"
10894782,0,"N"
10894783,0,"N"
10894856,0,"N"
10894863,0,"N"
10894882,0,"N"
10894895,26.79,"D"
10894991,0,"N"
10895008,0,"N"
10895013,9.64,"B"
10895039,12,"C"
10895050,0,"N"
10895088,6,"B"
10895102,49,"E"
10895104,0,"N"
10895108,0,"N"
10895130,0,"N"
10895167,8.72,"B"
10895180,27,"C"
10895181,70,"E"
10895185,15.49,"B"
10895204,0,"N"
10895212,0,"N"
10895215,0,"N"
10895236,0,"N"
10895302,65.75,"E"
10895333,0,"N"
10895396,0,"N"
10895425,0,"N"
10895427,0,"N"
10895501,40.47,"D"
10895576,0,"N"
10895584,5.71,"B"
10895606,0,"N"
10895616,0,"N"
10895634,0,"N"
10895688,8.13,"B"
10895691,6,"B"
10895702,0,"N"
10895705,1.03,"A"
10895717,0,"N"
10895803,0,"N"
10895804,0,"N"
10895856,0,"N"
10895927,43.48,"D"
10895973,0,"N"
10895987,0,"N"
10896020,0,"N"
10896088,0,"N"
10896152,0.76,"N"
10896177,25,"C"
10896203,0,"N"
10896311,8.15,"B"
10896326,20.61,"C"
10896335,0,"N"
10896354,0,"N"
10896366,19.78,"C"
10896371,0,"N"
10896377,27.95,"D"
10896381,37.85,"D"
10896390,0,"N"
10896421,0,"N"
10896425,0,"N"
10896428,0,"N"
10896435,0,"N"
10896437,0,"N"
10896461,2.67,"A"
10896472,7,"B"
10896539,0,"N"
10896541,0,"N"
10896542,0,"N"
10896572,0,"N"
10896596,5,"B"
10896617,0,"N"
10896722,0,"N"
10896753,9.37,"B"
10896784,13,"C"
10896790,0,"N"
10896800,4,"B"
10896811,0,"N"
10896818,0,"N"
10896897,0,"N"
10896900,0,"N"
10896914,24,"B"
10896928,0,"N"
10896931,11,"C"
10896952,2,"A"
10896963,8,"B"
10897003,6.56,"B"
10897020,0,"N"
10897068,0,"N"
10897126,0,"N"
10897150,0,"N"
10897181,49,"E"
10897236,4,"A"
10897264,18,"C"
10897270,0,"N"
10897276,0,"N"
10897313,27,"D"
10897335,7.77,"B"
10897349,0,"N"
10897350,27,"D"
10897416,6.8,"B"
10897450,0,"N"
10897467,4.2,"A"
10897470,0,"N"
10897483,17.48,"C"
10897489,0,"N"
10897518,0,"N"
10897583,0,"N"
10897587,0,"N"
10897641,0,"N"
10897651,41.88,"D"
10897653,9.83,"B"
10897667,0,"N"
10897684,9.83,"B"
10897715,9.83,"B"
10897733,0,"A"
10897743,5.4,"A"
10897759,0,"N"
10897833,0,"N"
10897835,0,"N"
10897846,50,"D"
10897849,0,"N"
10897871,7.09,"B"
10897922,0,"N"
10897927,0,"N"
10897933,0,"N"
10897937,0,"N"
10897952,0,"N"
10897973,0,"N"
10897999,0,"N"
10898059,0,"N"
10898072,0,"N"
10898172,0,"N"
10898178,16,"C"
10898224,0,"N"
10898278,0,"A"
10898330,13.02,"C"
10898345,0,"N"
10898384,10,"B"
10898430,21.54,"C"
10898441,0,"N"
10898489,0,"N"
10898493,0,"A"
10898515,0,"N"
10898567,3.73,"A"
10898587,8.81,"B"
10898605,0,"N"
10898617,0,"N"
10898642,0,"N"
10898648,0,"N"
10898667,0,"N"
10898682,0,"N"
10898718,54,"E"
10898750,7,"B"
10898751,33.27,"D"
10898890,9.04,"B"
10898925,0,"N"
10899063,0,"N"
10899104,0,"N"
10899133,9,"B"
10899149,0,"N"
10899210,0,"N"
10899214,0,"N"
10899221,0,"N"
10899248,0,"N"
10899250,57.9,"E"
10899294,0,"N"
10899338,37.33,"D"
10899345,76,"E"
10899385,0,"A"
10899410,12,"C"
10899413,4,"B"
10899430,11,"B"
10899440,0,"N"
10899520,0,"N"
10899566,0,"A"
10899612,0,"A"
10899716,0,"N"
10899752,0,"N"
10899758,1,"A"
10899765,0,"N"
10899825,0,"N"
10899855,0,"N"
10899875,0,"N"
10899894,0,"N"
10899904,4.79,"B"
10899926,0,"A"
10899998,11,"C"
10900001,13.01,"C"
10900028,0,"N"
10900069,0,"N"
10900070,79,"F"
10900079,0,"N"
10900087,0,"N"
10900088,0,"N"
10900094,17,"C"
10900096,0,"N"
10900098,8.48,"B"
10900146,6,"B"
10900159,0,"N"
10900172,8,"B"
10900175,11,"C"
10900202,0,"N"
10900206,8,"B"
10900231,2.73,"A"
10900247,0,"N"
10900336,0,"N"
10900342,0,"N"
10900368,0,"N"
10900372,28,"D"
10900376,0,"N"
10900390,0,"N"
10900413,22,"C"
10900438,11,"C"
10900450,0,"N"
10900489,1,"A"
10900492,0,"N"
10900502,1,"A"
10900517,46,"E"
10900541,33.61,"D"
10900558,212,"G"
10900572,6.35,"B"
10900591,11.45,"C"
10900703,22.02,"C"
10900715,2.61,"A"
10900719,11,"C"
10900776,17,"C"
10900780,0,"N"
10900789,0,"N"
10900807,0,"N"
10900847,57,"E"
10900848,0,"N"
10900885,38,"D"
10900893,15.74,"C"
10900974,0,"N"
10901002,24,"C"
10901006,17.44,"C"
10901007,7,"B"
10901041,0,"N"
10901047,0,"N"
10901052,25,"C"
10901081,4,"B"
10901193,11,"C"
10901236,0,"N"
10901281,0,"N"
10901336,0,"N"
10901341,0,"N"
10901364,0,"N"
10901368,13,"C"
10901381,4,"A"
10901387,0,"N"
10901397,0,"N"
10901447,19,"C"
10901455,28,"C"
10901456,0,"N"
10901502,0,"N"
10901509,0,"N"
10901523,0,"N"
10901526,0,"N"
10901552,5,"B"
10901569,0,"N"
10901593,0,"N"
10901660,0,"N"
10901726,0,"N"
10901728,35,"D"
10901787,0,"N"
10901793,10,"B"
10901800,0,"N"
10901849,9,"B"
10901863,23,"C"
10901896,8,"B"
10901951,0,"N"
10901978,9,"B"
10901999,58,"E"
10902049,14,"C"
10902052,0,"N"
10902063,0,"N"
10902090,0,"N"
10902104,0,"N"
10902107,0,"N"
10902126,0,"N"
10902127,0,"N"
10902143,22.56,"B"
10902268,10.59,"B"
10902317,5,"B"
10902396,0,"N"
10902469,19,"C"
10902510,0,"N"
10902548,8.87,"B"
10902557,16.03,"C"
10902659,0,"A"
10902745,0,"N"
10902771,19,"C"
10902783,0,"N"
10902808,0,"N"
10902812,0,"N"
10902819,0,"N"
10902826,0,"N"
10902879,27,"D"
10902885,0,"N"
10902891,0,"N"
10902948,7,"B"
10902962,0,"N"
10902977,0,"N"
10903006,0,"N"
10903058,4.53,"A"
10903064,0,"N"
10903070,0,"N"
10903077,0,"N"
10903102,0,"N"
10903106,0,"N"
10903117,13.28,"C"
10903151,0,"N"
10903182,0,"N"
10903202,12,"C"
10903205,0,"A"
10903218,0,"N"
10903228,6,"B"
10903247,7,"B"
10903261,0,"N"
10903310,43,"D"
10903325,0,"N"
10903334,0,"N"
10903365,0,"N"
10903410,0,"N"
10903422,6.94,"B"
10903444,0,"N"
10903499,7.03,"B"
10903506,8.63,"B"
10903537,6.94,"B"
10903558,0,"N"
10903587,0,"N"
10903608,0,"N"
10903610,0,"N"
10903676,0,"N"
10903725,0,"N"
10903768,0,"N"
10903806,16.49,"C"
10903844,0,"N"
10903907,0,"N"
10903950,0,"N"
10903974,1,"A"
10904000,1.47,"A"
10904020,27,"C"
10904045,0,"N"
10904076,0,"N"
10904094,0,"N"
10904101,0,"N"
10904120,1.7,"A"
10904173,0,"N"
10904210,0,"N"
10904253,8,"B"
10904256,21.46,"C"
10904272,0,"N"
10904284,0,"N"
10904294,0,"N"
10904343,0,"N"
10904353,6,"B"
10904409,0,"N"
10904413,0,"N"
10904445,5,"A"
10904483,9,"B"
10904501,35,"D"
10904511,25,"C"
10904555,56,"E"
10904599,52,"E"
10904605,0,"N"
10904621,0,"N"
10904638,0,"N"
10904669,5,"B"
10904680,15,"C"
10904691,0,"N"
10904710,34,"D"
10904719,0,"N"
10904724,0,"N"
10904726,0,"N"
10904744,0,"N"
10904765,0,"N"
10904808,0,"N"
10904826,2.89,"N"
10904857,0,"N"
10904976,0,"N"
10905019,12.98,"C"
10905162,8.92,"B"
10905177,31.74,"D"
10905208,0,"N"
10905210,64,"E"
10905243,6,"B"
10905273,0,"N"
10905275,0,"N"
10905281,0,"N"
10905288,0,"N"
10905307,61.75,"E"
10905308,2.85,"A"
10905315,22,"C"
10905326,0,"N"
10905338,61.33,"E"
10905355,0,"N"
10905363,0,"N"
10905369,0,"N"
10905402,0,"A"
10905421,0,"A"
10905455,0,"N"
10905524,13.93,"C"
10905545,0,"N"
10905556,2.82,"A"
10905572,0,"N"
10905573,28,"C"
10905601,55.67,"C"
10905671,105.51,"F"
10905748,0,"N"
10905796,0,"N"
10905806,0,"N"
10905842,1,"A"
10905865,0,"N"
10905890,0,"N"
10905974,0,"N"
10905978,87,"F"
10905982,0,"N"
10905986,0,"N"
10906003,0,"N"
10906007,12,"B"
10906028,0,"N"
10906073,0,"N"
10906080,0,"N"
10906083,0,"N"
10906142,0,"N"
10906154,5,"B"
10906157,0,"N"
10906162,7,"B"
10906264,11.81,"B"
10906315,16,"C"
10906316,0,"N"
10906322,8,"B"
10906326,7.5,"N"
10906365,61.33,"E"
10906383,46.98,"D"
10906386,0,"N"
10906389,72.39,"F"
10906390,29,"D"
10906393,0,"N"
10906402,59,"E"
10906423,2,"A"
10906475,0,"N"
10906487,0,"N"
10906489,0,"N"
10906553,38.05,"D"
10906584,0,"N"
10906592,0,"A"
10906619,0,"N"
10906661,0,"N"
10906667,11.81,"B"
10906697,10,"B"
10906700,25,"C"
10906782,0,"N"
10906804,0,"N"
10906807,66.35,"E"
10906866,8.22,"B"
10906881,0,"N"
10906888,0,"N"
10906951,0,"N"
10906970,11.17,"C"
10906986,0,"N"
10906992,0,"N"
10907003,0,"N"
10907007,2,"A"
10907013,19.97,"C"
10907017,16,"C"
10907049,7.96,"B"
10907050,6,"B"
10907054,0,"N"
10907073,8.91,"B"
10907117,5,"B"
10907124,7.98,"B"
10907127,0,"N"
10907130,0,"N"
10907143,0,"N"
10907176,0,"N"
10907180,2.44,"A"
10907218,0,"A"
10907237,7,"B"
10907253,3.18,"A"
10907262,0,"N"
10907294,0,"N"
10907305,16,"C"
10907314,0,"N"
10907325,2,"A"
10907341,4,"A"
10907342,3,"A"
10907381,76,"E"
10907392,11,"C"
10907395,0,"N"
10907482,0,"N"
10907496,0,"N"
10907500,7,"B"
10907529,13,"C"
10907533,7,"B"
10907540,203.63,"G"
10907556,0,"N"
10907584,46.29,"D"
10907625,0,"N"
10907652,6,"B"
10907664,0,"N"
10907714,8,"B"
10907726,9,"B"
10907765,10.94,"B"
10907799,54.75,"D"
10907803,0,"N"
10907815,0,"N"
10907824,12,"B"
10907838,0,"N"
10907860,0,"N"
10907923,0,"N"
10907924,15.84,"C"
10907954,34.61,"D"
10907968,3.14,"A"
10908082,70,"E"
10908092,47,"D"
10908094,0,"N"
10908105,0,"N"
10908108,12,"B"
10908112,0,"N"
10908119,0,"N"
10908122,12,"B"
10908133,0,"A"
10908147,7,"B"
10908182,1,"A"
10908223,0,"N"
10908229,0,"N"
10908248,0,"N"
10908258,0,"N"
10908288,68.84,"E"
10908292,0,"N"
10908301,0.11,"A"
10908329,6,"B"
10908369,4.62,"B"
10908375,1.89,"A"
10908399,1.89,"A"
10908403,39.64,"D"
10908447,0,"N"
10908491,0,"N"
10908494,18,"C"
10908498,0,"N"
10908504,18,"C"
10908506,76,"F"
10908511,0,"N"
10908520,0,"N"
10908522,0,"N"
10908531,0,"N"
10908534,18,"C"
10908559,6,"B"
10908563,0,"N"
10908564,0,"N"
10908576,4,"B"
10908618,4,"A"
10908625,2.06,"A"
10908634,9.25,"B"
10908668,15.95,"C"
10908680,0,"N"
10908704,7,"B"
10908710,0,"N"
10908761,12.01,"C"
10908786,9.23,"B"
10908787,7,"B"
10908790,30,"C"
10908822,0,"N"
10908837,0,"N"
10908840,33.36,"D"
10908873,5.13,"B"
10908910,0,"N"
10908923,0,"N"
10909008,0,"N"
10909095,0,"N"
10909112,33.29,"D"
10909139,0,"N"
10909164,0,"N"
10909171,0,"N"
10909177,0,"N"
10909332,35.43,"D"
10909374,9.79,"B"
10909386,0,"N"
10909388,21.29,"C"
10909412,0,"N"
10909454,0,"N"
10909492,0,"N"
10909551,18,"C"
10909561,0,"N"
10909575,7.37,"B"
10909585,11.75,"C"
10909599,0,"N"
10909614,0,"N"
10909655,18,"C"
10909668,2.4,"N"
10909669,0,"N"
10909692,0,"N"
10909732,4,"B"
10909880,4,"B"
10909888,0,"N"
10909898,0,"N"
10910011,0,"N"
10910015,0,"N"
10910027,0,"N"
10910037,51,"E"
10910056,0,"N"
10910086,39.98,"D"
10910157,0,"N"
10910215,11,"C"
10910240,11,"C"
10910294,4,"B"
10910323,0,"N"
10910352,54,"E"
10910354,0,"N"
10910404,13.39,"B"
10910444,0,"N"
10910477,0,"N"
10910480,0,"N"
10910536,0,"N"
10910555,0,"N"
10910593,25.29,"C"
10910640,0,"N"
10910779,0,"N"
10910894,0,"N"
10910908,0,"N"
10910909,0,"N"
10910913,0,"N"
10910968,0,"N"
10910981,11,"C"
10911001,13,"C"
10911002,0,"N"
10911050,27,"C"
10911075,0,"N"
10911076,0,"N"
10911163,0,"N"
10911176,0,"N"
10911224,26.97,"D"
10911267,3,"A"
10911274,16,"C"
10911298,5.63,"B"
10911316,2,"A"
10911333,0,"N"
10911342,0,"N"
10911357,25,"C"
10911371,0,"N"
10911373,2,"A"
10911379,0,"N"
10911387,17.54,"C"
10911418,0,"N"
10911437,0,"N"
10911451,12,"C"
10911498,0,"N"
10911503,0,"N"
10911613,0,"N"
10911666,0,"N"
10911710,0,"N"
10911787,0,"N"
10911857,0,"N"
10911864,0,"N"
10911877,51.8,"D"
10911907,0,"N"
10911920,0,"N"
10911982,0,"N"
10912000,33,"D"
10912019,0,"N"
10912123,52.24,"D"
10912128,0,"N"
10912143,3,"A"
10912156,0,"N"
10912188,52.12,"D"
10912208,9.73,"B"
10912209,19,"C"
10912234,10.34,"B"
10912253,0,"N"
10912260,4.13,"A"
10912302,11,"B"
10912340,0,"N"
10912345,4.05,"A"
10912352,0,"N"
10912379,0,"N"
10912465,0,"N"
10912498,0,"N"
10912527,0,"N"
10912578,16.65,"C"
10912585,2.77,"A"
10912615,4.41,"B"
10912617,0,"N"
10912638,96.7,"G"
10912726,0,"N"
10912727,0,"N"
10912776,0,"N"
10912816,2,"A"
10912818,10,"B"
10912831,28.64,"D"
10912832,0,"N"
10912842,18,"C"
10912880,12,"B"
10912889,33.25,"D"
10912907,0,"N"
10912942,44,"D"
10912947,10.07,"B"
10912956,83.12,"F"
10912973,18.41,"C"
10912992,35,"D"
10913024,3.02,"A"
10913036,0,"N"
10913070,13.78,"B"
10913115,0,"N"
10913116,4.6,"B"
10913126,0,"N"
10913129,0,"N"
10913176,42,"D"
10913188,0,"N"
10913196,12,"C"
10913224,0,"N"
10913255,0,"N"
10913274,22,"C"
10913326,0,"N"
10913480,0,"N"
10913490,33.86,"D"
10913639,0,"N"
10913640,4.4,"A"
10913653,7.58,"B"
10913693,0,"N"
10913709,0,"N"
10913770,0,"N"
10913790,0,"N"
10913848,5.52,"B"
10913881,11.54,"C"
10913883,0,"N"
10913947,0,"N"
10913954,232.15,"G"
10913967,90.91,"F"
10914046,4,"A"
10914066,0,"N"
10914085,29.3,"D"
10914097,12.98,"C"
10914164,9,"B"
10914242,0,"N"
10914256,0,"N"
10914285,0,"N"
10914288,38.27,"D"
10914294,0,"N"
10914302,0,"N"
10914308,6,"B"
10914321,10,"B"
10914350,14.48,"B"
10914355,6,"B"
10914393,16,"C"
10914503,50.76,"D"
10914506,0,"N"
10914561,9,"B"
10914575,0,"N"
10914583,29.53,"C"
10914593,20,"C"
10914614,29,"D"
10914631,0,"N"
10914643,6.93,"B"
10914649,8,"B"
10914659,0,"N"
10914665,0,"N"
10914674,0,"N"
10914678,0,"N"
10914703,9.88,"B"
10914710,55,"D"
10914721,59,"E"
10914731,4.18,"A"
10914740,0,"N"
10914750,68,"E"
10914766,19,"C"
10914774,0,"A"
10914782,0,"N"
10914806,5.09,"A"
10914807,0,"N"
10914889,29,"D"
10914890,0,"N"
10914926,0,"N"
10914967,0,"N"
10915011,0,"N"
10915033,0,"N"
10915059,9.23,"B"
10915070,5.7,"A"
10915096,4,"B"
10915125,9,"B"
10915128,11.57,"C"
10915153,2,"A"
10915159,11.28,"C"
10915177,0,"N"
10915207,104,"F"
10915255,0,"N"
10915280,9,"B"
10915363,0,"N"
10915368,2.98,"A"
10915374,26.73,"D"
10915380,26.73,"D"
10915389,10.26,"B"
10915393,71.06,"F"
10915394,0,"N"
10915459,26.54,"D"
10915480,0,"N"
10915513,0,"A"
10915536,30.05,"B"
10915538,0,"N"
10915552,0,"N"
10915576,0,"A"
10915599,0,"N"
10915601,29.32,"D"
10915618,0,"N"
10915684,0.93,"A"
10915716,0,"N"
10915728,31,"C"
10915749,2,"A"
10915774,30,"B"
10915798,32,"C"
10915825,0,"N"
10915826,58.66,"D"
10915846,42.1,"D"
10915851,11,"B"
10915860,30.8,"D"
10915879,0,"A"
10915885,0,"A"
10915898,0,"N"
10915927,0,"A"
10915930,74,"F"
10915938,8,"B"
10915954,10.05,"B"
10915959,0,"N"
10915961,34,"D"
10915984,0,"N"
10915995,20,"C"
10916058,0,"N"
10916062,0,"N"
10916078,55,"E"
10916091,2.66,"A"
10916106,0,"N"
10916128,7.18,"B"
10916144,0,"N"
10916183,0,"N"
10916217,0,"N"
10916221,29.45,"D"
10916222,0,"N"
10916235,0,"N"
10916263,33,"D"
10916267,22.92,"C"
10916286,0,"N"
10916312,8,"B"
10916320,3.19,"A"
10916335,12,"B"
10916358,10,"B"
10916374,15,"B"
10916375,41,"D"
10916390,0,"N"
10916393,33.2,"D"
10916394,0,"N"
10916412,0,"N"
10916502,0,"N"
10916510,0,"N"
10916514,5,"B"
10916516,15,"B"
10916521,0,"N"
10916546,0,"N"
10916548,0,"N"
10916562,0,"N"
10916572,6.95,"B"
10916582,0,"N"
10916592,4.36,"B"
10916626,0,"N"
10916679,0,"N"
10916680,41.93,"D"
10916699,0,"N"
10916717,5,"B"
10916718,0,"N"
10916720,0,"N"
10916727,6,"B"
10916742,12,"B"
10916749,7.08,"B"
10916834,7,"B"
10916854,0,"N"
10916879,6,"B"
10916921,0,"A"
10916930,9.43,"B"
10916938,1,"A"
10916944,0,"N"
10916983,10.38,"B"
10917046,0,"N"
10917056,0,"N"
10917078,0,"N"
10917109,0,"N"
10917148,16,"C"
10917159,0,"N"
10917185,0,"N"
10917197,1,"A"
10917215,0,"N"
10917346,0,"N"
10917359,0,"N"
10917364,11.37,"B"
10917411,0,"N"
10917412,34.46,"D"
10917454,0,"N"
10917456,24.99,"C"
10917458,0,"N"
10917486,0,"N"
10917498,0,"A"
10917514,0,"N"
10917567,0,"N"
10917583,27.25,"D"
10917600,9.38,"B"
10917612,0,"N"
10917695,0,"N"
10917719,0,"N"
10917825,14.55,"C"
10917834,5.09,"B"
10917863,13.69,"N"
10917904,7.7,"B"
10917908,0,"N"
10917913,0,"N"
10917920,0,"N"
10917947,0,"N"
10917948,0,"N"
10917997,0,"N"
10918063,0,"N"
10918067,0,"N"
10918120,41.21,"D"
10918152,0,"N"
10918166,50,"E"
10918167,4.31,"B"
10918199,0,"N"
10918230,5.45,"B"
10918234,10,"B"
10918250,0,"N"
10918256,0,"N"
10918258,0,"N"
10918263,7.73,"B"
10918305,0,"N"
10918380,0,"N"
10918403,0,"N"
10918404,0,"N"
10918406,0,"N"
10918436,7.86,"B"
10918536,2.99,"A"
10918558,7,"B"
10918560,0,"N"
10918564,0,"N"
10918588,15,"C"
10918603,28,"C"
10918653,0,"N"
10918780,0,"N"
10918784,16,"C"
10918793,0,"N"
10918899,0,"N"
10918909,18,"C"
10918919,0,"N"
10918959,4.48,"A"
10918960,4.54,"A"
10918961,4.44,"A"
10919002,0,"N"
10919035,0,"N"
10919119,26.25,"D"
10919150,0,"N"
10919193,12,"C"
10919256,0,"N"
10919259,0,"N"
10919279,0,"N"
10919337,5.29,"B"
10919340,8.71,"B"
10919385,51.44,"D"
10919431,0,"N"
10919450,15,"B"
10919468,1,"A"
10919478,38,"E"
10919480,9,"B"
10919482,0,"N"
10919488,0,"N"
10919495,8.37,"B"
10919540,0,"N"
10919544,0,"N"
10919582,6.71,"B"
10919684,35.66,"D"
10919707,0,"N"
10919774,0,"N"
10919802,0,"N"
10919810,0,"N"
10919824,0,"N"
10919849,0,"N"
10919890,0,"A"
10919900,37,"D"
10919905,8,"B"
10919908,0,"N"
10919914,0,"N"
10920068,4.61,"A"
10920141,0,"N"
10920145,0,"N"
10920149,0,"N"
10920156,0,"N"
10920188,0,"N"
10920189,0,"N"
10920210,0,"N"
10920215,0,"N"
10920261,9,"B"
10920270,17,"C"
10920276,46.32,"E"
10920286,0,"N"
10920289,7,"B"
10920295,1.78,"A"
10920304,0,"N"
10920315,0,"N"
10920352,0,"N"
10920419,39,"D"
10920434,0,"N"
10920455,14.79,"B"
10920467,6,"B"
10920497,0,"N"
10920577,0,"N"
10920578,0,"N"
10920593,94.01,"F"
10920608,10.85,"B"
10920667,11,"B"
10920681,0,"A"
10920710,5.93,"A"
10920717,0,"A"
10920841,11,"B"
10920858,8.41,"B"
10920880,7.31,"B"
10920883,0,"N"
10920885,0,"N"
10920893,0,"N"
10920913,7,"B"
10920918,21,"C"
10920927,0,"N"
10920945,27,"D"
10920960,21,"C"
10921003,11,"B"
10921113,27,"B"
10921114,0,"N"
10921116,0,"N"
10921131,11,"B"
10921161,31,"D"
10921177,10.21,"B"
10921261,12.74,"C"
10921286,15.01,"B"
10921293,0,"N"
10921343,0,"N"
10921352,3.08,"A"
10921354,3.08,"A"
10921355,3.08,"A"
10921358,11.84,"C"
10921359,3.36,"A"
10921360,3.36,"A"
10921363,3.36,"A"
10921364,3.36,"A"
10921366,3.5,"A"
10921367,3.5,"A"
10921368,3.5,"A"
10921370,3.5,"A"
10921373,3.5,"A"
10921375,3.5,"A"
10921377,3.5,"A"
10921378,3.5,"A"
10921381,3.5,"A"
10921385,3.5,"A"
10921386,3.5,"A"
10921389,3.5,"A"
10921393,3.5,"A"
10921395,3.5,"A"
10921398,3.5,"A"
10921401,3.5,"A"
10921403,3.5,"A"
10921407,3.5,"A"
10921410,3.5,"A"
10921413,3.5,"A"
10921416,3.5,"A"
10921419,3.5,"A"
10921422,3.5,"A"
10921423,3.5,"A"
10921425,3.5,"A"
10921426,3.5,"A"
10921429,3.5,"A"
10921431,3.5,"A"
10921432,3.5,"A"
10921435,3.5,"A"
10921438,3.5,"A"
10921439,3.5,"A"
10921441,3.5,"A"
10921443,3.5,"A"
10921448,3.5,"A"
10921452,3.5,"A"
10921455,3.5,"A"
10921456,3.5,"A"
10921458,3.5,"A"
10921459,3.5,"A"
10921460,4,"B"
10921462,8.83,"B"
10921464,3.16,"A"
10921466,3.16,"A"
10921467,3.16,"A"
10921468,3.16,"A"
10921471,3.16,"A"
10921472,3.16,"A"
10921473,2.98,"A"
10921475,2.98,"A"
10921476,2.98,"A"
10921477,0,"N"
10921479,2.98,"A"
10921482,2.98,"A"
10921483,2.98,"A"
10921484,2.98,"A"
10921486,2.98,"A"
10921488,2.98,"A"
10921490,2.98,"A"
10921493,2.98,"A"
10921496,2.98,"A"
10921500,2.98,"A"
10921502,2.98,"A"
10921504,2.98,"A"
10921506,2.98,"A"
10921507,2.98,"A"
10921511,2.98,"A"
10921513,2.98,"A"
10921517,2.98,"A"
10921518,17.5,"C"
10921520,9.09,"B"
10921523,2.34,"A"
10921524,2.34,"A"
10921533,0,"N"
10921538,0,"N"
10921580,0,"N"
10921692,24,"C"
10921700,10.95,"B"
10921704,0,"N"
10921708,0,"N"
10921722,3,"A"
10921730,4,"B"
10921824,50.95,"E"
10921828,0,"N"
10921836,0,"N"
10921848,3,"A"
10921853,14,"B"
10921862,0,"N"
10921881,0,"N"
10921892,0,"N"
10921899,8.73,"A"
10921903,31,"D"
10921935,3,"A"
10921969,0,"N"
10922078,0,"N"
10922129,0,"N"
10922158,0,"N"
10922162,4,"A"
10922287,0,"N"
10922290,0,"N"
10922385,32.64,"C"
10922460,8,"B"
10922495,0,"N"
10922570,0,"N"
10922578,0,"N"
10922592,0,"N"
10922681,0,"N"
10922700,5,"A"
10922748,0,"N"
10922799,0,"N"
10922807,0,"N"
10922816,0,"N"
10922868,0,"N"
10922963,11.76,"C"
10922974,16.49,"C"
10922980,7,"B"
10922987,0,"N"
10923018,0,"A"
10923029,13.99,"B"
10923056,0,"N"
10923072,0,"N"
10923102,0,"N"
10923145,0,"A"
10923154,29,"D"
10923168,19,"C"
10923173,29,"D"
10923174,0,"N"
10923208,0,"N"
10923219,0,"N"
10923227,0,"N"
10923339,2,"A"
10923408,0,"N"
10923451,2,"A"
10923454,6.51,"B"
10923521,7.52,"B"
10923543,7.41,"B"
10923555,0,"N"
10923559,27,"D"
10923577,6.48,"B"
10923588,0,"N"
10923609,0,"N"
10923626,0,"N"
10923642,4.67,"B"
10923715,0,"N"
10923772,0,"N"
10923786,0,"N"
10923792,0,"N"
10923795,22,"C"
10923804,5.11,"A"
10923837,0,"N"
10923894,11,"B"
10923920,0,"N"
10923943,12.09,"C"
10923958,8,"B"
10924033,9.75,"B"
10924097,0,"A"
10924109,12.92,"N"
10924143,0,"N"
10924148,9,"B"
10924213,0,"N"
10924219,10,"B"
10924261,6,"B"
10924272,11,"B"
10924287,5,"A"
10924292,0,"N"
10924298,9,"B"
10924304,0,"N"
10924318,0,"N"
10924346,7,"B"
10924359,0,"N"
10924360,0,"N"
10924368,0,"N"
10924371,0,"N"
10924375,6,"B"
10924382,9,"B"
10924392,51,"E"
10924397,5,"A"
10924414,6,"B"
10924581,0,"N"
10924603,18,"C"
10924672,0,"N"
10924739,0,"N"
10924766,13.31,"C"
10924805,11.68,"C"
10924826,0,"N"
10924855,0,"N"
10924889,0,"N"
10924940,0,"N"
10924943,0,"N"
10924995,0,"A"
10925001,0,"N"
10925039,20.88,"C"
10925077,8,"B"
10925085,0,"N"
10925093,9.03,"B"
10925120,0,"N"
10925169,10.47,"B"
10925187,0,"N"
10925203,0,"N"
10925217,0,"N"
10925222,0,"N"
10925228,0,"N"
10925258,42,"D"
10925261,15.78,"C"
10925263,0,"A"
10925264,0,"N"
10925274,0,"N"
10925295,5,"B"
