"id","estimation_ges","classe_estimation_ges"
11623858,0,"N"
11623862,0,"N"
11623868,0,"A"
11623874,0,"N"
11623897,0,"N"
11623899,4,"B"
11623931,0,"N"
11623940,0,"N"
11623969,1.86,"A"
11624050,0,"N"
11624066,0,"N"
11624081,8.08,"B"
11624085,0,"N"
11624087,0,"N"
11624090,1.64,"A"
11624108,0,"N"
11624128,0,"N"
11624134,0,"N"
11624175,4,"B"
11624214,0,"A"
11624300,6,"B"
11624303,4,"B"
11624333,0,"N"
11624343,0,"N"
11624368,0,"N"
11624415,4,"B"
11624418,4,"B"
11624421,0,"N"
11624435,19,"C"
11624476,0,"N"
11624509,9,"B"
11624535,0,"N"
11624572,35,"D"
11624581,19,"C"
11624591,0,"N"
11624610,0,"N"
11624622,0,"N"
11624630,0,"N"
11624637,35.43,"D"
11624653,9,"B"
11624655,0,"N"
11624677,2.98,"A"
11624679,7,"B"
11624681,15.65,"C"
11624685,35.58,"N"
11624697,0,"N"
11624721,10,"B"
11624749,6,"B"
11624756,1.29,"A"
11624769,7,"B"
11624772,0,"N"
11624773,0,"N"
11624827,18,"C"
11624858,0,"N"
11624880,16,"C"
11624889,7,"B"
11624895,12,"C"
11624900,22.16,"C"
11624908,0,"N"
11624953,0,"N"
11624960,7,"B"
11625000,0,"N"
11625050,0,"N"
11625071,0,"N"
11625073,0,"N"
11625111,0,"N"
11625122,0,"N"
11625123,32.73,"D"
11625150,0,"N"
11625163,0,"N"
11625172,16,"C"
11625250,0,"N"
11625265,7,"B"
11625270,4,"B"
11625288,0,"N"
11625323,4.83,"B"
11625335,0,"N"
11625336,0,"N"
11625360,41,"E"
11625361,10.03,"B"
11625366,0,"N"
11625379,0,"N"
11625380,9.75,"B"
11625392,3,"A"
11625408,0,"N"
11625409,0,"N"
11625414,0,"N"
11625417,0,"N"
11625484,21.5,"C"
11625494,0,"A"
11625536,0,"N"
11625583,0,"N"
11625606,25,"C"
11625614,0,"N"
11625793,0,"N"
11625794,2.98,"A"
11625812,28,"D"
11625844,0,"N"
11625848,2.98,"A"
11625883,0,"N"
11625900,8,"B"
11625927,0,"N"
11625946,50,"E"
11625975,0,"N"
11626000,0,"N"
11626007,37.13,"E"
11626077,6.76,"B"
11626132,23,"C"
11626171,40,"D"
11626199,0,"N"
11626201,0,"N"
11626209,0,"N"
11626213,0,"N"
11626228,31,"D"
11626245,0,"N"
11626278,10,"B"
11626299,0,"N"
11626328,0,"N"
11626330,6,"A"
11626350,41.66,"D"
11626373,9,"B"
11626394,0,"N"
11626403,0,"N"
11626412,0,"N"
11626428,14.4,"B"
11626457,2,"A"
11626463,0,"N"
11626502,15.58,"B"
11626545,9,"B"
11626573,0,"N"
11626580,0,"N"
11626611,12,"C"
11626630,0,"N"
11626649,7.83,"B"
11626679,1,"A"
11626696,0,"N"
11626742,0,"A"
11626791,0,"N"
11626835,13,"C"
11626878,0,"N"
11626904,0,"N"
11626976,32,"D"
11626981,0,"N"
11626999,0,"A"
11627006,0,"N"
11627009,0,"N"
11627020,0,"N"
11627032,42,"D"
11627045,3.84,"A"
11627069,12.61,"B"
11627097,0,"N"
11627110,0,"N"
11627173,0,"N"
11627174,6,"B"
11627245,0,"N"
11627273,0,"N"
11627290,42,"D"
11627332,0,"N"
11627333,0,"N"
11627336,7,"A"
11627347,0,"N"
11627361,0,"N"
11627366,27.4,"C"
11627374,0,"N"
11627388,0,"N"
11627433,0,"N"
11627453,36,"D"
11627473,20.98,"C"
11627475,0,"N"
11627486,0,"N"
11627520,3.42,"A"
11627523,0,"N"
11627531,16.12,"C"
11627533,26.86,"C"
11627536,9,"B"
11627591,53.65,"D"
11627592,0,"N"
11627594,16,"C"
11627647,3.26,"A"
11627657,0,"N"
11627665,3.76,"N"
11627690,10.03,"A"
11627716,55,"E"
11627728,0,"N"
11627735,0,"N"
11627771,0,"N"
11627787,2,"A"
11627790,0,"N"
11627796,0,"N"
11627803,22,"C"
11627804,35,"D"
11627819,22.55,"C"
11627827,7.36,"B"
11627836,0,"N"
11627899,0,"N"
11627916,47,"E"
11627961,7.63,"B"
11627970,0,"N"
11627973,13,"B"
11627987,0,"N"
11627989,0,"N"
11627994,0.7,"A"
11628012,32,"D"
11628045,4,"A"
11628075,24,"C"
11628090,0,"N"
11628103,0,"N"
11628113,0,"N"
11628141,0,"N"
11628154,2.2,"A"
11628159,19,"C"
11628202,22.17,"C"
11628229,0,"N"
11628230,0,"N"
11628234,0,"N"
11628259,10.5,"B"
11628266,30.46,"C"
11628291,11,"C"
11628316,4,"B"
11628320,0,"A"
11628331,0,"A"
11628345,0,"N"
11628350,36.37,"D"
11628374,0,"N"
11628380,0,"N"
11628399,0,"N"
11628400,31.09,"D"
11628472,31.3,"D"
11628480,0,"N"
11628494,0,"N"
11628506,0,"N"
11628521,24,"C"
11628524,0,"N"
11628565,14.17,"C"
11628575,12,"C"
11628584,0,"N"
11628595,0,"N"
11628617,0,"N"
11628636,0,"N"
11628643,0,"N"
11628659,0,"N"
11628717,20.54,"B"
11628733,0,"N"
11628751,0,"N"
11628780,12,"C"
11628805,0,"N"
11628833,0,"N"
11628849,0,"N"
11628868,27,"D"
11628877,0,"N"
11628884,0,"N"
11628965,0,"N"
11629002,27,"D"
11629014,0,"A"
11629048,0,"N"
11629055,1.51,"A"
11629090,0,"N"
11629093,0,"N"
11629104,0,"N"
11629131,12.38,"C"
11629170,0,"N"
11629183,30,"B"
11629226,7,"B"
11629256,1.07,"N"
11629267,0,"N"
11629285,5,"B"
11629288,23,"C"
11629296,0,"N"
11629328,0,"N"
11629331,0,"N"
11629355,0,"N"
11629375,13,"B"
11629386,0,"N"
11629441,0.36,"A"
11629472,0,"N"
11629547,0,"A"
11629548,7,"B"
11629562,22.27,"C"
11629571,0,"N"
11629582,33,"D"
11629584,0,"N"
11629617,1,"A"
11629625,7,"B"
11629647,22,"C"
11629664,22,"C"
11629709,2,"A"
11629712,0,"N"
11629746,22,"C"
11629771,4.65,"B"
11629779,35,"C"
11629786,0,"N"
11629788,22,"C"
11629792,3,"A"
11629819,0,"N"
11629838,0,"N"
11629863,14.01,"B"
11629920,0,"N"
11629921,0,"N"
11629931,0,"N"
11629959,0,"N"
11629983,0,"N"
11630012,22,"C"
11630026,0,"N"
11630062,7.62,"B"
11630070,7.38,"B"
11630099,0,"N"
11630139,2.21,"A"
11630172,0,"N"
11630187,61,"E"
11630207,0,"N"
11630265,0,"N"
11630266,8.93,"B"
11630290,0,"N"
11630294,26,"D"
11630307,7.89,"B"
11630327,31,"D"
11630365,0,"N"
11630408,2.07,"A"
11630488,2.8,"A"
11630519,0,"N"
11630573,0,"N"
11630581,3.82,"A"
11630604,18,"C"
11630723,7,"B"
11630737,0,"N"
11630748,0,"N"
11630775,0,"N"
11630826,0,"N"
11630832,3.89,"N"
11630841,18,"C"
11630850,0,"N"
11630870,0,"N"
11630886,0,"N"
11630891,53.66,"E"
11630921,0,"N"
11630930,0,"A"
11630971,0,"N"
11631033,0,"N"
11631061,0,"A"
11631100,0,"N"
11631111,42,"D"
11631122,0,"N"
11631126,51,"D"
11631129,5,"A"
11631145,6,"B"
11631147,10,"A"
11631161,0,"N"
11631173,0,"N"
11631185,23,"C"
11631217,0,"N"
11631240,12,"C"
11631266,0,"N"
11631289,0,"N"
11631355,0,"N"
11631359,23,"C"
11631394,40,"D"
11631399,60.57,"C"
11631403,0,"N"
11631410,25,"B"
11631413,27,"D"
11631419,21.53,"C"
11631429,0,"N"
11631445,0,"N"
11631495,5,"B"
11631507,0,"N"
11631526,13.88,"C"
11631532,0,"N"
11631538,5,"A"
11631567,36.71,"D"
11631607,0,"N"
11631626,0,"N"
11631629,0,"A"
11631740,0,"N"
11631763,0,"N"
11631769,0,"N"
11631779,43.08,"D"
11631807,0,"N"
11631900,2.21,"A"
11631924,6.34,"N"
11631943,0,"N"
11631948,35.15,"D"
11631970,1.92,"N"
11631982,2,"A"
11631985,0,"N"
11632021,0,"N"
11632029,24,"C"
11632100,18,"C"
11632107,0,"N"
11632114,4.47,"A"
11632117,4.63,"A"
11632127,4.36,"A"
11632139,0,"N"
11632145,0,"N"
11632170,0,"A"
11632174,0,"N"
11632175,0,"N"
11632181,0,"N"
11632209,0,"N"
11632213,2.84,"A"
11632223,2.84,"A"
11632233,2.84,"A"
11632241,3.43,"A"
11632293,5,"B"
11632299,0,"N"
11632303,50,"E"
11632313,3.39,"A"
11632319,0,"N"
11632327,0,"N"
11632341,0,"N"
11632385,8.68,"N"
11632425,0,"N"
11632436,0,"N"
11632465,12,"C"
11632479,0,"N"
11632488,31.56,"D"
11632538,0,"N"
11632560,0,"N"
11632628,0,"A"
11632664,0,"N"
11632678,34.45,"D"
11632695,0,"N"
11632746,0,"N"
11632753,0,"N"
11632758,0,"N"
11632801,4.93,"N"
11632860,0,"N"
11632864,17,"C"
11632870,2.84,"A"
11632873,253.03,"G"
11632885,0,"N"
11632908,0,"N"
11632916,0,"A"
11632997,0,"N"
11633017,3,"A"
11633044,0,"N"
11633054,0,"N"
11633056,3,"A"
11633113,3,"A"
11633118,0,"N"
11633120,8,"B"
11633151,0,"N"
11633163,4.26,"A"
11633175,0,"N"
11633214,0,"N"
11633216,3,"A"
11633239,8,"B"
11633256,4.78,"B"
11633278,17,"B"
11633295,0,"N"
11633300,7.52,"B"
11633306,0,"N"
11633337,0,"N"
11633360,4.79,"B"
11633371,0,"N"
11633396,0,"N"
11633400,0,"N"
11633414,8,"B"
11633436,0,"N"
11633448,0,"N"
11633497,16,"C"
11633517,0,"N"
11633579,0,"N"
11633584,7.14,"B"
11633634,0,"N"
11633690,4,"A"
11633696,4.33,"N"
11633707,0,"N"
11633717,0,"N"
11633780,16.38,"C"
11633783,3,"A"
11633789,0,"N"
11633791,0,"N"
11633884,0,"N"
11633914,0,"N"
11633937,0,"N"
11633944,0,"N"
11633968,0,"N"
11633990,0,"N"
11634001,0,"N"
11634006,0.78,"A"
11634026,0,"N"
11634076,0,"N"
11634090,10,"B"
11634127,0,"N"
11634131,0,"N"
11634164,0,"N"
11634174,0,"N"
11634185,0,"N"
11634198,6.9,"B"
11634221,0,"N"
11634231,0,"N"
11634237,16,"C"
11634251,0,"N"
11634263,11,"C"
11634328,0,"N"
11634356,0,"N"
11634370,5,"A"
11634404,0,"N"
11634405,65,"E"
11634409,0,"N"
11634433,0,"N"
11634486,0,"N"
11634493,0,"N"
11634498,0,"N"
11634519,0,"N"
11634521,0,"N"
11634565,2,"A"
11634596,0,"N"
11634598,2,"A"
11634603,51,"E"
11634610,0,"N"
11634636,0,"N"
11634639,0,"N"
11634684,86.34,"E"
11634698,17,"C"
11634727,0,"N"
11634745,6,"B"
11634759,16,"C"
11634765,10.37,"B"
11634796,1,"A"
11634799,0,"N"
11634815,10.37,"B"
11634824,0,"N"
11634836,40,"D"
11634841,0,"N"
11634874,0,"N"
11634881,1,"A"
11634886,0,"N"
11634914,0,"N"
11634942,0,"N"
11634965,0,"N"
11634972,0,"N"
11634989,0,"N"
11635006,0,"N"
11635008,0,"N"
11635026,0,"A"
11635096,118.9,"G"
11635115,50,"E"
11635192,0,"N"
11635392,0,"N"
11635407,0,"N"
11635413,0,"N"
11635533,0,"N"
11635536,20,"C"
11635628,0,"A"
11635701,0,"N"
11635783,6.97,"B"
11635806,14,"B"
11635811,0,"N"
11635859,0,"N"
11635875,0,"N"
11635876,0,"N"
11635883,17.5,"C"
11635890,0,"N"
11635967,0,"N"
11636012,0,"N"
11636018,0,"N"
11636059,0,"N"
11636134,120.23,"G"
11636161,0,"N"
11636171,0,"N"
11636185,0,"N"
11636218,0,"N"
11636272,0,"N"
11636321,0,"N"
11636359,0,"N"
11636401,4.46,"B"
11636404,0,"N"
11636425,0,"N"
11636442,0,"N"
11636449,6,"B"
11636455,0,"N"
11636472,6,"B"
11636477,0,"N"
11636492,0,"N"
11636493,112.85,"F"
11636498,0,"N"
11636515,0,"N"
11636534,0,"N"
11636561,0,"N"
11636582,8,"B"
11636590,7,"B"
11636593,0,"N"
11636603,0,"N"
11636606,0,"N"
11636650,0,"N"
11636874,0,"A"
11636902,0,"N"
11636935,0,"N"
11636955,10,"B"
11636956,0,"N"
11636961,0,"N"
11636992,0,"N"
11637000,0,"N"
11637003,0,"N"
11637004,5,"A"
11637007,20.85,"C"
11637024,20.9,"C"
11637096,0,"N"
11637110,12,"C"
11637150,0,"N"
11637152,7.35,"B"
11637182,15.89,"C"
11637223,64.34,"E"
11637239,41.36,"D"
11637242,0,"N"
11637273,0,"N"
11637284,0.8,"A"
11637285,0,"N"
11637300,17.94,"C"
11637302,0,"N"
11637309,0,"N"
11637369,31.8,"D"
11637405,0,"N"
11637429,0,"N"
11637432,0,"N"
11637450,9.42,"B"
11637487,25.25,"C"
11637490,0,"N"
11637522,11,"C"
11637590,43.29,"D"
11637626,0,"N"
11637629,0,"N"
11637655,0,"N"
11637682,0,"N"
11637693,0,"N"
11637708,3.65,"A"
11637725,36.01,"D"
11637772,3.27,"A"
11637793,1.16,"N"
11637799,15,"B"
11637857,15,"B"
11637882,0,"N"
11637885,37.12,"D"
11637899,37.12,"D"
11637937,0,"N"
11637939,0.94,"N"
11637952,0,"N"
11637994,7.93,"B"
11638009,32.91,"D"
11638062,7,"B"
11638065,0,"N"
11638117,23,"C"
11638127,0,"N"
11638155,30,"D"
11638164,1,"A"
11638196,0,"N"
11638199,0,"N"
11638200,0,"N"
11638203,0,"N"
11638240,25.67,"C"
11638262,5,"A"
11638290,7.94,"A"
11638298,0,"N"
11638302,0.91,"N"
11638327,3,"A"
11638351,0,"N"
11638382,0,"N"
11638412,1.44,"N"
11638464,0,"N"
11638471,4.35,"B"
11638474,0,"N"
11638493,0,"N"
11638503,0,"N"
11638529,0,"N"
11638534,12.07,"B"
11638539,0,"N"
11638547,0,"N"
11638553,0,"N"
11638562,0,"N"
11638569,0,"N"
11638573,0,"A"
11638592,0,"N"
11638599,0,"N"
11638636,0.73,"N"
11638644,0,"N"
11638650,11,"C"
11638703,0,"N"
11638707,0,"N"
11638709,11,"C"
11638764,19,"C"
11638806,13.95,"B"
11638834,0,"N"
11638884,0,"N"
11638896,6,"B"
11638903,76.83,"F"
11638916,61.51,"E"
11638929,10,"A"
11638938,26.96,"D"
11638964,0,"N"
11638980,4.75,"A"
11639074,28.69,"C"
11639081,11.87,"B"
11639110,0,"N"
11639112,55,"E"
11639177,0,"N"
11639186,6,"B"
11639197,11.38,"C"
11639217,8,"A"
11639239,14,"C"
11639282,0,"N"
11639289,0,"N"
11639308,0,"N"
11639317,47,"E"
11639352,0,"N"
11639368,0,"N"
11639374,0,"N"
11639392,31,"D"
11639416,56,"D"
11639419,70.52,"E"
11639445,5.84,"B"
11639459,11,"B"
11639462,8,"B"
11639464,0,"N"
11639467,0,"N"
11639472,0,"N"
11639488,16,"C"
11639489,63,"E"
11639509,0,"N"
11639511,11,"C"
11639525,14,"C"
11639538,15,"C"
11639563,0,"N"
11639608,6,"B"
11639631,5,"B"
11639637,0,"N"
11639650,35.33,"D"
11639663,13,"C"
11639690,87,"F"
11639731,8,"B"
11639767,0,"N"
11639783,16,"C"
11639822,7,"B"
11639859,3.03,"A"
11639930,0,"N"
11639945,0,"N"
11639975,37.91,"D"
11639982,15.32,"C"
11640004,0,"N"
11640010,63,"E"
11640023,0,"N"
11640028,7,"B"
11640046,27.99,"D"
11640070,8,"B"
11640079,0,"N"
11640119,6,"B"
11640145,33.41,"D"
11640151,0,"N"
11640190,0,"N"
11640223,32,"D"
11640226,25,"B"
11640241,0,"N"
11640273,0,"N"
11640285,15,"C"
11640291,33.2,"D"
11640292,0,"N"
11640315,63,"E"
11640321,23,"C"
11640331,6.59,"B"
11640338,0,"N"
11640343,0,"N"
11640367,0,"N"
11640377,0,"N"
11640392,158.2,"G"
11640394,0,"N"
11640395,0,"N"
11640403,63,"E"
11640415,116.54,"G"
11640444,0,"N"
11640447,121,"F"
11640472,0,"N"
11640495,2.34,"A"
11640496,2.31,"A"
11640497,2.09,"A"
11640523,6.86,"B"
11640528,18.79,"C"
11640529,0,"N"
11640567,48,"E"
11640591,0,"N"
11640595,75.06,"F"
11640618,0,"N"
11640651,0,"N"
11640689,33.62,"D"
11640794,0,"N"
11640797,0,"N"
11640841,0,"A"
11640853,0,"A"
11640868,4,"B"
11640899,11.42,"B"
11640906,42,"E"
11640933,0,"N"
11640938,30.59,"C"
11640949,13,"C"
11640957,4.06,"N"
11640989,0,"N"
11640996,14,"B"
11641007,4.75,"A"
11641018,21,"C"
11641058,0,"N"
11641070,15,"C"
11641131,5,"B"
11641143,0,"N"
11641167,0,"N"
11641226,1,"A"
11641248,0,"N"
11641288,0,"N"
11641294,35.17,"D"
11641321,0,"N"
11641331,34,"D"
11641341,0,"N"
11641350,31.93,"D"
11641352,0,"N"
11641361,0,"N"
11641363,0,"N"
11641385,10.92,"B"
11641391,9.97,"B"
11641394,7,"B"
11641396,0,"N"
11641408,0,"A"
11641422,25,"C"
11641447,0,"N"
11641482,0,"N"
11641505,7,"B"
11641519,15,"C"
11641550,33.98,"D"
11641551,4,"A"
11641562,0,"N"
11641672,0,"N"
11641767,0,"N"
11641780,8.5,"B"
11641833,64.6,"E"
11641887,0,"N"
11641895,0,"N"
11641917,0,"N"
11641961,0,"N"
11641966,0,"N"
11641973,0,"N"
11642050,0,"N"
11642095,46.1,"E"
11642104,0,"N"
11642114,36.68,"D"
11642147,3.2,"A"
11642165,0,"N"
11642195,0,"N"
11642227,33,"D"
11642246,69,"E"
11642251,4.27,"B"
11642277,0,"N"
11642302,0,"N"
11642305,0,"N"
11642351,0,"N"
11642356,0,"A"
11642377,0,"N"
11642459,33,"D"
11642471,0,"N"
11642551,0,"N"
11642606,0,"N"
11642607,0,"N"
11642639,0,"N"
11642670,5.61,"N"
11642671,0,"N"
11642710,0,"N"
11642718,0,"N"
11642727,10.63,"B"
11642734,0,"N"
11642745,0,"N"
11642751,0,"N"
11642763,42.59,"D"
11642766,0,"N"
11642796,8,"B"
11642831,0,"N"
11642849,9.23,"B"
11642854,0,"N"
11642889,119.55,"G"
11642936,8,"B"
11642949,0,"N"
11642955,19.31,"C"
11642971,27.61,"D"
11642978,0,"N"
11642983,17.72,"C"
11642990,33.64,"D"
11642999,24.84,"C"
11643012,22.78,"C"
11643052,0,"N"
11643058,21,"C"
11643070,0,"A"
11643075,2.13,"A"
11643089,17.95,"C"
11643097,0,"A"
11643114,9,"B"
11643125,24.84,"C"
11643146,4.77,"B"
11643192,1.69,"A"
11643234,0,"A"
11643248,18.64,"C"
11643251,11,"B"
11643305,0,"A"
11643320,2,"A"
11643338,8,"B"
11643346,0,"N"
11643359,0,"N"
11643394,0,"A"
11643410,3.83,"N"
11643480,0,"N"
11643506,0,"A"
11643521,5.59,"B"
11643542,0,"N"
11643578,0,"N"
11643601,0,"N"
11643619,31.14,"D"
11643654,0,"A"
11643724,0,"N"
11643734,0,"N"
11643778,0,"N"
11643892,0,"N"
11643916,21,"C"
11643920,0,"N"
11643940,0,"A"
11643984,14.69,"C"
11643986,0,"N"
11644051,0,"N"
11644091,42.4,"C"
11644097,0,"N"
11644118,5.96,"A"
11644204,0,"N"
11644233,1,"A"
11644236,4,"B"
11644250,0,"N"
11644293,0,"N"
11644308,42.4,"C"
11644312,0,"N"
11644372,0,"N"
11644404,0,"N"
11644418,1,"A"
11644441,0,"N"
11644481,8.02,"B"
11644508,37,"D"
11644546,0,"N"
11644550,0,"N"
11644588,0,"N"
11644635,1,"A"
11644686,13.52,"C"
11644796,0,"N"
11644832,44.5,"C"
11644854,1,"A"
11644855,0,"N"
11644895,19.99,"C"
11644923,0,"N"
11644925,0,"A"
11644929,0,"A"
11644938,0,"N"
11644945,1,"A"
11644969,14,"C"
11644974,0,"N"
11644998,0,"N"
11645009,1,"A"
11645076,0,"A"
11645098,0,"N"
11645101,1,"A"
11645163,0,"N"
11645270,1,"A"
11645307,7.58,"B"
11645308,31.49,"D"
11645317,8.72,"B"
11645344,0,"N"
11645385,22,"C"
11645404,0,"N"
11645444,1,"A"
11645458,8.18,"B"
11645465,38.05,"D"
11645531,0,"A"
11645543,7,"B"
11645560,8.18,"B"
11645573,9,"B"
11645603,13.07,"C"
11645676,0,"N"
11645680,0,"N"
11645684,0,"N"
11645707,0,"N"
11645732,0,"N"
11645733,0,"A"
11645734,10.51,"B"
11645743,36,"D"
11645771,0,"N"
11645802,14.58,"C"
11645824,50,"E"
11645874,0,"N"
11645877,0,"A"
11645886,0,"N"
11645934,25.14,"C"
11645987,0,"N"
11646001,11,"C"
11646054,0,"N"
11646112,0,"N"
11646124,0,"A"
11646137,63,"E"
11646160,0,"N"
11646165,9.39,"B"
11646215,0,"N"
11646224,0,"N"
11646379,5,"A"
11646388,0,"N"
11646399,6,"B"
11646485,0,"N"
11646496,31,"D"
11646507,0,"N"
11646526,63,"E"
11646540,9.18,"B"
11646550,58,"D"
11646584,16,"C"
11646591,63,"E"
11646609,0,"N"
11646624,49,"E"
11646647,0,"N"
11646670,0,"N"
11646691,0,"N"
11646708,0,"N"
11646713,0,"N"
11646724,0,"N"
11646728,0,"N"
11646740,0,"N"
11646743,16,"C"
11646768,142,"G"
11646796,0,"N"
11646823,11.84,"C"
11646825,0,"N"
11646845,0,"N"
11646861,0,"N"
11646865,14.37,"C"
11646886,0,"N"
11646890,0,"N"
11646902,6.41,"B"
11646922,0,"N"
11646929,0,"N"
11646963,0,"N"
11646991,0,"N"
11647002,0,"N"
11647037,22,"C"
11647053,6,"B"
11647107,21,"C"
11647112,0,"N"
11647116,0,"N"
11647129,0,"N"
11647136,0,"N"
11647140,3.84,"A"
11647165,0,"N"
11647179,2.58,"A"
11647186,11.61,"C"
11647211,2,"A"
11647255,7.94,"B"
11647298,99,"G"
11647322,0,"N"
11647331,42.41,"D"
11647387,0,"N"
11647395,0,"N"
11647448,0,"N"
11647449,1.8,"A"
11647578,4,"B"
11647621,36,"D"
11647638,1.79,"A"
11647678,0,"N"
11647685,0,"N"
11647693,0,"N"
11647759,0,"N"
11647797,63,"E"
11647832,0,"N"
11647844,1,"A"
11647854,13,"C"
11647870,3,"A"
11647881,4,"B"
11647887,51.69,"E"
11647917,4,"B"
11647926,6,"B"
11647978,35,"D"
11647979,0,"N"
11648033,0,"N"
11648213,63,"E"
11648263,0,"N"
11648352,63,"E"
11648361,0,"N"
11648512,3,"A"
11648525,9.26,"B"
11648668,7,"B"
11648669,63,"E"
11648706,0,"N"
11648796,10,"B"
11648809,0,"N"
11648811,0,"N"
11648814,0,"N"
11648817,5,"B"
11648821,11.39,"C"
11648832,0,"N"
11648859,0,"N"
11648864,3,"A"
11648931,0,"N"
11648955,4,"B"
11648987,0,"N"
11648988,4.09,"B"
11648989,6,"B"
11649002,0,"N"
11649013,13,"C"
11649027,0,"N"
11649032,26.85,"D"
11649043,2.01,"A"
11649049,0,"N"
11649058,13.2,"C"
11649100,0,"N"
11649131,0,"N"
11649146,0,"N"
11649160,0,"N"
11649185,0,"N"
11649249,14,"C"
11649252,0,"N"
11649273,0,"N"
11649306,4,"B"
11649332,15.22,"C"
11649347,0,"N"
11649356,0,"N"
11649395,5.11,"A"
11649397,5.11,"A"
11649425,0,"N"
11649497,0,"N"
11649523,0,"N"
11649534,0,"N"
11649545,0,"N"
11649563,0,"N"
11649588,4.82,"B"
11649589,0,"N"
11649594,0,"N"
11649601,0,"N"
11649641,0,"N"
11649652,0,"N"
11649673,0,"N"
11649680,0,"N"
11649716,0,"N"
11649743,4,"A"
11649762,22,"C"
11649770,0,"N"
11649776,0,"N"
11649833,0,"N"
11649840,42.93,"D"
11649855,0,"N"
11649858,0,"N"
11649859,0,"N"
11649900,0,"N"
11649962,0,"N"
11649977,4,"A"
11649979,0,"N"
11650008,0,"N"
11650013,0,"N"
11650018,0,"N"
11650027,13.91,"B"
11650077,0,"N"
11650080,0,"N"
11650099,0,"N"
11650126,0,"N"
11650145,16.49,"C"
11650158,34,"D"
11650161,0,"N"
11650163,0,"N"
11650194,34,"D"
11650200,4.89,"A"
11650208,0,"N"
11650214,0,"N"
11650223,0,"N"
11650225,0,"N"
11650227,28,"D"
11650228,0,"N"
11650229,0,"N"
11650241,0,"N"
11650254,0,"N"
11650263,27,"D"
11650280,0,"A"
11650281,0,"A"
11650285,0,"A"
11650298,0,"N"
11650342,55,"E"
11650356,18,"C"
11650359,0,"A"
11650361,8.27,"B"
11650371,10.97,"B"
11650374,14,"C"
11650387,0,"N"
11650417,16.78,"C"
11650436,0,"N"
11650448,6,"B"
11650476,28.28,"D"
11650480,0,"N"
11650484,0,"A"
11650510,29,"D"
11650517,0,"N"
11650529,0,"N"
11650553,0,"N"
11650556,0,"N"
11650591,0,"N"
11650620,0,"N"
11650728,0,"N"
11650750,11,"B"
11650763,0,"N"
11650819,29,"B"
11650827,0,"N"
11650829,0,"N"
11650844,25.63,"N"
11650846,56.46,"N"
11650847,25.63,"N"
11650860,0,"N"
11650868,0,"A"
11650885,0,"N"
11650908,0,"N"
11650911,4.73,"A"
11650983,6.24,"B"
11650992,0,"N"
11651024,1.21,"A"
11651028,28,"C"
11651042,9,"B"
11651063,32.5,"D"
11651070,6,"B"
11651075,32.45,"D"
11651080,0,"N"
11651083,17,"C"
11651103,18.39,"C"
11651115,1.92,"N"
11651124,20,"C"
11651245,0,"N"
11651247,24.17,"C"
11651343,7,"B"
11651365,7.66,"B"
11651366,45.15,"D"
11651371,4.18,"A"
11651376,0,"N"
11651386,2.7,"A"
11651448,31.48,"D"
11651472,0,"N"
11651474,0,"N"
11651476,0,"N"
11651480,11.97,"C"
11651524,0,"N"
11651540,0,"N"
11651553,15,"C"
11651571,0,"N"
11651578,0,"N"
11651585,19.97,"C"
11651597,13,"C"
11651601,6.88,"B"
11651602,38.34,"D"
11651609,0,"N"
11651624,6.9,"N"
11651637,23.93,"C"
11651671,0,"N"
11651690,0,"N"
11651724,2.51,"A"
11651759,0,"N"
11651791,5.96,"B"
11651801,3,"A"
11651803,2,"A"
11651836,7.97,"B"
11651926,55.42,"E"
11651961,0,"A"
11652044,0,"A"
11652064,0,"N"
11652098,0,"A"
11652099,0,"N"
11652103,11,"B"
11652104,7.03,"B"
11652107,0,"N"
11652109,51,"D"
11652166,0,"N"
11652170,62.12,"E"
11652193,65,"E"
11652194,0,"N"
11652217,40,"C"
11652261,40,"D"
11652265,62,"E"
11652275,0,"N"
11652293,0,"N"
11652296,0,"N"
11652311,41,"D"
11652326,57,"D"
11652345,68,"E"
11652399,7,"B"
11652477,32.72,"D"
11652493,0,"N"
11652550,4.91,"A"
11652579,0,"A"
11652583,0,"N"
11652624,10.1,"B"
11652680,0,"N"
11652682,0,"A"
11652723,0,"N"
11652737,5,"A"
11652743,0,"N"
11652749,57.1,"E"
11652760,0,"N"
11652765,0,"N"
11652782,0,"N"
11652821,0,"N"
11652837,0,"A"
11652863,40,"C"
11652867,25,"C"
11652876,0,"N"
11652892,0,"N"
11652899,15.05,"B"
11652930,11,"C"
11652944,0,"N"
11652984,23,"C"
11653022,0,"N"
11653039,0,"N"
11653052,0,"N"
11653086,0,"N"
11653102,0,"N"
11653106,9,"B"
11653108,0,"N"
11653109,0,"N"
11653115,0,"N"
11653121,0,"N"
11653123,4,"B"
11653530,24,"C"
11653546,21,"C"
11653549,6.94,"B"
11653599,21,"C"
11653613,21,"C"
11653627,7.21,"B"
11653645,27,"C"
11653657,5.12,"A"
11653697,8,"B"
11653701,0,"N"
11653732,17,"C"
11653739,0,"N"
11653746,0,"N"
11653748,0,"N"
11653752,0,"N"
11653757,0,"N"
11653758,0,"N"
11653774,0,"N"
11653777,15.28,"C"
11653778,0,"N"
11653794,0,"N"
11653796,0,"N"
11653803,8.95,"B"
11653816,5.77,"B"
11653821,34.25,"C"
