"id","date_etablissement_dpe","consommation_energie","classe_consommation_energie","secteur_activite","annee_construction","surface_habitable","commune"
10964085,2021-02-24,385.03,"F","Commerce",1900,"0.00","FÉCAMP"
10964133,2021-02-25,381.44,"F","Commerce",1970,"0.00","LE HAVRE"
10964158,2021-02-25,395.3,"F","Bureaux",1990,"0.00","LE HAVRE"
10964184,2021-03-01,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"132.00","ST DIDIER AU MONT D OR"
10964216,2021-03-01,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"39.72","ROCHECHOUART"
10964248,2021-03-01,81,"B","Bureau, Administration, Enseignement",1947,"240.46","EVRY"
10964284,2021-03-01,184,"D","Autres (théâtres, salles de sport, restaurati",1,"165.00","MARCY L ETOILE"
10964330,2021-02-24,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"124.30","CHÂTEAUNEUF-SUR-CHER"
10964336,2021-03-01,68.58,"B","\N",1965,"159.50","LYON"
10964379,2021-03-01,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"53.43","ROUEN"
10964421,2021-03-01,143.38,"C","",1960,"63.00","CHALON SUR SAONE"
10964554,2021-02-25,0,"N","Habitation (Parties privatives d'immeuble col",1969,"0.00","MONTPELLIER"
10964575,2021-03-01,0,"N","\N",2000,"156.75","JOUY AUX ARCHES"
10964659,2021-03-01,8,"A","Autres (théâtres, salles de sport, restaurati",1,"305.53","LAGNY SUR MARNE"
10964684,2021-03-01,237.12,"D","",1950,"0.00","SAINT-JEAN-DE-BOURNAY"
10964707,2021-03-01,0,"A","Bureaux",1982,"120.00","SOMAIN"
10964709,2021-03-01,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"25.30","MONTMAGNY"
10964778,2021-03-01,115.23,"C","\N",2000,"924.00","BREAUTE"
10964800,2021-03-01,0,"A","Magasin de vente",2008,"1111.80","VIGNACOURT"
10964936,2021-02-03,105.48,"C","",2021,"\N","VITROLLES"
10964938,2021-03-01,1014,"G","Autres (théâtres, salles de sport, restaurati",1947,"83.82","LA ROCHELLE"
10964951,2021-03-01,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"203.50","DEOLS"
10964967,2021-03-01,0,"N","Autres (théâtres, salles de sport, restaurati",1,"851.57","LAGNY SUR MARNE"
10964971,2021-03-01,186.57,"B","\N",1980,"516.93","SAINT NAZAIRE"
10964986,2021-03-01,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"42.90","NANTUA"
10965013,2021-03-01,0,"N","Autres (théâtres, salles de sport, restaurati",1,"458.70","BLAGNAC"
10965034,2021-02-26,370,"E","Autres (théâtres, salles de sport, restaurati",1947,"71.01","Villeurbanne"
10965115,2021-03-01,213,"D","Bureau, Administration, Enseignement",1,"103.27","CLAIRVAUX-LES-LACS"
10965210,2021-03-01,0,"N","\N",1947,"77.00","OLIVET"
10965236,2021-03-01,112,"C","\N",1974,"323.40","SAINT AGNIN SUR BION"
10965249,2021-02-26,0,"N","Bureau, Administration, Enseignement",1947,"286.00","AULNOYE AYMERIES"
10965294,2021-02-27,188.16,"C","",1993,"0.00","SENLIS"
10965297,2021-03-01,100,"C","Autres (théâtres, salles de sport, restaurati",1947,"77.00","BASTIA"
10965302,2021-03-01,104,"C","Autres (théâtres, salles de sport, restaurati",1,"30.67","GRIMAUD"
10965315,2021-03-01,0,"N","Bureau, Administration, Enseignement",1,"125.87","NÎMES"
10965346,2021-03-01,0,"N","Autres (théâtres, salles de sport, restaurati",1,"41.35","LIGNE"
10965378,2021-03-01,0,"N","Autres (théâtres, salles de sport, restaurati",1,"53.20","LIGNE"
10965405,2021-03-01,112.52,"C","",1970,"0.00","CAUDAN"
10965449,2021-03-01,0,"N","\N",1947,"92.73","LE MANS"
10965459,2021-03-01,121.54,"C","Cabinet médical",1974,"\N","ANZIN"
10965468,2021-03-01,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"323.54","SCHILTIGHEIM"
10965480,2021-02-24,274,"D","Bureau, Administration, Enseignement",1947,"277.20","LE CATEAU-CAMBRÉSIS"
10965490,2021-03-01,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"121.00","ST NAZAIRE"
10965509,2021-03-01,137.53,"C","Habitation (Parties privatives d'immeuble col",2013,"0.00","POITIERS"
10965513,2021-03-01,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"93.70","ORLEANS"
10965523,2021-03-01,181,"D","Autres (théâtres, salles de sport, restaurati",1,"41.62","LUTTENBACH PRES MUNSTER"
10965527,2021-03-01,212,"D","\N",1974,"0.00","LE VANNEAU-IRLEAU"
10965546,2021-02-25,230,"D","Bureau, Administration, Enseignement",1,"165.00","PORNIC"
10965554,2021-03-01,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"74.38","La Ciotat"
10965556,2021-02-25,151,"C","Autres (théâtres, salles de sport, restaurati",1,"110.00","VALLEIRY"
10965605,2021-03-01,181.34,"D","Commerce",1997,"0.00","BOURGES"
10965607,2021-02-25,99,"C","Autres (théâtres, salles de sport, restaurati",1,"57.20","PORNIC"
10965618,2021-03-01,239.01,"D","Commerce",1997,"0.00","BOURGES"
10965675,2021-03-01,590,"G","Autres (théâtres, salles de sport, restaurati",1947,"35.42","Annecy"
10965688,2021-03-01,403,"F","Autres (théâtres, salles de sport, restaurati",1947,"100.95","NORROY-LÈS-PONT-À-MOUSSON"
10965839,2021-03-01,0,"N","Bureau, Administration, Enseignement",1,"251.83","TOULOUSE"
10965937,2021-03-01,0,"N","",1948,"72.25","EYMET"
10965959,2021-02-15,305,"D","Bureau, Administration, Enseignement",1,"220.00","MILLERY"
10965971,2021-03-01,102,"C","Autres (théâtres, salles de sport, restaurati",1,"1650.00","BEYNOST"
10966003,2021-03-01,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"175.13","VALENTON"
10966006,2021-03-01,173,"D","Autres (théâtres, salles de sport, restaurati",1947,"627.00","SARAN"
10966015,2021-03-01,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"38.50","ANGOULEME"
10966048,2021-02-26,0,"N","Bureaux",1980,"0.00","CHASSENEUIL-DU-POITOU CEDEX"
10966083,2021-03-01,0,"N","Bureau, Administration, Enseignement",1947,"44.00","VALENCIENNES"
10966089,2021-02-26,378,"E","Autres (théâtres, salles de sport, restaurati",1947,"41.68","CHALON SUR SAONE"
10966094,2021-03-01,261,"D","Bureau, Administration, Enseignement",1,"125.96","LA ROCHELLE"
10966111,2021-03-01,0,"N","Autres (théâtres, salles de sport, restaurati",1,"31.28","PARIS"
10966134,2021-02-19,0,"A","Salle de jeux",0,"2201.00","LIMOGES"
10966140,2021-03-01,100.2,"B","\N",1983,"119.00","LYON 03"
10966149,2021-03-01,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"39.40","DORMANS"
10966150,2021-03-01,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"113.09","FOLSCHVILLER"
10966192,2021-03-01,0,"N","Bureaux",1900,"0.00","POITIERS"
10966243,2021-03-01,0,"A","Restaurant",2011,"187.43","AMBARES ET LAGRAVE"
10966271,2021-03-01,0,"A","Magasin de vente",2011,"1245.69","AMBARES ET LAGRAVE"
10966288,2021-03-01,0,"A","Bureaux",2011,"1245.69","AMBARES ET LAGRAVE"
10966303,2021-03-01,112,"C","Autres (théâtres, salles de sport, restaurati",1,"130.90","EYSINES"
10966315,2021-03-01,0,"N","",1940,"0.00","CASTRES"
10966319,2021-03-01,0,"A","Magasin de vente",2011,"1245.69","AMBARES ET LAGRAVE"
10966327,2021-03-01,736,"G","Autres (théâtres, salles de sport, restaurati",1947,"41.80","SAINT-GERMAIN-EN-LAYE"
10966339,2021-03-01,0,"N","\N",1982,"124.85","OULLINS"
10966343,2021-03-01,0,"A","Restaurant",2011,"1245.69","AMBARES ET LAGRAVE"
10966369,2021-03-01,0,"A","Magasin de vente",2011,"1245.69","AMBARES ET LAGRAVE"
10966371,2021-03-01,458.45,"E","\N",1947,"66.00","PONTAILLER SUR SAONE"
10966380,2021-03-01,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"49.50","LEVALLOIS PERRET"
10966385,2021-03-01,0,"N","Autres (théâtres, salles de sport, restaurati",1,"1556.50","ST DOULCHARD"
10966408,2021-03-01,0,"A","Restaurant",2011,"1245.69","AMBARES ET LAGRAVE"
10966444,2021-03-01,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"55.10","DORMANS"
10966453,2021-03-01,0,"A","Magasin de vente",2011,"1245.69","AMBARES ET LAGRAVE"
10966480,2021-03-01,116.9,"C","Commerce",1970,"0.00","LIMOGES"
10966519,2021-03-01,0,"A","Magasin de vente",2011,"1245.87","AMBARES ET LAGRAVE"
10966558,2021-03-01,0,"A","Magasin de vente",2011,"1245.69","AMBARES ET LAGRAVE"
10966580,2021-03-01,0,"A","Restaurant",2011,"1245.69","AMBARES ET LAGRAVE"
10966589,2021-03-01,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"25.33","GAREOULT"
10966620,2021-03-01,428,"F","Autres (théâtres, salles de sport, restaurati",1947,"49.06","ORLEANS"
10966651,2021-03-01,0,"N","Bureau, Administration, Enseignement",1,"363.06","LA ROCHE SUR YON"
10966709,2021-03-01,429.59,"F","Autres",2007,"0.00","WOLFISHEIM"
10966726,2021-03-01,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"154.00","ST PRIEST"
10966731,2021-03-01,510,"F","Autres (théâtres, salles de sport, restaurati",1947,"33.58","Draguignan"
10966752,2021-03-01,131,"C","Autres (théâtres, salles de sport, restaurati",1,"517.00","NARROSSE"
10966760,2021-02-25,199.02,"C","Local professionnel",1948,"275.00","STRASBOURG"
10966766,2021-03-01,0,"N","Bureaux",2020,"0.00","LOUDÉAC"
10966810,2021-03-01,0,"N","",1975,"0.00","TROYES"
10966848,2021-03-01,0,"N","Industrie",2020,"0.00","LOUDÉAC"
10966869,2021-03-01,538.78,"E","Usine",2006,"\N","ST BEAUZIRE"
10966896,2021-03-01,0,"N","Artisanat",1963,"0.00","BREBIÈRES"
10966899,2021-03-01,0,"N","bureaux",1974,"\N","ST NICOLAS EN FORET"
10966901,2021-03-01,331,"E","Autres (théâtres, salles de sport, restaurati",1947,"23.10","ORLEANS"
10966903,2021-03-01,0,"N","bureaux",1974,"\N","ST NICOLAS EN FORET"
10966909,2021-03-01,0,"N","Autres (théâtres, salles de sport, restaurati",1,"462.00","LEYMENT"
10966923,2021-03-01,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"132.00","ST PRIEST"
10966972,2021-03-01,74.88,"N"," Bureaux, administration, enseignement",1950,"159.28","BOULOGNE-BILLANCOURT"
10967012,2021-03-01,0,"A","",2004,"125.00","CANEJAN"
10967025,2021-03-01,0,"N","Bureau, Administration, Enseignement",1947,"660.00","TRAPPES"
10967059,2021-03-01,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"137.50","MARSEILLE 04"
10967064,2021-02-27,533,"E","Bureau, Administration, Enseignement",1947,"242.00","ERMONT"
10967100,2021-02-25,0,"N","\N",1948,"60.00","RETOURNAC"
10967101,2021-03-01,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"34.09","OISSEL"
10967115,2021-03-01,0,"N","Autres (théâtres, salles de sport, restaurati",1,"25.33","LA GRANDE MOTTE"
10967118,2021-03-01,0,"N","Bureau, Administration, Enseignement",1947,"85.18","MANOSQUE"
10967141,2021-03-01,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"484.00","MANOSQUE"
10967145,2021-03-01,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"78.23","PONTIVY"
10967149,2021-03-01,376,"E","\N",1974,"0.00","PALAVAS LES FLOTS"
10967174,2021-03-01,198,"D","Autres (théâtres, salles de sport, restaurati",1947,"158.40","REIMS"
10967181,2021-03-01,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"62.70","TOULOUSE"
10967187,2021-02-26,75.65,"B","Commerce",1948,"0.00","TOULOUGES"
10967224,2021-02-25,0,"N","Autres (théâtres, salles de sport, restaurati",1,"363.00","CHAMPNIERS"
10967272,2021-03-01,450.01,"E","Usine",2000,"27322.00","ST BEAUZIRE"
10967280,2021-03-01,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"541.20","RUELLE SUR TOUVRE"
10967286,2021-03-01,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"60.50","TOULOUSE"
10967313,2021-02-25,207,"C","Bureau, Administration, Enseignement",1947,"123.61","LYON"
10967338,2021-03-01,253.4,"D","",2004,"0.00","CHEVIGNY-SAINT-SAUVEUR"
10967342,2021-03-01,538.78,"E","Usine",2000,"\N","ST BEAUZIRE"
10967413,2021-02-25,264,"D","Autres (théâtres, salles de sport, restaurati",1947,"148.50","CHAZELLES SUR LYON"
10967442,2021-02-26,0,"N","bureaux",1948,"123.20","STRASBOURG"
10967443,2021-03-01,562,"G","Autres (théâtres, salles de sport, restaurati",1947,"61.14","NANTES"
10967454,2021-03-01,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"253.00","VILLEVIEUX"
10967465,2021-03-01,74.64,"N"," Bureaux, administration, enseignement",1950,"160.33","BOULOGNE-BILLANCOURT"
10967468,2021-03-01,562,"G","Autres (théâtres, salles de sport, restaurati",1947,"61.14","NANTES"
10967472,2021-03-01,74.64,"N"," Bureaux, administration, enseignement",1950,"160.33","BOULOGNE-BILLANCOURT"
10967474,2021-03-01,0,"N","",2006,"\N","MARSEILLE"
10967490,2021-03-01,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"68.20","NAJAC"
10967509,2021-03-01,235.25,"D","\N",1969,"113.00","Pontmain"
10967510,2021-03-01,287.5,"E","",2000,"0.00","BRESSUIRE"
10967550,2021-03-01,421,"F","Autres (théâtres, salles de sport, restaurati",1,"88.00","ESTRABLIN"
10967553,2021-03-01,267.27,"D","\N",2000,"57.15","BREST"
10967563,2021-03-01,0,"N","Centres Commerciaux",1947,"62.70","TROYES"
10967582,2021-03-01,89,"B","Autres (théâtres, salles de sport, restaurati",1,"401.62","GUNSBACH"
10967598,2021-03-01,0,"N","Commerce",1948,"0.00","MONTBRON"
10967602,2021-03-01,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"78.82","SAUMUR"
10967612,2021-03-01,0,"N","Centres Commerciaux",1,"1265.00","MAURON"
10967629,2021-03-01,1013.7,"G","",1989,"0.00","PONT-DE-RUAN"
10967669,2021-03-01,250.04,"D","Habitation (Parties privatives d'immeuble col",2019,"0.00","STRASBOURG"
10967703,2021-03-01,0,"N","Commerce",1949,"0.00","POITIERS"
10967711,2021-03-01,0,"N","Bureau, Administration, Enseignement",1,"99.39","BLOIS"
10967735,2021-02-28,132.58,"C","",1984,"0.00","CHATTE"
10967778,2021-03-01,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"38.31","Saint Crespin sur Moine"
10967785,2021-02-28,0,"N","Bureau, Administration, Enseignement",1947,"12545.50","LA-PLAGNE"
10967788,2021-02-28,0,"N","Bureau, Administration, Enseignement",1947,"15759.70","LA-PLAGNE"
10967815,2021-03-01,0,"N","Bureau, Administration, Enseignement",1947,"70.95","MONTFAUCON D'ARGONNE"
10967834,2021-02-19,0,"N","",1967,"0.00","LE SOLER"
10967852,2021-03-01,222.05,"D","",1970,"0.00","LE CANNET"
10967869,2021-03-01,145,"C","Bureau, Administration, Enseignement",1947,"351.29","ST ETIENNE"
10967887,2021-03-01,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"164.32","BREST"
10967894,2021-03-01,0,"N","\N",1947,"93.50","DUNKERQUE"
10967904,2021-03-01,51.87,"B","\N",2000,"57.20","MONTPELLIER"
10967956,2021-03-01,0,"N","Commerce",1947,"0.00","SAINT-JUNIEN"
10967989,2021-02-09,0,"N","Autres (théâtres, salles de sport, restaurati",1,"1410.07","Tonneins"
10968021,2021-03-01,0,"N","Bureau, Administration, Enseignement",1947,"276.77","BORDEAUX"
10968024,2021-03-01,304,"E","Autres (théâtres, salles de sport, restaurati",1947,"62.70","PARIS"
10968027,2021-03-01,0,"N","\N",1947,"54.56","LA ROCHELLE"
10968037,2021-03-01,0,"N","Bureau, Administration, Enseignement",1947,"276.77","BORDEAUX"
10968071,2021-03-01,710,"G","Autres (théâtres, salles de sport, restaurati",1947,"440.00","AIX-LES-BAINS"
10968083,2021-03-01,0,"N","Autres (théâtres, salles de sport, restaurati",1,"44.33","BEAUVEZER"
10968091,2021-03-01,1140,"G","Autres (théâtres, salles de sport, restaurati",1947,"368.50","LA FERTÉ-SAINT-AUBIN"
10968099,2021-03-01,0,"N","Commerce",1900,"0.00","LES VANS"
10968134,2021-03-01,256,"D","Autres (théâtres, salles de sport, restaurati",1,"159.50","Chambray-lès-Tours"
10968194,2021-03-01,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"38.50","ELBEUF"
10968196,2021-03-01,67.77,"B","Établissement d’éveil",2021,"676.60","GRENOBLE"
10968204,2021-03-01,0,"N","\N",1974,"314.60","LONGWY"
10968219,2021-03-01,0,"N","Autres (théâtres, salles de sport, restaurati",1,"377.30","SAINT-JORIOZ"
10968258,2021-03-01,212.18,"D","Habitation (Parties privatives d'immeuble col",1975,"0.00","GRIMAUD"
10968287,2021-03-01,190,"D","Autres (théâtres, salles de sport, restaurati",1,"1650.00","VERT ST DENIS"
10968335,2021-03-01,785,"G","Autres (théâtres, salles de sport, restaurati",1947,"77.00","DOMPIERRE SUR YON"
10968369,2021-03-01,0,"N","Autres (théâtres, salles de sport, restaurati",1,"22.53","LES BELLEVILLE"
10968417,2021-03-01,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"132.00","VALENCIENNES"
10968421,2021-03-01,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"43.66","LA FAUTE SUR MER"
10968431,2021-02-24,267,"D","Bureau, Administration, Enseignement",1,"77.78","BORDEAUX"
10968457,2021-02-26,10385.27,"G","\N",1948,"190.00","LEYMENT"
10968474,2021-03-01,0,"N","",1960,"0.00","LONGJUMEAU"
10968479,2021-02-24,131,"C","Autres (théâtres, salles de sport, restaurati",1947,"742.50","Saint-Malo"
10968481,2021-02-12,0,"N","",1974,"\N","ECHILLAIS"
10968507,2021-03-01,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"343.54","NANTES"
10968516,2021-03-01,73.97,"B","bureaux",2021,"237.60","LE THILLAY"
10968517,2021-03-01,73.97,"B","bureaux",2021,"237.60","LE THILLAY"
10968519,2021-03-01,73.41,"B","bureaux",2021,"237.60","LE THILLAY"
10968520,2021-03-01,73.41,"B","bureaux",2021,"237.60","LE THILLAY"
10968557,2021-03-01,404.08,"F","Commerce",1900,"0.00","SAINT-VICTOR"
10968562,2021-03-01,0,"N","Bureaux",2011,"0.00","SAINT-HERBLAIN"
10968596,2021-02-25,281.99,"E","Commerce",1974,"\N","LA CHAPELLE-DES-FOUGERETZ"
10968706,2021-03-01,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"62.05","LYON 07"
10968724,2021-03-01,177,"D","Commerce",1974,"112.01","CAVALAIRE SUR MER"
10968739,2021-03-01,256,"D","Bureau, Administration, Enseignement",1947,"66.00","NANTES"
10968795,2021-03-01,265,"C","Occupation continue (hôpitaux, hôtels, intern",1,"22.55","ROQUEBRUNE-CAP-MARTIN"
10968801,2021-03-01,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"48.68","MENTON"
10968845,2021-03-01,304.12,"E","Artisanat",1997,"0.00","CHAUDEFONDS-SUR-LAYON"
10968904,2021-03-01,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"55.00","PLEUGUENEUC"
10968906,2021-02-05,0,"N","Bureau, Administration, Enseignement",1947,"4840.00","QUIMPER"
10968940,2021-03-01,272,"C","Occupation continue (hôpitaux, hôtels, intern",1,"22.00","TOULOUSE"
10968944,2021-03-01,0,"N","Commerce",1900,"0.00","HYÈRES"
10969016,2021-03-01,141,"C","Autres (théâtres, salles de sport, restaurati",1,"121.94","BESANÇON"
10969023,2021-03-01,223,"C","Occupation continue (hôpitaux, hôtels, intern",1,"18.37","VAUGRIGNEUSE"
10969069,2021-03-01,160.05,"C","\N",1988,"106.70","CADOURS"
10969101,2021-02-24,1084,"G","Autres (théâtres, salles de sport, restaurati",1,"88.00","TASSIN-LA-DEMI-LUNE"
10969152,2021-03-01,109.65,"C","Centre commercial",1977,"147.00","MOYEUVRE GRANDE"
10969209,2021-03-01,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"37.84","AUDUN LE TICHE"
10969282,2021-03-01,0,"N","Autres",2010,"0.00","BOMPAS"
10969283,2021-02-16,161,"C","Autres (théâtres, salles de sport, restaurati",1947,"221.00","BREST"
10969297,2021-03-01,0,"N","",1974,"121.00","EVREUX"
10969364,2021-03-01,0,"N","Commerce",1947,"0.00","BEAUMONT-DE-LOMAGNE"
10969401,2021-03-01,479,"F","Autres (théâtres, salles de sport, restaurati",1947,"71.50","VILLEURBANNE"
10969405,2021-03-01,194,"C","Bureau, Administration, Enseignement",1947,"75.90","GRENOBLE"
10969421,2021-03-01,0,"N","Bureau, Administration, Enseignement",1947,"68.20","ST AMAND LES EAUX"
10969424,2021-03-01,0,"N","Bureau, Administration, Enseignement",1947,"814.00","ST AMAND LES EAUX"
10969430,2021-03-01,0,"N","Autres (théâtres, salles de sport, restaurati",1,"97.24","AVIGNON"
10969438,2021-02-25,0,"N","\N",1975,"80.00","OYONNAX"
10969452,2021-03-01,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"177.23","CORBEIL ESSONNES"
10969462,2021-03-01,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"270.60","PONTOISE"
10969496,2021-03-01,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"116.12","CORBEIL ESSONNES"
10969561,2021-02-28,0,"N","",2000,"\N","LE THILLAY"
10969563,2021-03-02,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"36.95","CHAMALIÈRES"
10969607,2021-02-26,327,"E","Autres (théâtres, salles de sport, restaurati",1,"213.40","LE FLEIX"
10969675,2021-02-24,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"41.81","IVRY-SUR-SEINE"
10969706,2021-02-18,714.3,"G","Autres",1960,"0.00","BELFORT"
10969742,2021-03-02,358,"E","Autres (théâtres, salles de sport, restaurati",1947,"313.50","SARAN"
10969782,2021-03-02,0,"N","Commerce",1960,"0.00","LORIENT"
10969793,2021-03-02,0,"N","Bureau, Administration, Enseignement",1,"96.80","QUIMPER CEDEX"
10969810,2021-03-02,0,"N","Bureau, Administration, Enseignement",1,"126.50","QUIMPER CEDEX"
10969840,2021-03-02,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"235.40","Saintes"
10969844,2021-03-02,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"100.85","BUSSIÈRE-GALANT"
10969884,2021-03-02,0,"N","\N",1947,"88.00","SOISSONS"
10969897,2021-03-01,0,"A","",1981,"283.80","ST BERTHEVIN"
10969936,2021-03-02,452.83,"F","Industrie",1974,"0.00","ORMES"
10970004,2021-03-01,0,"A","",1948,"114.13","WANGEN"
10970015,2021-03-02,0,"N","bureaux",1974,"55.00","MONDEVILLE"
10970022,2021-03-01,0,"A","",1948,"151.40","WANGEN"
10970026,2021-03-01,0,"A","",1948,"114.13","WANGEN"
10970027,2021-03-01,0,"A","",1948,"575.30","WANGEN"
10970036,2021-03-01,0,"A","",1948,"114.13","WANGEN"
10970065,2021-03-02,107.03,"B","\N",2014,"585.20","VILLERS LA MONTAGNE"
10970070,2021-03-01,0,"A","",1948,"156.20","ILLKIRCH-GRAFFENSTADEN"
10970087,2021-02-16,0,"N","Commerce",1940,"0.00","SAINTE-FOY-LA-GRANDE"
10970091,2021-03-01,0,"N","",1990,"0.00","DIJON"
10970095,2021-03-02,0,"N","Bureau, Administration, Enseignement",1947,"3308.80","SAINT-CLAUDE"
10970142,2021-02-26,1474.4,"N","bureaux",2005,"\N","INGRANDES LE FRESNE"
10970144,2021-02-11,231.09,"D","Habitation (Parties privatives d'immeuble col",2006,"0.00","HAUTELUCE"
10970171,2021-03-02,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"213.40","SAINT-JEAN-DE-MONTS"
10970182,2021-02-25,96.96,"B","",2000,"0.00","SAINT-MÉLOIR-DES-ONDES"
10970200,2021-02-01,346.74,"E","Commerce",1987,"0.00","CORNÉ"
10970217,2021-02-26,61.61,"B","bureaux",2005,"33.00","INGRANDES LE FRESNE"
10970284,2021-02-05,0,"N","Bureaux et entrepôts",2000,"78.76","CARPIQUET"
10970336,2021-02-25,0,"A","Établissement de soins",1974,"416.00","NOYELLES-GODAULT"
10970349,2021-02-25,262.73,"D","",1990,"0.00","SAINT-MALO"
10970359,2021-02-25,0,"N","Local commercial",1988,"\N","LEVALLOIS-PERRET"
10970384,2021-03-02,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"32.05","PARIS"
10970410,2021-03-02,74.59,"B","",2021,"\N","ENTZHEIM"
10970415,2021-03-02,248,"D","Autres (théâtres, salles de sport, restaurati",1,"364.10","BOURGOIN-JALLIEU"
10970419,2021-02-25,0,"N","Local",1988,"\N","LEVALLOIS-PERRET"
10970441,2021-03-02,360,"E","Autres (théâtres, salles de sport, restaurati",1,"55.28","PONT ST ESPRIT"
10970442,2021-02-26,1997,"G","Autres (théâtres, salles de sport, restaurati",1947,"142.56","CAEN"
10970481,2021-03-02,543.41,"G","\N",1947,"91.30","BLOIS"
10970524,2021-03-02,0,"N","Autres (théâtres, salles de sport, restaurati",1,"45.49","Lyon"
10970562,2021-02-01,0,"N","Autres",1987,"0.00","CORNÉ"
10970589,2021-02-26,0,"A","Magasin de vente",1974,"338.00","WALLERS"
10970591,2021-03-02,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"165.00","QUIEVY"
10970615,2021-02-26,248.89,"D","Autres",1991,"0.00","LONGVIC"
10970645,2021-02-24,161.3,"D","",1997,"43.77","MARTIGUES"
10970646,2021-03-02,0,"N","",1940,"0.00","BURES-SUR-YVETTE"
10970652,2021-03-02,1215,"G","Autres (théâtres, salles de sport, restaurati",1947,"100.10","CHAMPAGNE MOUTON"
10970672,2021-02-01,0,"N","Commerce",1987,"0.00","CORNÉ"
10970775,2021-02-01,0,"N","Commerce",1987,"0.00","CORNÉ"
10970780,2021-03-02,0,"N","Autres (théâtres, salles de sport, restaurati",1,"88.00","LA ROCHE DE GLUN"
10970848,2021-03-01,349.44,"E","",2004,"0.00","MURET"
10970886,2021-03-02,860.89,"G","\N",2005,"324.50","NIEUL-SUR-MER"
10970911,2021-03-02,0,"N","Commerce",1900,"0.00","AUTUN"
10970931,2021-02-19,176.6,"C","",2009,"898.70","METZ"
10970966,2021-03-01,158.61,"C","\N",1969,"96.00","FIRMINY"
10970969,2021-03-02,84.33,"B","bureaux",2021,"\N","BOURNEZEAU"
10970988,2021-03-01,0,"A","Établissement de soins",1974,"180.00","ESCAUTPONT"
10970998,2021-03-02,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"160.75","MONTFAUCON D'ARGONNE"
10971009,2021-03-01,372.95,"E","",1947,"0.00","ARGENTON-SUR-CREUSE"
10971079,2021-02-19,328,"D","Bureau, Administration, Enseignement",1,"71.50","CHARNY OREE DE PUISAYE"
10971101,2021-03-02,0,"A","",1948,"880.00","RIORGES"
10971114,2021-03-02,0,"N","Habitation (Parties privatives d'immeuble col",1970,"0.00","GOLFE-JUAN"
10971119,2021-03-02,0,"N","Bureau, Administration, Enseignement",1,"141.04","VERSAILLES"
10971122,2021-03-02,128.71,"C","",2010,"0.00","DIJON"
10971148,2021-03-01,30.7,"A","",2004,"0.00","MURET"
10971149,2021-03-02,334,"E","Autres (théâtres, salles de sport, restaurati",1947,"233.38","HOUDEMONT"
