"id","date_etablissement_dpe","consommation_energie","classe_consommation_energie","secteur_activite","annee_construction","surface_habitable","commune"
11567310,2021-06-02,318.46,"D","bureaux",2000,"\N","LILLE"
11567336,2021-06-18,43.29,"B","",1990,"0.00","GRACAY"
11567347,2021-06-18,0,"N","Commerce",1947,"0.00","BULLY LES MINES"
11567353,2021-06-16,371,"E","Autres (théâtres, salles de sport, restaurati",1947,"125.40","TOUROUVRE AU PERCHE"
11567365,2021-06-17,0,"N","",1980,"0.00","TOULON"
11567392,2021-06-18,141.28,"B","\N",2005,"734.80","SENS"
11567427,2021-06-18,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"51.70","LEMPDES"
11567434,2021-06-18,0,"N","Autres (théâtres, salles de sport, restaurati",1,"258.94","BERLAIMONT"
11567455,2021-06-18,92,"B","Bureau, Administration, Enseignement",1947,"201.23","PARIS"
11567467,2021-06-18,398,"E","Bureau, Administration, Enseignement",1,"426.80","LEVALLOIS-PERRET"
11567480,2021-06-17,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"44.24","TOULOUSE"
11567507,2021-06-18,363.94,"E","\N",1974,"63.80","BREST"
11567508,2021-06-18,0,"N","\N",2017,"169.95","ROQUEFORT"
11567511,2021-06-18,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"352.00","ORCIVAL"
11567513,2021-06-18,0,"N","Autres (théâtres, salles de sport, restaurati",1,"258.94","BERLAIMONT"
11567515,2021-06-07,477,"F","Autres (théâtres, salles de sport, restaurati",1947,"41.80","TOURNOUS-DEVANT"
11567531,2021-05-07,69,"B","Autres (théâtres, salles de sport, restaurati",1947,"86.90","MACHECOUL ST MEME"
11567563,2021-06-18,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"22.40","AUXERRE"
11567624,2021-06-18,287,"E","Autres (théâtres, salles de sport, restaurati",1,"53.90","NOIRMOUTIER EN L ILE"
11567708,2021-04-27,583.12,"G","Commerce",1947,"0.00","LIMOGES"
11567723,2021-05-10,164.08,"C","Commerce",1950,"0.00","SAINT-LÉONARD-DE-NOBLAT"
11567728,2021-06-18,0,"N","Commerce",1947,"0.00","ARRAS"
11567812,2021-06-18,0,"N","Bureaux",1974,"0.00","CAEN"
11567834,2021-06-18,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"47.41","NICE"
11567846,2021-06-18,159,"C","Autres (théâtres, salles de sport, restaurati",1,"244.19","Lyon"
11567896,2021-06-18,0,"N","\N",1974,"1320.00","BRESSOLS"
11567932,2021-06-17,545.4,"F","Pharmacie",2006,"163.90","DUNKERQUE"
11567935,2021-06-18,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"73.10","FONTAINE"
11568020,2021-06-17,0,"N","Commerce",1900,"0.00","EUGÉNIE-LES-BAINS"
11568082,2021-06-18,0,"N","Bureau, Administration, Enseignement",1,"85.80","LA ROCHE SUR YON"
11568092,2021-06-17,220.2,"D","Habitation (Parties privatives d'immeuble col",1900,"0.00","STRASBOURG"
11568109,2021-06-10,360.19,"E","bureaux",1974,"220.00","DEVILLE-LES-ROUEN"
11568171,2021-06-18,0,"N","\N",1948,"197.93","CHARTRES"
11568227,2021-06-18,208.72,"C","bureaux",1974,"220.00","DEVILLE-LES-ROUEN"
11568321,2021-06-18,0,"N","Autres (théâtres, salles de sport, restaurati",1,"907.50","BEAUCOUZE"
11568422,2021-06-18,126.82,"C","",2021,"\N","MIGENNES"
11568428,2021-03-10,0,"N","Commerce",1947,"0.00","NÉRAC"
11568431,2021-06-18,459,"F","Autres (théâtres, salles de sport, restaurati",1,"473.00","MULHOUSE"
11568465,2021-06-18,0,"N","Bureau, Administration, Enseignement",1,"168.30","SURESNES"
11568539,2021-06-18,0,"N","\N",2005,"214.50","CARBONNE"
11568548,2021-06-18,0,"N","\N",2000,"830.50","MERY SUR OISE"
11568555,2021-06-18,323,"D","\N",1974,"0.00","BOURGUEIL"
11568563,2021-06-18,0,"N","Bureau, Administration, Enseignement",1947,"1848.00","NOISY LE SEC"
11568584,2021-06-16,0,"N","Bureau, Administration, Enseignement",1,"18.71","CLICHY"
11568603,2021-06-18,338,"C","Occupation continue (hôpitaux, hôtels, intern",1947,"45.10","Ribeauvillé"
11568641,2021-06-18,338,"C","Occupation continue (hôpitaux, hôtels, intern",1947,"45.10","Ribeauvillé"
11568756,2021-06-18,298,"D","\N",1974,"0.00","BOURGUEIL"
11568819,2021-06-18,0,"N","Commerce",2019,"0.00","BÈGLES"
11568821,2021-06-03,114.63,"C","",1970,"52.00","ORLÉANS"
11568862,2021-06-18,0,"N","\N",1947,"131.63","PARIS"
11568933,2021-06-18,548.33,"G","",1990,"0.00","GEVREY-CHAMBERTIN"
11568937,2021-06-18,284.73,"E","",1947,"0.00","AVRANCHES"
11569036,2021-06-18,0,"N","Commerce",1977,"65.42","FALAISE"
11569091,2021-05-10,203.01,"C","",1995,"0.00","ARTIGUES-PRÈS-BORDEAUX"
11569105,2021-06-18,416.46,"F","\N",2003,"1153.90","SAINT-CALAIS"
11569122,2021-06-18,0,"N","\N",1974,"449.69","LE HAVRE"
11569128,2021-06-17,640.45,"G","",2006,"4037.00","THOUARCE"
11569135,2021-06-18,0,"N","Bureau, Administration, Enseignement",1947,"220.00","CHOLET"
11569142,2021-05-10,203.01,"C","Enseignement Supérieur / Recherche",1995,"0.00","ARTIGUES-PRÈS-BORDEAUX"
11569144,2021-06-18,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"220.00","BELLERIVE-SUR-ALLIER"
11569153,2021-06-18,0,"N","Habitation (Parties privatives d'immeuble col",1900,"0.00","SEDAN"
11569172,2021-06-17,0,"N","Bureaux",1800,"0.00","VALBONNE"
11569246,2021-05-24,0,"N","Autres",1953,"0.00","LE RAINCY"
11569278,2021-06-18,0,"N","Bureau, Administration, Enseignement",1947,"53.24","VILLEFRANCHE-DE-ROUERGUE"
11569337,2021-06-18,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"121.00","PARIS"
11569346,2021-06-16,0,"N","Bureau, Administration, Enseignement",1947,"82.71","MONTPELLIER"
11569427,2021-06-18,19,"A","Autres (théâtres, salles de sport, restaurati",1947,"56.53","AIX EN PROVENCE"
11569431,2021-06-18,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"88.73","LYON"
11569444,2021-06-18,493,"F","Autres (théâtres, salles de sport, restaurati",1947,"115.50","SOUSTONS"
11569445,2021-06-18,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"35.67","COUSSAC BONNEVAL"
11569451,2021-06-18,1091,"G","Autres (théâtres, salles de sport, restaurati",1947,"83.41","METZ"
11569462,2021-06-16,309.23,"E","Restaurant",1948,"180.00","STRASBOURG"
11569466,2021-06-18,247.13,"D","",1991,"0.00","LILLE"
11569487,2021-06-18,0,"N","Commerce",2003,"0.00","BÈGLES"
11569502,2021-06-18,26.65,"N"," Autre type de bâtiment",1950,"2381.50","COIGNIERES"
11569517,2021-06-17,162,"C","Autres (théâtres, salles de sport, restaurati",1947,"41.81","Paris"
11569551,2021-06-18,0,"N","Autres (théâtres, salles de sport, restaurati",1,"188.01","VIC LE COMTE"
11569572,2021-06-18,0,"N","\N",2011,"22.58","FRONSAC"
11569593,2021-06-17,576.64,"G","Artisanat",1997,"0.00","CHAMPAGNÉ"
11569597,2021-05-06,0,"N","Habitation (Parties privatives d'immeuble col",1949,"0.00","SAINT-GERVAIS-LES-BAINS"
11569615,2021-06-18,0,"N","Centres Commerciaux",1947,"105.60","GERARDMER"
11569656,2021-06-18,0,"N","\N",2011,"22.57","FRONSAC"
11569665,2021-06-14,0,"N","Commerce",2003,"0.00","BÈGLES"
11569679,2021-06-16,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"106.61","ST HIPPOLYTE DU FORT"
11569689,2021-04-13,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"113.31","PARIS - 12EME"
11569712,2021-06-18,136,"C","Autres (théâtres, salles de sport, restaurati",1,"57.31","MONT ST AIGNAN"
11569729,2021-06-16,143,"C","Bureau, Administration, Enseignement",1940,"194.70","BREST"
11569742,2021-06-18,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"255.20","CHAMPS SUR YONNE"
11569758,2021-06-16,118.9,"B","",2006,"1513.60","SAVENAY"
11569789,2021-06-18,317.36,"E","\N",1974,"49.50","BÉDÉE"
11569821,2021-06-18,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"153.95","VILLENEUVE-LÈS-AVIGNON"
11569828,2021-06-18,0,"N","Bureaux",1900,"0.00","LES AVENIÈRES"
11569844,2021-06-18,919.77,"G","Autres",1992,"0.00","LOCOAL-MENDON"
11569855,2021-06-18,794,"G","Autres (théâtres, salles de sport, restaurati",1947,"30.67","VEYNES"
11569859,2021-05-27,181.29,"D","Commerce",1960,"0.00","MONT-DE-MARSAN"
11569861,2021-06-17,157.31,"C","",1900,"0.00","GEVREY-CHAMBERTIN"
11569868,2021-06-18,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"44.00","PARIS"
11569891,2021-06-18,191,"D","Autres (théâtres, salles de sport, restaurati",1,"341.00","MANOSQUE"
11569911,2021-06-18,400,"E","Bureau, Administration, Enseignement",1947,"212.08","PARIS"
11569968,2021-06-18,47.75,"A","\N",2006,"155.10","METZ"
11570081,2021-06-17,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"352.00","AUREILHAN"
11570136,2021-06-18,0,"N","Commerce",1974,"0.00","PERROS GUIREC"
11570137,2021-06-17,0,"N","Bureau, Administration, Enseignement",1,"61.60","ABBARETZ"
11570156,2021-06-18,0,"N","\N",1947,"103.88","MOIRANS"
11570224,2021-06-17,0,"N","Autres",1900,"0.00","SAINT-PORQUIER"
11570235,2021-06-18,0,"N","Autres (théâtres, salles de sport, restaurati",1,"281.60","ST SAUVEUR"
11570247,2021-06-18,0,"N","\N",1974,"73.48","AUXERRE"
11570260,2021-06-18,0,"A","\N",1974,"34.29","IVRY SUR SEINE"
11570271,2021-06-18,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"104.53","ROUEN"
11570273,2021-06-15,0,"N","Autres (théâtres, salles de sport, restaurati",1,"456.02","CABRIÈS"
11570293,2021-06-16,0,"N","\N",1969,"200.00","DAMAZAN"
11570296,2021-06-16,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"115.50","Rouen"
11570339,2021-06-16,384,"F","Autres (théâtres, salles de sport, restaurati",1947,"327.15","LAGORCE"
11570349,2021-06-18,0,"N","Habitation (Parties privatives d'immeuble col",1800,"0.00","MONTLUCON"
11570392,2021-06-16,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"115.50","Rouen"
11570468,2021-06-18,110.78,"C","Commerce",1948,"330.00","CHATELLERAULT"
11570529,2021-06-17,0,"N","\N",1948,"109.00","LYON 02"
11570534,2021-06-18,0,"N","Habitation (Parties communes)",1876,"0.00","NEVERS"
11570538,2021-06-18,0,"N","",1960,"0.00","SAINT-DIE-DES-VOSGES"
11570548,2021-06-18,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"77.00","DOUAI"
11570550,2021-06-16,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"115.50","Rouen"
11570574,2021-06-15,361.78,"E","bureaux",2006,"10839.40","NANCY"
11570578,2021-06-18,0,"N","Occupation continue (hôpitaux, hôtels, intern",1,"495.00","DAMMARTIN EN GOELE"
11570599,2021-06-18,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"203.79","Le Châtelet-en-Brie"
11570621,2021-06-18,261.57,"D","",2002,"0.00","PARIS - 13EME"
11570639,2021-06-18,405.25,"F","salles de sport",1974,"1595.00","PARIS"
11570641,2021-06-18,0,"A","\N",1974,"552.70","CAHUZAC"
11570662,2021-06-18,0,"N","Bureau, Administration, Enseignement",1947,"67.91","LIMOGES"
11570672,2021-06-18,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"36.58","PERPIGNAN"
11570719,2021-06-18,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"269.50","ST ETIENNE"
11570723,2021-06-18,0,"N","\N",1947,"387.20","PARIS"
11570727,2021-06-18,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"36.58","PERPIGNAN"
11570776,2021-06-18,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"36.58","PERPIGNAN"
11570780,2021-06-18,0,"N","Commerce",1945,"0.00","LAGUIOLE"
11570839,2021-06-18,0,"N","Commerce",1947,"0.00","PARIS - 20EME"
11570904,2021-06-18,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"151.98","VENDOME"
11570911,2021-06-18,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"37.88","PARIS"
11570935,2021-06-17,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"148.50","ST TROPEZ"
11570937,2021-06-18,0,"N","Bureau, Administration, Enseignement",1,"43.67","PARIS 05"
11570939,2021-06-17,0,"N","",1990,"0.00","MÉDIS"
11570952,2021-06-18,0,"N","bureaux",1948,"79.93","SAINT-GEORGES-DE-RENEINS"
11570963,2021-06-18,0,"N","Musee",2000,"218.63","CAMEMBERT"
11570965,2021-06-18,0,"N","",1970,"0.00","FOUGERES"
11571002,2021-06-18,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"4288.79","SOORTS HOSSEGOR"
11571062,2021-06-18,0,"N","Autres (théâtres, salles de sport, restaurati",1,"39.12","PORT-GRIMAUD"
11571081,2021-06-18,0,"N","Bureau, Administration, Enseignement",1947,"64.13","SAINT-NAZAIRE"
11571083,2021-06-18,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"47.74","VAIRES SUR MARNE"
11571104,2021-06-18,0,"N","Bureau, Administration, Enseignement",1,"907.50","Gap"
11571123,2021-06-16,0,"N","Habitation (Parties privatives d'immeuble col",1962,"0.00","CHÂTENOIS-LES-FORGES"
11571152,2021-06-18,126,"C","Autres (théâtres, salles de sport, restaurati",1,"2979.80","IVRY SUR SEINE"
11571168,2021-06-18,101.05,"C","Habitation (Parties privatives d'immeuble col",2005,"0.00","STAINS"
11571198,2021-06-18,0,"N","Autres (théâtres, salles de sport, restaurati",1,"368.50","MONISTROL SUR LOIRE"
11571224,2021-06-18,0,"N","bureaux",1948,"135.20","SAINT-GEORGES-DE-RENEINS"
11571233,2021-06-18,0,"N","\N",1947,"61.60","PARIS"
11571249,2021-06-18,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"14.37","LILLE"
11571265,2021-06-18,110.34,"C","",2021,"\N","POLIGNY"
11571268,2021-06-18,68,"B","Bureau, Administration, Enseignement",1,"7632.40","IVRY SUR SEINE"
11571271,2021-06-18,176.72,"D","",2021,"\N","POLIGNY"
11571275,2021-06-01,411.09,"F","Commerce",1950,"0.00","LE HAVRE"
11571287,2021-06-18,0,"N","bureaux",1948,"196.81","SAINT-GEORGES-DE-RENEINS"
11571288,2021-06-18,0,"N","\N",1947,"61.60","PARIS"
11571292,2021-06-18,0,"N","\N",1947,"61.60","PARIS"
11571322,2021-06-18,0,"N","Occupation continue (hôpitaux, hôtels, intern",1,"18.70","MORIGNY CHAMPIGNY"
11571325,2021-06-16,573,"G","Centres Commerciaux",1947,"94.55","LA SALLE LES ALPES"
11571336,2021-06-18,199,"D","Autres (théâtres, salles de sport, restaurati",1,"83.79","ANGOULEME"
11571344,2021-06-18,0,"N","Bureau, Administration, Enseignement",1947,"150.03","LILLE"
11571378,2021-06-18,581.49,"G","\N",1988,"39.60","Aix-les-Bains"
11571418,2021-06-18,0,"N","Commerce",1947,"0.00","NIORT"
11571446,2021-06-18,0,"N","Bureau, Administration, Enseignement",1947,"150.03","LILLE"
11571455,2021-06-18,336,"D","Bureau, Administration, Enseignement",1,"199.97","LA ROCHELLE"
11571457,2021-06-18,0,"N","Autres (théâtres, salles de sport, restaurati",1,"838.75","BOUXIERES AUX DAMES"
11571479,2021-06-18,0,"N","",2005,"90.80","ALES"
11571506,2021-06-11,400,"D","Occupation continue (hôpitaux, hôtels, intern",1947,"1067.00","PIERREFITTE NESTALAS"
11571584,2021-06-18,182,"D","Autres (théâtres, salles de sport, restaurati",1,"225.50","ANGOULEME"
11571594,2021-06-18,0,"A","Bureaux",2013,"4648.00","STRASBOURG"
11571599,2021-06-18,0,"N","Local N  1C",1974,"0.00","ST DIZIER"
11571601,2021-06-18,92.29,"C","Habitation (Parties privatives d'immeuble col",2005,"0.00","STAINS"
11571605,2021-06-18,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"102.17","NÎMES"
11571608,2021-06-16,236.03,"C","Etablissements sanitaires : Hôpitaux et clini",2000,"0.00","GIVRAND"
11571614,2021-06-18,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"49.26","Montignac"
11571648,2021-06-18,213,"D","Autres (théâtres, salles de sport, restaurati",1,"162.99","RIBEAUVILLÉ"
11571668,2021-06-01,411.09,"F","Autres",1950,"0.00","LE HAVRE"
11571766,2021-06-18,0,"N","Bureau, Administration, Enseignement",1947,"165.00","ANGOULEME"
11571794,2021-06-18,0,"N","Local",1948,"\N","PARIS"
11571795,2021-06-18,0,"N","\N",1947,"4402.20","PARIS"
11571805,2021-06-17,113,"C","Bureau, Administration, Enseignement",1,"1723.81","AUBAGNE"
11571816,2021-06-10,247.33,"D","Bureaux",2006,"0.00","BÈGLES"
11571870,2021-06-08,0,"A","Bureaux",2013,"303.00","STRASBOURG"
11571937,2021-06-18,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"102.30","DRAGUIGNAN"
11571953,2021-06-18,0,"N","Autres",1900,"0.00","LES PREMIERS SAPINS"
11571966,2021-06-18,0,"N","Autres (théâtres, salles de sport, restaurati",1,"253.00","GETIGNE"
11571991,2021-06-18,340.7,"E","",1930,"0.00","CANNES"
11572060,2021-06-08,0,"A","",2013,"303.00","STRASBOURG"
11572103,2021-06-08,0,"A","Bureaux",2013,"303.00","STRASBOURG"
11572116,2021-06-18,373.69,"E","\N",1988,"2695.00","AULNAY SOUS BOIS"
11572155,2021-06-18,0,"N","",1930,"0.00","SAINT-QUENTIN"
11572225,2021-06-16,186.13,"D","commerce de détail",1974,"\N","CHAMBRAY LES TOURS"
11572233,2021-06-18,158,"C","Autres (théâtres, salles de sport, restaurati",1947,"126.50","SAINTES"
11572259,2021-06-18,495.85,"F","Commerce",2002,"0.00","MONT-DE-MARSAN"
11572265,2021-06-18,0,"N","Bureau, Administration, Enseignement",1,"72.38","HAZEBROUCK"
11572285,2021-06-18,0,"N","\N",1969,"18.00","MARSEILLE"
11572301,2021-06-08,0,"A","Bureaux",2013,"303.00","STRASBOURG"
11572321,2021-06-18,64.04,"B","",1970,"0.00","METZ"
11572329,2021-06-18,124,"C","Autres (théâtres, salles de sport, restaurati",1,"770.00","Saint-Gilles-Croix-de-Vie"
11572349,2021-06-18,331.31,"E","",1980,"0.00","CANNES-LA-BOCCA"
11572362,2021-06-18,178.73,"C","",1995,"0.00","PORTES-LÈS-VALENCE"
11572401,2021-06-18,12,"A","Autres (théâtres, salles de sport, restaurati",1947,"56.62","COMPIEGNE"
11572417,2021-06-18,360.53,"E","\N",1947,"90.86","BOURGOIN JALLIEU"
11572422,2021-06-18,147,"C","Bureau, Administration, Enseignement",1947,"242.00","Génissac"
11572428,2021-06-18,0,"N","Autres (théâtres, salles de sport, restaurati",1,"390.50","JACOU"
11572507,2021-06-18,0,"N","Bureau, Administration, Enseignement",1947,"154.44","HAZEBROUCK"
11572508,2021-06-18,0,"N","Bureau, Administration, Enseignement",1,"272.58","NANTES"
11572513,2021-06-18,0,"N","Ancien commerce",1948,"266.20","Rostrenen"
11572537,2021-06-18,212.51,"D","",1998,"0.00","PORTES-LÈS-VALENCE"
11572570,2021-06-18,0,"N","Autres (théâtres, salles de sport, restaurati",1,"142.90","BONDY"
11572573,2021-05-18,559,"G","Autres (théâtres, salles de sport, restaurati",1947,"440.00","FONTENAY-AUX-ROSES"
11572643,2021-06-08,0,"A","Bureaux",2013,"927.00","STRASBOURG"
11572673,2021-06-18,0,"N","Bureau, Administration, Enseignement",1,"764.50","BOULOGNE BILLANCOURT"
11572696,2021-06-18,0,"N","Autres",1950,"0.00","AMIENS"
11572785,2021-06-18,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"231.00","PARIS"
11572798,2021-06-18,0,"N","Bureau, Administration, Enseignement",1947,"44.57","ST CLEMENT DE LA PLACE"
11572846,2021-06-18,0,"N","Autre",1970,"0.00","LA GRANDE MOTTE"
11572871,2021-06-18,0,"N","\N",1947,"221.40","BOULOGNE-BILLANCOURT"
11572959,2021-06-18,0,"N","Autres (théâtres, salles de sport, restaurati",1,"45.88","LE DEVOLUY"
11572961,2021-06-08,285.26,"D","Bureaux",2013,"927.00","STRASBOURG"
11573045,2021-06-18,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"23.01","Saintes maries de la mer"
11573060,2021-06-18,266,"D","Autres (théâtres, salles de sport, restaurati",1,"1760.00","ESTANCARBON"
11573104,2021-06-16,461.26,"N"," Autre type de bâtiment",1960,"326.70","PARIS"
11573111,2021-06-17,257,"D","Bureau, Administration, Enseignement",1900,"361.90","Paris"
11573114,2021-06-18,0,"N","Autres (théâtres, salles de sport, restaurati",1,"537.90","SERNHAC"
11573129,2021-06-19,0,"N","Autres (théâtres, salles de sport, restaurati",1,"156.20","FREYMING MERLEBACH"
11573152,2021-06-19,0,"N","Autres (théâtres, salles de sport, restaurati",1,"509.30","FREYMING MERLEBACH"
11573159,2021-06-19,342.65,"E","\N",1947,"144.44","ARNOUVILLE-LÈS-GONESSE"
11573174,2021-06-19,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"67.61","MALAKOFF"
11573212,2021-06-19,292,"E","Autres (théâtres, salles de sport, restaurati",1947,"77.00","GRENOBLE"
11573217,2021-06-19,0,"N","Bureau, Administration, Enseignement",1,"81.40","POITIERS"
11573235,2021-06-19,0,"N","",1991,"0.00","BRIOUDE"
11573301,2021-06-19,189,"D","Autres (théâtres, salles de sport, restaurati",1947,"296.32","CASTRES"
11573303,2021-06-02,291,"E","Autres (théâtres, salles de sport, restaurati",1,"82.08","LA COUARDE SUR MER"
11573323,2021-06-19,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"330.00","CIVRAY"
11573344,2021-06-19,133,"C","Autres (théâtres, salles de sport, restaurati",1947,"89.75","LIVRY GARGAN"
11573356,2021-06-19,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"33.88","SAINT-RAPHAËL"
11573374,2021-06-09,113.66,"C","\N",1969,"235.00","LA CHAISE DIEU"
11573383,2021-06-19,211.81,"D","bureaux",2000,"71.50","LOMME"
11573414,2021-06-19,65,"B","Autres (théâtres, salles de sport, restaurati",1,"483.23","AYTRE"
11573450,2021-06-19,0,"N","\N",1974,"63.80","BLOIS"
11573502,2021-06-19,0,"N","",1947,"0.00","MONTCUQ"
11573530,2021-06-19,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"91.27","PRIVAS"
11573534,2021-06-19,0,"N","\N",1974,"0.00","AVIGNON"
11573560,2021-06-19,157,"C","Autres (théâtres, salles de sport, restaurati",1947,"61.20","CHATEAUBRIANT"
11573605,2021-06-19,0,"N","Artisanat",1974,"0.00","BUCHERES"
11573673,2021-06-19,441,"F","Autres (théâtres, salles de sport, restaurati",1,"132.00","LES CHÈRES"
11573727,2021-06-19,1201,"G","Centres Commerciaux",1,"1925.00","COMBRONDE"
11573735,2021-06-19,0,"N","\N",2005,"110.00","NORROY-LE-VENEUR"
11573741,2021-06-17,0,"A","\N",1974,"93.70","JOIGNY"
11573777,2021-06-19,796,"G","Autres (théâtres, salles de sport, restaurati",1947,"261.80","VIARMES"
11573826,2021-06-19,265,"D","Bureau, Administration, Enseignement",1947,"550.00","SAUSSAY"
11573830,2021-06-19,0,"N","Commerce",1947,"0.00","CASTELLANE"
11573831,2021-06-18,19,"A","Autres (théâtres, salles de sport, restaurati",1947,"56.53","AIX EN PROVENCE"
11573974,2021-06-18,67.32,"N"," Bureaux, administration, enseignement",1988,"2238.50","NOISY LE GRAND"
11573976,2021-06-19,458,"F","Commerce",1974,"0.00","CANY BARVILLE"
11573980,2021-06-17,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"54.12","VILLEFRANCHE DU PERIGORD"
11573990,2021-06-17,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"54.12","VILLEFRANCHE DU PERIGORD"
11573991,2021-06-19,0,"N","Bureau, Administration, Enseignement",1947,"64.45","SAINT-GERMAIN-EN-LAYE"
11573992,2021-06-19,2.18,"A","Commerce",1976,"0.00","ALÈS"
11574019,2021-06-19,183,"C","Bureau, Administration, Enseignement",1,"69.30","LIMOGES"
11574139,2021-06-19,243,"D","Autres (théâtres, salles de sport, restaurati",1947,"104.50","AGEN"
11574144,2021-06-19,0,"N","Bureau, Administration, Enseignement",1,"190.91","TOULOUSE"
11574279,2021-06-19,1083,"G","Autres (théâtres, salles de sport, restaurati",1947,"81.36","CARCASSONNE"
11574286,2021-06-18,0,"N","Bureau, Administration, Enseignement",1947,"36.30","MAUGES SUR LOIRE"
11574289,2021-06-19,229,"D","Autres (théâtres, salles de sport, restaurati",1947,"75.80","PARIS 10"
11574352,2021-06-19,163,"C","Autres (théâtres, salles de sport, restaurati",1,"3300.00","AMBERIEU EN BUGEY"
11574366,2021-06-19,125,"C","Autres (théâtres, salles de sport, restaurati",1947,"161.71","BERCK"
11574396,2021-06-20,149,"C","Autres (théâtres, salles de sport, restaurati",1947,"243.10","HEMING"
11574418,2021-06-20,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"370.62","ABBEVILLE"
11574419,2021-06-20,632,"G","Commerce",1974,"0.00","LA BASSEE"
11574422,2021-06-20,149.62,"C","",2010,"0.00","FORBACH"
11574429,2021-06-20,55.36,"B","Habitation (Parties privatives d'immeuble col",1970,"0.00","METZ"
11574435,2021-06-20,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"101.20","CAYLUS"
11574444,2021-06-18,65.5,"B","Bureaux",1970,"0.00","METZ"
11574454,2021-06-20,55.36,"B","Habitation (Parties privatives d'immeuble col",1970,"0.00","METZ"
11574458,2021-06-20,0,"N","Bureau, Administration, Enseignement",1,"587.04","POITIERS"
11574493,2021-06-20,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"44.58","AUDINCOURT"
11574504,2021-06-19,93,"C","Autres (théâtres, salles de sport, restaurati",1947,"63.80","AGEN"
11574515,2021-06-20,65.73,"B","Habitation (Parties privatives d'immeuble col",1970,"0.00","METZ"
11574574,2021-06-20,594,"G","Autres (théâtres, salles de sport, restaurati",1947,"55.00","SAINT-GENIS-LAVAL"
11574586,2021-06-20,0,"N","Bureau, Administration, Enseignement",1947,"23.10","ARREAU"
11574604,2021-06-20,299,"E","Autres (théâtres, salles de sport, restaurati",1947,"121.00","ARLES"
11574610,2021-03-09,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"237.60","MIREBEAU"
11574617,2021-02-25,265.53,"D","\N",1985,"100.00","MODANE-VALFREJUS"
11574627,2021-06-20,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"44.66","ST ETIENNE"
11574667,2021-06-20,186,"C","Bureau, Administration, Enseignement",1,"52.80","PLÉNEUF-VAL-ANDRÉ"
11574746,2021-06-20,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"377.30","COURTACON"
11574867,2021-06-20,209,"C","Bureau, Administration, Enseignement",1,"133.78","NÎMES"
11574982,2021-06-20,0,"N","Cabinet de Radiologie",2001,"230.83","DEAUVILLE"
11575016,2021-02-25,366.94,"E","\N",1969,"147.00","MODANE-VALFREJUS"
11575020,2021-04-29,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"88.88","JOUQUES"
11575065,2021-06-20,360,"E","Bureau, Administration, Enseignement",1947,"506.00","LA GARENNE COLOMBES"
