"X";"COUNT";"MATH";"READ";"SCIE";"GLCM";"RCLI";"RCUN";"RCER";"RTSN";"RTML"
"183878";183878;"FRA";532,8324;435,8638;446,8801; ;439,7024;433,0175;441,8824;411,2079;424,7421
"183879";183879;"FRA";420,5049;384,4694;415,5368; ;401,4263;373,0379;391,2703;341,054;408,6971
"183880";183880;"FRA";445,3318;386,7884;454,0655; ;429,0367;382,0263;403,6536;374,7948;401,9922
"183881";183881;"FRA";454,9421;387,655;400,957; ;371,4176;359,8884;385,6683;371,5585;370,786
"183882";183882;"FRA";432,4046;448,6246;411,4051; ;431,6202;444,2258;438,1515;446,4462;467,798
"183883";183883;"FRA";274,3879;222,296;308,9602; ;239,7653;190,5436;202,0066;232,5601;203,7809
"183884";183884;"FRA";542,2565;521,6151;557,7753; ;496,8084;505,0133;549,5016;516,7713;519,0358
"183885";183885;"FRA";589,4064;626,0825;625,9957; ;581,9126;605,9129;611,2204;608,8781;615,7152
"183886";183886;"FRA";549,6005;392,7181;496,2561; ;385,8637;386,2814;406,7076;405,809;388,4897
"183887";183887;"FRA";362,0371;425,2816;447,277; ;434,0957;394,6459;401,9266;401,4911;412,1748
"183888";183888;"FRA";595,9498;621,4733;633,8853; ;575,1431;583,6154;611,6042;612,7372;616,9081
"183889";183889;"FRA";467,6006;490,3778;463,7885; ;504,4112;464,4028;447,6075;458,5672;459,4125
"183890";183890;"FRA";618,0614;642,2049;645,6116; ;662,8376;654,053;629,3415;645,6817;650,7471
"183891";183891;"FRA";574,6392;547,9186;540,4038; ;532,1915;543,1047;556,6572;546,1309;581,5475
"183892";183892;"FRA";474,6013;443,943;462,5283; ;487,1922;456,1836;453,9746;464,1508;455,5605
"183893";183893;"FRA";560,8239;586,9986;555,6713; ;607,3178;598,0685;569,8518;577,8298;601,4376
"183894";183894;"FRA";484,0408;519,498;537,56; ;524,062;529,4602;543,8865;543,6654;547,3693
"183895";183895;"FRA";454,001;454,8423;482,6323; ;461,5341;466,3507;468,7884;465,1664;482,4552
"183896";183896;"FRA";429,8343;469,0948;424,5067; ;484,3317;448,2219;437,2898;474,0409;452,8893
"183897";183897;"FRA";447,191;404,2391;419,8237; ;414,8438;407,2584;406,0568;423,6286;397,0487
"183898";183898;"FRA";433,2749;266,4968;377,2787; ;274,4427;254,6292;270,2209;259,46;289,7258
"183899";183899;"FRA";381,3261;306,4346;359,0249; ;316,17;332,376;272,8215;291,3952;292,3136
"183900";183900;"FRA";396,8804;431,3049;396,665; ;416,7511;428,0289;408,4943;448,791;418,0539
"183901";183901;"FRA";459,0474;473,8873;453,6257; ;423,053;465,0916;455,1396;444,9581;487,6084
"183902";183902;"FRA";634,9251;695,046;666,7391; ;686,1072;704,4637;699,0739;697,9238;704,7583
"183903";183903;"FRA";282,7795;284,2155;277,6474; ;285,9778;261,4189;240,9532;247,0509;262,3988
"183904";183904;"FRA";331,583;286,2922;319,767; ;206,5111;218,2001;228,1069;213,248;242,1513
"183905";183905;"FRA";520,5872;546,823;543,3339; ;522,4374;533,2301;526,977;523,044;540,3635
"183906";183906;"FRA";488,7635;595,6215;575,2311; ;599,1539;604,2096;617,6882;580,9241;607,1747
"183907";183907;"FRA";539,0723;600,8475;548,5036; ;603,2802;605,932;598,4801;565,1345;616,1918
"183908";183908;"FRA";504,5846;488,7105;530,477; ;477,4232;498,7792;486,0574;462,4852;475,3705
"183909";183909;"FRA";501,513;513,0154;522,7569; ;493,6077;501,2769;494,6457;460,8428;478,0281
"183910";183910;"FRA";520,9092;476,4861;554,1453; ;491,8172;463,8509;457,0099;476,8834;463,9708
"183911";183911;"FRA";350,3205;343,8557;325,9073; ;342,904;330,9895;356,0406;298,2456;350,454
"183912";183912;"FRA";373,739;327,9477;334,9528; ;256,6889;293,5561;327,5453;291,1023;303,9723
"183913";183913;"FRA";597,5565;634,8358;643,4275; ;636,7057;603,4189;642,765;586,8633;626,2901
"183914";183914;"FRA";510,7429;485,8459;512,5343; ;462,9846;478,789;477,3726;464,5733;478,6497
"183915";183915;"FRA";516,3231;536,2792;488,1198; ;523,0602;522,2997;512,7876;506,0334;540,3706
"183916";183916;"FRA";541,2682;635,1544;567,9111; ;590,2703;630,3079;608,7482;625,4477;614,8937
"183917";183917;"FRA";329,6796;360,6205;337,5282; ;353,1672;339,6128;358,0117;352,3398;367,3088
"183918";183918;"FRA";646,8713;657,0637;709,1931; ;688,9232;686,7886;697,1431;666,6932;651,5271
"183919";183919;"FRA";351,394;360,8251;371,2696; ;397,6234;376,6585;364,1616;358,456;380,4965
"183920";183920;"FRA";409,1389;435,6349;440,8224; ;418,7774;425,6663;442,3221;404,8368;442,0801
"183921";183921;"FRA";402,6114;382,6175;407,4767; ;389,1125;387,9935;360,1671;347,7666;369,8626
"183922";183922;"FRA";557,3519;562,0143;592,6862; ;603,1584;569,452;552,9886;563,5345;561,6295
"183923";183923;"FRA";465,0148;447,4614;437,2862; ;428,8372;417,2599;411,4909;369,5834;431,7363
"183924";183924;"FRA";460,1489;509,8695;463,8879; ;469,4982;495,9185;505,8871;506,4415;501,421
"183925";183925;"FRA";337,2158;250,0079;320,1139; ;256,4634;303,5342;307,3188;285,7224;287,7938
"183926";183926;"FRA";564,5009;538,6906;555,1019; ;565,7366;546,7875;518,044;530,5522;528,0459
"183927";183927;"FRA";552,7612;574,3564;575,255; ;525,0143;556,2339;571,8407;564,6005;568,4966
"183928";183928;"FRA";602,2536;592,2619;606,5605; ;587,8799;562,9757;568,38;592,2161;582,1083
"183929";183929;"FRA";523,4162;585,6657;546,7871; ;589,3015;589,2386;606,5527;603,0137;587,9746
"183930";183930;"FRA";613,2134;648,1831;638,506; ;605,611;652,3018;624,4152;592,4449;639,6505
"183931";183931;"FRA";376,6391;379,5332;388,7695; ;384,2;387,0557;375,2797;343,5863;378,2829
"183932";183932;"FRA";391,8035;375,4553;380,0771; ;377,6996;393,4731;400,165;394,3843;382,4875
"183933";183933;"FRA";254,5157;275,8856;327,6018; ;186,5896;229,396;245,1301;237,9155;228,8097
"183934";183934;"FRA";441,0451;435,4674;416,1441; ;419,3527;422,874;427,7754;427,5982;430,6105
"183935";183935;"FRA";573,6843;562,9305;596,8429; ;570,4085;560,1561;586,4329;569,1531;576,7642
"183936";183936;"FRA";516,7263;460,7827;470,5612; ;494,6493;456,2795;472,1168;441,9337;450,0067
"183937";183937;"FRA";550,9765;542,047;534,0507; ;545,2801;517,5651;541,0686;532,4366;543,4521
"183938";183938;"FRA";590,4022;567,8547;539,7053; ;578,4747;550,3822;535,0175;530,0873;560,2395
"183939";183939;"FRA";410,399;447,9405;388,0699; ;441,2962;458,3907;487,7388;473,4996;463,6956
"183940";183940;"FRA";281,8128;259,8943;320,4264; ;228,867;245,9526;224,9253;217,8667;275,948
"183941";183941;"FRA";476,9224;404,8431;456,2419; ;414,2353;411,1893;399,8159;390,0098;439,02
"183942";183942;"FRA";417,0915;355,9673;389,3272; ;346,4248;337,7325;334,7534;339,1358;343,4926
"183943";183943;"FRA";367,0616;393,9176;378,5435; ;434,2022;385,27;394,5082;397,142;381,7273
"183944";183944;"FRA";377,2885;346,3528;375,1049; ;329,9001;341,4611;314,8267;304,9516;343,1384
"183945";183945;"FRA";531,3995;533,6978;546,3146; ;530,3739;536,6564;555,1136;533,1978;559,3222
"183946";183946;"FRA";321,4376;307,7821;332,6767; ;226,7565;266,0132;321,4042;254,2992;299,9059
"183947";183947;"FRA";513,496;479,0072;501,0747; ;476,0377;448,0088;478,7539;484,4635;454,0151
"183948";183948;"FRA";529,9001;566,3938;542,3606; ;626,1631;598,5766;620,2689;606,1906;628,0307
"183949";183949;"FRA";564,4152;573,8044;508,5443; ;561,9343;586,15;588,5798;567,8367;566,593
"183950";183950;"FRA";395,977;425,1172;402,6033; ;431,8134;438,0014;426,0798;430,8647;436,5641
"183951";183951;"FRA";475,5731;439,5741;465,2922; ;491,8605;432,9161;414,6822;447,5325;431,1855
"183952";183952;"FRA";314,7404;324,994;383,6704; ;287,161;305,9279;312,1235;307,9361;276,5679
"183953";183953;"FRA";471,7919;412,1394;366,4749; ;436,4166;418,1781;406,3786;389,6571;382,9656
"183954";183954;"FRA";358,0321;317,4645;274,8416; ;316,4187;290,3146;332,8749;281,0858;337,4121
"183955";183955;"FRA";608,4726;606,2109;601,888; ;598,1781;568,5342;576,1236;582,7601;579,4183
"183956";183956;"FRA";476,9807;436,3095;418,976; ;406,5768;436,2071;459,9422;440,1524;446,4141
"183957";183957;"FRA";634,5001;560,4341;587,0862; ;593,8767;596,9315;570,3366;595,4713;564,8557
"183958";183958;"FRA";662,152;652,4617;607,5629; ;666,3587;663,3249;655,3358;672,0152;655,2301
"183959";183959;"FRA";482,0629;475,7579;520,072; ;510,1724;493,9673;500,7376;490,482;496,2329
"183960";183960;"FRA";664,9388;730,5048;694,1067; ;702,8608;726,307;724,7561;732,0209;773,0428
"183961";183961;"FRA";568,2511;589,4118;623,2802; ;607,3989;576,7806;568,1748;598,1978;576,7595
"183962";183962;"FRA";545,4796;606,1924;559,7196; ;621,5322;592,5086;599,7515;583,8544;595,7726
"183963";183963;"FRA";546,7294;533,9738;570,9895; ;575,0736;536,2977;544,1004;542,0462;552,202
"183964";183964;"FRA";551,2387;480,4;501,396; ;450,1775;474,6118;461,7229;439,6668;467,4343
"183965";183965;"FRA";416,7433;415,988;435,5728; ;422,9293;391,1451;406,6385;374,9952;386,4327
"183966";183966;"FRA";347,7954;348,2871;331,5576; ;395,4212;395,7949;394,3431;377,0513;401,7477
"183967";183967;"FRA";548,2666;563,177;526,9758; ;557,1619;557,1933;557,149;557,6027;558,3717
"183968";183968;"FRA";587,3351;649,3781;625,5567; ;648,328;639,0634;654,9247;605,3367;631,3025
"183969";183969;"FRA";433,5857;452,6086;468,614; ;448,0484;460,4596;479,4289;430,7527;428,1851
"183970";183970;"FRA";300,9871;304,2855;313,7893; ;263,3941;299,3543;272,204;281,3401;282,0021
"183971";183971;"FRA";493,9602;452,3696;481,8528; ;491,0772;450,0179;477,3173;447,0059;474,2267
"183972";183972;"FRA";468,6867;416,8139;458,5725; ;454,4474;432,6526;413,0862;408,8273;409,0025
"183973";183973;"FRA";425,5325;376,2135;410,3152; ;365,027;355,3931;410,7683;328,5645;386,6503
"183974";183974;"FRA";336,0852;394,0949;349,8684; ;380,3424;367,7242;356,2427;361,1699;374,665
"183975";183975;"FRA";460,1856;446,4047;532,3909; ;457,1411;458,4835;487,0725;447,5289;488,2782
"183976";183976;"FRA";581,8869;652,9576;626,2164; ;669,7479;648,1999;639,6715;665,7312;626,9291
"183977";183977;"FRA";528,4425;526,1307;538,4421; ;509,6559;522,3174;555,8124;516,2742;554,5175
"183978";183978;"FRA";607,0364;566,7451;648,3365; ;553,6575;583,5051;573,9238;539,3862;601,5834
"183979";183979;"FRA";641,0863;628,7804;652,2736; ;664,6925;640,9157;680,9579;663,6217;661,6135
"183980";183980;"FRA";356,2231;277,2926;360,2479; ;256,525;241,6827;276,9662;243,8715;265,3036
"183981";183981;"FRA";346,7757;304,5642;293,2003; ;300,8683;323,7203;317,1501;280,0456;323,0122
"183982";183982;"FRA";563,4319;614,069;535,626; ;600,4028;622,0689;616,415;644,8318;610,7051
"183983";183983;"FRA";493,6825;494,0377;531,8906; ;500,6478;479,931;472,8869;505,3913;513,9063
"183984";183984;"FRA";393,2902;478,0399;383,6036; ;489,8077;462,7922;477,3636;460,2918;488,5277
"183985";183985;"FRA";356,3012;353,8422;374,1975; ;351,9304;338,7606;337,7153;352,7399;356,3194
"183986";183986;"FRA";303,9023;274,2766;288,6536; ;219,9947;248,0301;238,6595;226,73;240,2642
"183987";183987;"FRA";374,9243;331,1289;381,4051; ;351,6726;288,1283;313,941;321,0812;312,7349
"183988";183988;"FRA";524,6845;507,3505;507,9803; ;542,5852;498,4159;517,024;496,5358;532,8204
"183989";183989;"FRA";345,555;356,0438;344,0968; ;341,5939;349,9943;304,402;335,8086;337,5586
"183990";183990;"FRA";585,1081;573,5937;556,9305; ;517,0063;527,2748;571,7346;547,6465;556,6655
"183991";183991;"FRA";511,9177;451,4752;488,5196; ;473,9222;441,5247;450,1742;444,4146;453,8652
"183992";183992;"FRA";432,9778;408,0893;449,5583; ;418,0745;427,6883;432,0234;414,3698;429,3439
"183993";183993;"FRA";328,5579;349,3908;334,5451; ;360,0358;320,4094;292,696;350,1877;337,8172
"183994";183994;"FRA";274,1763;292,7351;342,3812; ;317,5929;282,0387;278,5452;293,2075;292,7983
"183995";183995;"FRA";462,4475;441,1503;417,4328; ;463,6707;409,7923;439,3878;456,2876;440,1695
"183996";183996;"FRA";400,25;351,1861;371,2382; ;360,0586;334,5243;328,2398;341,3756;351,7941
"183997";183997;"FRA";458,7772;502,5989;515,9021; ;514,0492;480,8712;506,3887;503,67;498,7853
"183998";183998;"FRA";295,847;264,4727;318,4958; ;162,5529;221,87;253,3355;249,5163;207,9027
"183999";183999;"FRA";485,7948;521,446;529,7161; ;479,3385;517,928;514,0509;530,9826;490,5481
"184000";184000;"FRA";377,6949;427,3042;404,4515; ;414,3663;429,1726;396,9085;408,881;435,5618
"184001";184001;"FRA";375,868;323,5205;324,6407; ;324,1638;317,1761;347,1464;314,5019;307,3787
"184002";184002;"FRA";648,1763;619,6586;634,4942; ;598,7022;606,6712;612,2768;609,1814;635,959
"184003";184003;"FRA";497,5234;541,2765;500,6768; ;563,7022;558,1107;527,262;542,6364;550,8802
"184004";184004;"FRA";456,9663;411,6115;469,8452; ;429,9861;420,4018;409,479;436,636;420,4626
"184005";184005;"FRA";444,8268;430,0113;433,6871; ;444,41;420,3546;414,3168;440,3108;449,5329
"184006";184006;"FRA";251,2622;312,4189;275,0834; ;307,9742;294,8852;320,0223;270,8135;311,8478
"184007";184007;"FRA";485,4148;489,1232;492,4079; ;488,9927;472,3869;495,66;501,2882;507,3374
"184008";184008;"FRA";588,1302;576,1261;589,9942; ;593,2942;572,042;569,5543;585,1158;572,2774
"184009";184009;"FRA";453,1621;428,5455;412,748; ;476,7119;471,2547;447,8799;433,4705;487,6058
"184010";184010;"FRA";653,1791;691,1394;688,1388; ;707,0814;706,0257;718,1519;698,3436;711,2025
"184011";184011;"FRA";611,7872;527,1838;541,3534; ;535,509;536,9979;544,5446;495,7264;526,5983
"184012";184012;"FRA";378,959;319,1995;403,0531; ;292,9168;315,7848;345,3866;358,2414;319,1059
"184013";184013;"FRA";483,3685;488,0273;491,7255; ;470,0648;469,5529;497,4457;488,5388;483,1628
"184014";184014;"FRA";325,7971;337,9392;300,9148; ;343,8318;327,2614;327,5442;320,3362;344,125
"184015";184015;"FRA";331,1326;342,608;387,0383; ;312,1499;337,0255;283,3068;321,3647;343,0594
"184016";184016;"FRA";521,2;550,0064;512,6528; ;578,2566;563,9345;559,9452;537,711;547,5222
"184017";184017;"FRA";554,2614;572,8442;577,0395; ;564,9753;541,4299;553,3906;554,0352;565,6784
"184018";184018;"FRA";571,4271;592,8265;545,3637; ;632,3271;606,4508;620,2545;618,9297;619,1607
"184019";184019;"FRA";534,5089;554,1363;549,5952; ;521,6039;556,7913;562,9327;548,5702;560,1168
"184020";184020;"FRA";332,053;332,4063;288,6609; ;246,6138;275,3049;329,9388;243,3407;310,2317
"184021";184021;"FRA";490,8275;393,2361;430,0902; ;391,1939;382,7682;373,9499;380,8869;387,6283
"184022";184022;"FRA";484,2979;507,1457;526,1312; ;464,842;463,8916;516,4638;504,1214;491,0257
"184023";184023;"FRA";377,7833;336,7155;346,6429; ;309,4491;348,836;361,8017;334,5285;357,4351
"184024";184024;"FRA";473,5831;412,1835;441,1821; ;423,6943;407,9881;412,56;389,3783;410,779
"184025";184025;"FRA";366,2045;373,1067;357,0778; ;402,3555;375,8062;357,4471;347,0308;392,5785
"184026";184026;"FRA";415,2637;301,1912;370,5409; ;297,9161;319,4108;312,1454;290,3884;304,079
"184027";184027;"FRA";521,6977;530,0707;495,281; ;535,8335;559,5918;539,9125;569,5882;537,6992
"184028";184028;"FRA";529,6891;466,3763;516,1242; ;487,7607;469,4258;456,2664;455,4421;487,9028
"184029";184029;"FRA";487,408;437,3158;525,1558; ;418,9556;439,3189;428,5362;417,4123;466,2771
"184030";184030;"FRA";457,709;409,6126;429,6008; ;430,7161;410,7986;431,2607;395,8457;404,5855
"184031";184031;"FRA";584,9195;595,9243;604,9211; ;598,2933;589,7723;578,5639;596,8341;608,72
"184032";184032;"FRA";399,6427;333,1382;416,4709; ;322,0392;359,4632;338,3201;334,5634;342,0997
"184033";184033;"FRA";524,6385;498,0504;481,518; ;515,2866;514,4755;506,9116;519,6726;490,1605
"184034";184034;"FRA";346,5185;411,9467;404,7126; ;429,6108;416,248;431,2084;400,145;420,053
"184035";184035;"FRA";602,0047;655,2676;645,1684; ;639,5249;639,2017;664,4662;662,2623;648,6001
"184036";184036;"FRA";465,13;469,2254;504,6316; ;477,9217;465,2737;475,3656;483,7065;501,4128
"184037";184037;"FRA";586,3239;494,6195;529,349; ;490,1133;476,3485;496,9721;450,9262;511,2375
"184038";184038;"FRA";531,7766;489,7042;505,3101; ;485,5646;478,7013;450,2927;480,0372;506,4539
"184039";184039;"FRA";375,7878;423,3183;398,4274; ;434,1608;418,7719;401,1219;414,1072;389,0358
"184040";184040;"FRA";481,3303;488,6912;486,1732; ;463,4375;463,0558;493,6842;464,9343;465,6978
"184041";184041;"FRA";574,8572;572,3476;543,2979; ;555,2832;555,3994;537,7667;577,8954;518,1247
"184042";184042;"FRA";560,4587;574,463;550,4814; ;561,6869;585,9008;574,4461;529,3606;577,0966
"184043";184043;"FRA";448,5704;471,6271;423,3642; ;461,7014;450,2365;457,9541;448,1467;477,1286
"184044";184044;"FRA";386,498;366,3161;372,9748; ;350,3843;351,9748;349,5349;347,135;355,5106
"184045";184045;"FRA";580,1595;583,3326;551,8944; ;580,9216;595,3177;609,6044;601,8593;598,2794
"184046";184046;"FRA";567,4788;625,0832;587,2337; ;608,2374;603,7284;617,7454;593,3971;611,2521
"184047";184047;"FRA";538,9306;610,2647;586,0743; ;570,2606;606,7903;620,8649;612,6848;607,4706
"184048";184048;"FRA";513,6416;489,5481;487,1678; ;499,296;492,437;479,0642;476,1503;502,1721
"184049";184049;"FRA";418,3865;399,7178;442,4064; ;319,4694;387,4182;418,3024;406,9353;384,1048
"184050";184050;"FRA";341,315;316,8133;346,6883; ;307,1018;338,087;310,8021;333,8861;344,3949
"184051";184051;"FRA";724,1863;721,2786;693,2318; ;754,1432;743,2144;746,1655;710,3042;730,7761
"184052";184052;"FRA";403,6198;297,4961;291,3547; ;317,7942;309,8932;360,0379;296,2377;331,7211
"184053";184053;"FRA";547,094;644,8299;529,9666; ;627,2401;626,9713;605,9156;648,7347;622,2174
"184054";184054;"FRA";417,9965;454,7798;427,3418; ;474,8989;466,8912;466,1665;434,9433;459,8485
"184055";184055;"FRA";234,3693;267,2127;295,8569; ;249,4512;261,1729;232,9323;228,0865;231,2984
"184056";184056;"FRA";541,848;508,9252;508,8189; ;516,3734;508,7401;507,0472;488,8044;547,5947
"184057";184057;"FRA";590,2202;597,4692;610,9765; ;614,3146;615,8037;595,0101;624,8528;604,5636
"184058";184058;"FRA";665,8062;646,7554;654,633; ;611,4349;630,4437;653,7123;607,4456;646,2992
"184059";184059;"FRA";374,6763;418,9189;371,6486; ;451,9041;423,2766;406,283;398,759;397,1336
"184060";184060;"FRA";353,0204;402,4267;396,3767; ;406,1048;364,6912;365,4567;383,9903;381,3418
"184061";184061;"FRA";621,3407;627,0168;572,4863; ;617,6643;622,2864;624,7113;590,7655;625,8431
"184062";184062;"FRA";534,3358;413,2981;460,9864; ;428,7084;390,2705;405,0382;380,5163;398,3689
"184063";184063;"FRA";507,4553;492,1647;466,6215; ;531,4595;509,085;520,9638;511,749;518,7817
"184064";184064;"FRA";406,31;429,8926;377,9917; ;431,4868;427,5759;416,8731;408,5324;451,5643
"184065";184065;"FRA";463,9462;429,1797;448,9337; ;413,1107;428,2817;396,6923;421,9742;404,7392
"184066";184066;"FRA";496,669;569,0195;508,49; ;556,5451;574,6677;554,5239;550,1738;536,5226
"184067";184067;"FRA";416,5374;335,4425;361,5768; ;331,2071;320,6292;344,2553;342,6788;310,7212
"184068";184068;"FRA";478,6157;588,407;554,2535; ;616,4853;593,3764;578,0884;612,8796;591,1039
"184069";184069;"FRA";424,8684;383,4396;451,8651; ;353,1161;391,4942;441,8435;406,8916;415,0105
"184070";184070;"FRA";340,6891;331,5143;355,7332; ;363,4032;344,0498;319,3162;324,7997;362,0403
"184071";184071;"FRA";401,7412;309,6804;353,1422; ;292,342;274,9678;255,7266;289,3687;261,1739
"184072";184072;"FRA";363,7706;374,1652;373,6518; ;359,2124;365,0714;376,1157;369,1824;388,1665
"184073";184073;"FRA";550,9817;590,0844;586,6042; ;563,5284;554,327;585,3947;563,6035;576,3539
"184074";184074;"FRA";459,5179;448,4278;442,8075; ;502,6835;431,1858;434,3042;412,503;437,8131
"184075";184075;"FRA";404,7555;430,4694;418,1951; ;431,6755;409,4903;410,7269;397,2113;425,4731
"184076";184076;"FRA";410,6188;382,0768;404,7157; ;350,8746;378,3853;343,6229;350,5052;378,0095
"184077";184077;"FRA";504,6269;516,5111;470,5282; ;529,0944;512,5469;519,6243;500,9983;534,3026
"184078";184078;"FRA";396,2658;451,9572;398,9757; ;456,351;460,2272;444,7709;434,9247;460,2049
"184079";184079;"FRA";469,401;466,4749;558,5887; ;489,2393;467,9386;476,0439;446,705;489,3309
"184080";184080;"FRA";658,0842;710,5257;675,0632; ;688,8672;687,955;700,3894;735,0225;709,2057
"184081";184081;"FRA";518,6132;384,8653;447,5879; ;388,0624;376,6455;403,1445;388,3243;382,9943
"184082";184082;"FRA";602,3561;631,1014;578,3558; ;617,0568;615,2731;625,0574;621,5598;640,1264
"184083";184083;"FRA";380,7261;444,0939;400,5967; ;478,9338;427,1059;433,5446;416,6454;460,7497
"184084";184084;"FRA";587,0906;601,1358;598,8975; ;625,4399;593,7413;622,1999;591,9954;609,5379
"184085";184085;"FRA";422,5546;338,1465;434,4975; ;335,7866;353,3833;344,6004;321,0961;363,5877
"184086";184086;"FRA";429,0059;430,953;437,6989; ;440,0637;444,0671;464,2945;427,1088;449,3749
"184087";184087;"FRA";468,5234;441,4321;503,3957; ;462,7389;434,2686;443,4093;448,5104;429,4698
"184088";184088;"FRA";598,5921;632,8135;593,8825; ;687,7846;658,2585;648,0369;640,5113;638,6444
"184089";184089;"FRA";450,1824;373,8474;463,6167; ;417,3246;353,8675;364,5899;305,7565;399,0355
"184090";184090;"FRA";390,361;397,0344;395,9764; ;383,6186;393,3591;389,1587;391,2905;382,4182
"184091";184091;"FRA";413,8147;395,9159;441,819; ;389,1919;403,2939;381,1009;375,3625;403,0065
"184092";184092;"FRA";581,0631;611,4591;623,7308; ;591,8335;624,1283;596,9573;584,1971;605,7444
"184093";184093;"FRA";398,0892;377,8527;355,5476; ;387,1221;352,5554;365,9829;329,66;369,6034
"184094";184094;"FRA";468,5163;454,1321;469,4172; ;468,3148;459,3599;419,2954;465,0043;461,4346
"184095";184095;"FRA";263,9578;276,3903;319,7298; ;201,9539;237,8169;213,0111;219,7326;239,7986
"184096";184096;"FRA";469,0727;408,5837;492,9518; ;488,6936;447,6236;420,7204;408,6074;454,9876
"184097";184097;"FRA";543,5487;590,6851;573,1118; ;602,2772;600,3463;574,5805;576,2417;623,973
"184098";184098;"FRA";570,5644;602,1722;601,9322; ;614,7311;606,2132;630,208;603,3695;627,8974
"184099";184099;"FRA";506,5342;533,8489;545,5262; ;565,2711;509,4965;526,3869;513,8968;499,1694
"184100";184100;"FRA";450,9953;444,3542;457,5474; ;442,8248;434,3395;462,4227;434,956;423,9322
"184101";184101;"FRA";561,3684;572,839;594,2813; ;580,973;565,5844;558,8558;564,2935;571,5653
"184102";184102;"FRA";538,9348;522,4693;505,2587; ;585,5348;570,8386;564,464;549,2141;569,7591
"184103";184103;"FRA";445,0229;466,261;448,0404; ;482,2557;461,3249;445,6247;485,126;447,0146
"184104";184104;"FRA";520,8443;532,0875;488,1103; ;562,107;529,01;504,9685;497,77;543,2412
"184105";184105;"FRA";408,255;325,0073;406,7329; ;363,8348;361,5697;350,1298;366,0423;340,0018
"184106";184106;"FRA";327,3932;363,0327;348,1846; ;357,7058;355,7843;356,265;349,0935;391,6568
"184107";184107;"FRA";413,1757;439,16;409,5197; ;456,2547;398,1319;423,8576;412,7987;427,5457
"184108";184108;"FRA";601,3279;624,0415;612,0921; ;573,5879;640,0004;663,9889;622,1747;633,2751
"184109";184109;"FRA";313,8835;303,2719;289,3411; ;266,327;300,7214;298,9155;294,7907;307,1483
"184110";184110;"FRA";482,757;592,5532;573,9425; ;602,3546;587,6963;589,8935;578,6619;583,8152
"184111";184111;"FRA";512,7961;510,0631;520,3088; ;506,1917;504,0514;470,4592;467,8688;510,6614
"184112";184112;"FRA";576,7501;573,525;539,9502; ;575,636;582,577;588,8094;585,0795;584,6315
"184113";184113;"FRA";396,6506;436,5626;419,3081; ;431,2339;452,1997;418,1787;452,8968;412,4916
"184114";184114;"FRA";528,436;551,7463;502,3137; ;561,5568;549,8111;544,9314;543,6826;539,584
"184115";184115;"FRA";517,9732;527,14;522,4423; ;518,0726;547,1071;534,624;519,2376;523,7818
"184116";184116;"FRA";386,3437;391,3425;390,5732; ;401,753;372,9556;366,4153;384,0139;359,3349
"184117";184117;"FRA";299,6426;327,0388;401,2516; ;262,0747;279,5168;300,684;278,3606;294,0858
"184118";184118;"FRA";622,9713;635,1704;609,1204; ;654,4033;641,8839;627,842;639,6514;650,1803
"184119";184119;"FRA";528,9948;471,899;485,3336; ;478,7312;477,8221;485,8045;484,8477;471,0574
"184120";184120;"FRA";519,3224;501,1853;524,6859; ;526,1869;490,1472;496,5577;459,6116;536,0885
"184121";184121;"FRA";478,89;541,1727;509,6933; ;564,9705;524,046;514,2854;525,8027;541,7995
"184122";184122;"FRA";593,8154;594,2457;600,4348; ;647,4734;563,6329;624,726;580,9909;609,9775
"184123";184123;"FRA";686,9026;685,2;634,4813; ;714,1826;673,8532;689,5737;686,9049;710,3846
"184124";184124;"FRA";496,8416;526,7047;552,3028; ;512,4465;549,6016;546,8645;501,2338;523,814
"184125";184125;"FRA";547,6666;515,5477;564,6816; ;507,4981;529,2623;507,8549;507,1485;508,0465
"184126";184126;"FRA";522,8912;474,6611;520,5511; ;451,5073;461,9003;447;436,9627;457,4088
"184127";184127;"FRA";464,0566;526,0139;489,9649; ;540,1847;541,0602;521,2661;523,5355;521,2432
"184128";184128;"FRA";648,7402;610,3477;554,423; ;614,5521;604,2788;619,5926;588,4346;633,1344
"184129";184129;"FRA";468,7527;488,2109;471,2934; ;522,8945;491,6565;462,5063;453,8329;488,3611
"184130";184130;"FRA";543,2858;495,6368;543,8939; ;521,0308;474,8645;500,33;483,1508;476,1647
"184131";184131;"FRA";428,146;515,6042;535,0118; ;503,7629;521,3828;510,6798;552,5329;499,3018
"184132";184132;"FRA";333,0607;287,364;308,696; ;298,1359;261,1727;311,4365;239,7736;302,5929
"184133";184133;"FRA";579,689;523,0118;536,839; ;544,9009;523,0116;525,3615;525,6983;531,6011
"184134";184134;"FRA";338,2364;334,8152;356,4091; ;315,6581;287,03;308,2865;298,7244;328,671
"184135";184135;"FRA";389,7955;423,8953;443,4081; ;444,0753;394,1989;390,4147;416,3538;434,4993
"184136";184136;"FRA";575,0089;534,8705;560,7248; ;496,1231;503,2685;519,0607;512,49;521,8479
"184137";184137;"FRA";456,743;504,5232;492,2551; ;501,7628;516,2873;535,3183;507,5646;515,4911
"184138";184138;"FRA";468,3242;417,3899;436,0936; ;427,7885;410,8281;433,0289;389,1195;413,6717
