"X";"COUNT";"MATH";"READ";"SCIE";"GLCM";"RCLI";"RCUN";"RCER";"RTSN";"RTML"
"181298";181298;"FRA";507,1607;527,9057;519,896; ;545,9488;521,7482;532,9963;520,7412;530,1005
"181299";181299;"FRA";585,5604;610,7469;601,8062; ;609,1026;587,9181;621,8303;585,2485;602,9402
"181300";181300;"FRA";555,3664;494,3209;535,9184; ;528,4373;538,5607;520,4309;534,0278;539,4312
"181301";181301;"FRA";604,2781;610,6925;582,6067; ;650,5528;602,5105;604,5014;610,8031;623,5232
"181302";181302;"FRA";514,104;511,9585;524,6082; ;561,4806;511,5684;510,6114;515,6125;506,9579
"181303";181303;"FRA";549,0928;600,1312;563,3934; ;654,0207;645,5308;634,5002;649,8039;626,589
"181304";181304;"FRA";441,4154;490,8016;431,3391; ;467,2025;493,2439;473,2841;478,4026;516,0101
"181305";181305;"FRA";367,9231;377,351;352,2933; ;368,0986;377,452;417,4359;359,8183;376,8717
"181306";181306;"FRA";454,3023;438,9747;443,7024; ;465,2659;430,7083;409,7186;435,6079;439,1825
"181307";181307;"FRA";607,4333;645,0026;606,1457; ;693,9041;640,0061;654,2052;652,4092;657,9454
"181308";181308;"FRA";240,0878;293,0769;297,5894; ;251,4453;283,6718;308,5062;237,2018;271,9036
"181309";181309;"FRA";579,1665;587,7587;570,3127; ;617,3913;593,379;579,6365;569,3501;589,6357
"181310";181310;"FRA";446,8699;455,5195;477,2975; ;459,3702;414,0863;443,913;452,393;434,5824
"181311";181311;"FRA";327,5362;382,3278;354,4809; ;411,3711;391,478;367,5102;374,8682;382,6108
"181312";181312;"FRA";469,0839;445,2536;452,1869; ;474,4791;429,665;445,0805;450,5124;455,7939
"181313";181313;"FRA";447,2442;458,4536;448,1608; ;438,8739;460,9898;443,6795;431,072;461,9212
"181314";181314;"FRA";616,4967;629,5038;647,6782; ;634,4817;642,8629;649,156;620,1619;647,5971
"181315";181315;"FRA";687,569;626,5751;687,4738; ;585,5453;596,9911;611,9219;598,8914;611,0747
"181316";181316;"FRA";349,6334;370,7025;363,9517; ;352,0446;367,0964;378,8729;351,4426;375,5256
"181317";181317;"FRA";579,3642;537,63;532,9972; ;532,8138;534,1792;529,1571;529,3189;547,8582
"181318";181318;"FRA";339,4155;344,3472;360,2636; ;337,6978;332,1195;350,1359;314,8209;320,6962
"181319";181319;"FRA";546,7689;554,2446;525,6645; ;523,1294;523,7665;529,4263;533,0945;512,0531
"181320";181320;"FRA";417,5331;417,9954;413,0915; ;420,2715;401,1886;389,8971;388,4109;419,1917
"181321";181321;"FRA";354,0809;341,4364;332,3633; ;337,2244;332,2536;336,5844;267,1565;337,8361
"181322";181322;"FRA";412,2223;429,8506;397,7635; ;424,8215;393,3986;411,1457;411,2065;423,3883
"181323";181323;"FRA";576,6595;577,5092;573,0257; ;608,2486;574,6587;566,2669;592,2235;553,0101
"181324";181324;"FRA";462,9182;411,5395;367,7719; ;410,3426;381,2219;388,4554;384,6564;386,41
"181325";181325;"FRA";495,8063;564,9942;485,5807; ;575,1864;569,7826;580,1094;575,9105;566,4595
"181326";181326;"FRA";380,619;381,7722;391,7874; ;394,6225;373,415;360,8003;379,8097;383,2408
"181327";181327;"FRA";472,7174;447,551;479,7951; ;474,4395;438,4898;448,2288;458,4346;443,5587
"181328";181328;"FRA";483,2254;557,4536;482,1448; ;545,6318;544,1592;510,9516;530,3362;552,3743
"181329";181329;"FRA";639,1368;630,9212;633,6159; ;605,3169;621,6198;660,4307;651,4569;626,3741
"181330";181330;"FRA";531,0926;512,3433;535,1484; ;517,7845;503,7043;518,1847;521,589;515,755
"181331";181331;"FRA";478,7209;427,2403;520,558; ;432,9121;418,0508;423,52;419,4624;457,9784
"181332";181332;"FRA";433,1164;390,2911;416,8077; ;373,9056;404,6896;389,4988;417,3712;394,4593
"181333";181333;"FRA";398,7525;345,9097;452,0999; ;380,8942;372,6769;397,1851;345,093;346,9115
"181334";181334;"FRA";493,1958;508,884;522,4023; ;520,1483;515,5876;523,7705;484,8993;529,9468
"181335";181335;"FRA";505,1409;527,2231;490,7529; ;516,1075;497,6784;503,6277;501,7305;518,2602
"181336";181336;"FRA";340,6705;380,7253;382,2749; ;385,4486;340,8482;307,9235;340,3214;359,8377
"181337";181337;"FRA";512,5329;519,9227;493,5205; ;548,8065;536,0731;513,6372;530,5426;560,5849
"181338";181338;"FRA";520,8679;539,3153;526,4756; ;567,3092;552,1332;548,1281;547,2321;536,7696
"181339";181339;"FRA";363,5173;358,3801;363,1165; ;333,5191;320,399;335,0667;346,9551;309,3984
"181340";181340;"FRA";560,093;536,1797;563,0515; ;477,0796;532,9203;536,6241;532,5017;541,4784
"181341";181341;"FRA";486,0749;472,9806;485,7732; ;487,0916;458,0207;443,2355;468,5642;456,5411
"181342";181342;"FRA";465,8515;517,7411;402,0371; ;529,6071;481,9162;500,0059;480,2606;487,6053
"181343";181343;"FRA";524,1411;498,3512;498,6154; ;464,1691;493,0603;504,2115;478,1117;514,5649
"181344";181344;"FRA";687,9231;669,6532;668,3454; ;677,6163;637,2647;657,6884;681,5134;688,1634
"181345";181345;"FRA";606,3778;615,0769;585,9015; ;615,5647;621,7711;624,1849;615,6059;617,5446
"181346";181346;"FRA";552,1856;549,7415;576,9555; ;571,8233;568,6607;569,7068;583,4262;583,8139
"181347";181347;"FRA";593,5504;606,2051;639,0219; ;661,4849;632,932;603,7345;628,2243;622,2758
"181348";181348;"FRA";549,0834;555,8451;580,3857; ;551,3945;559,5529;525,1747;552,1051;554,5865
"181349";181349;"FRA";598,3441;640,5534;606,345; ;656,4823;647,6923;624,1789;652,8719;625,7014
"181350";181350;"FRA";555,3548;486,5398;527,8842; ;478,5358;475,872;494,9426;478,0844;506,0093
"181351";181351;"FRA";600,6924;619,8978;603,2472; ;615,4705;594,5816;598,313;604,2257;626,378
"181352";181352;"FRA";426,2188;457,9583;413,5817; ;439,1041;470,606;434,6718;441,8894;465,5027
"181353";181353;"FRA";302,006;328,7475;318,3404; ;298,3374;304,2453;329,1377;288,6589;329,4178
"181354";181354;"FRA";594,172;575,7093;578,2525; ;577,9311;582,6434;557,412;566,9294;590,5828
"181355";181355;"FRA";431,2178;420,8709;400,4513; ;419,231;449,6183;439,3033;435,5756;456,6397
"181356";181356;"FRA";585,8256;630,916;577,166; ;614,3428;631,3244;649,5192;607,1631;610,9875
"181357";181357;"FRA";460,5943;473,098;458,146; ;479,5942;460,3059;462,2752;485,8349;479,7362
"181358";181358;"FRA";478,7465;435,8944;423,3369; ;459,5068;429,2201;435,7831;424,1645;430,2538
"181359";181359;"FRA";483,663;457,85;439,9309; ;481,7209;439,2056;455,2724;416,3335;486,1994
"181360";181360;"FRA";556,562;545,2295;549,8999; ;543,9516;546,7438;541,5575;522,8683;552,0487
"181361";181361;"FRA";648,3474;645,0902;642,2518; ;669,4928;664,098;688,7457;643,2874;663,4002
"181362";181362;"FRA";350,0027;337,7176;349,7443; ;329,6017;336,8529;337,3774;308,3442;348,1658
"181363";181363;"FRA";600,652;595,2862;581,8823; ;579,0603;582,1611;580,3527;587,6845;567,6456
"181364";181364;"FRA";452,107;446,5813;505,9896; ;408,6912;424,731;454,4256;424,7545;436,288
"181365";181365;"FRA";624,9246;584,2237;549,0431; ;584,4641;579,9399;556,4701;558,3357;586,8247
"181366";181366;"FRA";579,6569;575,9144;602,1319; ;592,9455;575,5671;578,1182;590,0186;588,8107
"181367";181367;"FRA";451,6431;465,582;482,1183; ;448,5128;444,6948;478,0129;436,1433;449,7559
"181368";181368;"FRA";522,3008;531,3056;515,1589; ;548,5747;530,347;549,6042;551,5297;543,952
"181369";181369;"FRA";483,1363;564,6404;498,6687; ;600,887;560,4941;547,9397;578,1264;568,8069
"181370";181370;"FRA";492,0438;469,2324;520,641; ;464,5176;465,8856;469,0821;438,6241;490,7821
"181371";181371;"FRA";454,7033;366,7869;396,9635; ;378,9074;388,1209;388,5076;393,7892;419,7615
"181372";181372;"FRA";363,0778;317,907;333,4698; ;303,9013;304,4882;339,072;263,6601;306,2928
"181373";181373;"FRA";486,0933;470,0259;491,589; ;515,1303;501,2384;482,1309;511,1511;490,9184
"181374";181374;"FRA";318,6895;391,1483;335,8473; ;374,5215;380,3783;382,6053;371,9445;382,939
"181375";181375;"FRA";606,1781;546,2248;606,2297; ;575,0131;569,9344;562,4343;580,7858;585,9747
"181376";181376;"FRA";570,9214;611,957;596,1009; ;615,9614;618,4879;586,9574;605,0266;616,414
"181377";181377;"FRA";484,2454;365,278;424,9141; ;456,6987;394,5743;409,046;411,3648;381,53
"181378";181378;"FRA";579,6702;525,8046;504,2689; ;514,7564;522,2482;554,8632;529,7931;516,7941
"181379";181379;"FRA";500,294;535,8811;485,6588; ;518,7972;525,6426;543,1507;541,9895;542,3399
"181380";181380;"FRA";417,1821;376,3186;427,75; ;342,5921;374,7881;411,8323;376,6161;379,3643
"181381";181381;"FRA";614,0997;633,6313;626,6614; ;654,7055;644,3069;665,7772;666,7241;653,111
"181382";181382;"FRA";541,1225;549,2879;549,5674; ;540,294;548,6188;570,3443;559,5595;542,1273
"181383";181383;"FRA";505,6587;430,5383;436,9004; ;441,8145;406,2173;412,327;416,2284;412,1938
"181384";181384;"FRA";367,0409;359,442;365,327; ;339,3037;354,5292;352,6337;326,1395;342,7686
"181385";181385;"FRA";495,9246;497,4796;465,9574; ;508,3552;507,9835;507,5905;478,7272;478,3683
"181386";181386;"FRA";591,2617;565,4366;526,2112; ;565,5429;541,1033;528,2128;567,0129;587,3877
"181387";181387;"FRA";478,0481;469,5271;443,3664; ;525,1524;504,502;478,5497;473,851;484,2437
"181388";181388;"FRA";577,3462;618,065;557,6349; ;580,3782;601,9668;595,0357;615,7591;608,2433
"181389";181389;"FRA";378,7447;294,9653;373,2505; ;272,5812;268,9963;238,1427;280,043;261,7978
"181390";181390;"FRA";440,6077;383,5315;384,1998; ;408,1905;380,7489;380,0449;384,5661;391,0882
"181391";181391;"FRA";475,5287;484,1862;520,2489; ;514,009;496,1512;517,0215;491,1963;515,3905
"181392";181392;"FRA";429,2601;452,2302;434,1503; ;430,9661;439,5759;402,3529;445,3969;441,9548
"181393";181393;"FRA";453,7964;451,4624;491,4786; ;418,9847;452,0092;437,0576;459,2434;464,1321
"181394";181394;"FRA";509,4824;408,0258;451,1672; ;397,1477;413,8264;411,247;425,4331;410,451
"181395";181395;"FRA";566,9084;602,5032;554,0914; ;621,5601;590,0574;614,5864;607,1814;635,6378
"181396";181396;"FRA";529,2063;443,1634;568,2896; ;480,0055;469,6409;459,2428;447,4379;460,6104
"181397";181397;"FRA";415,9613;346,6101;349,5041; ;363,2284;353,5404;322,4083;330,2466;345,9084
"181398";181398;"FRA";571,2309;586,1692;574,3022; ;567,4271;561,9288;578,4939;549,9963;578,1472
"181399";181399;"FRA";489,313;496,3832;487,0677; ;481,0611;502,516;500,8066;514,675;519,8146
"181400";181400;"FRA";591,2113;545,5879;563,7238; ;554,9398;552,1502;604,182;544,0633;558,6611
"181401";181401;"FRA";419,4782;367,2361;393,0389; ;333,293;344,0157;372,225;361,7674;351,5502
"181402";181402;"FRA";509,2549;483,5197;495,3482; ;526,6087;504,9144;529,2987;500,8467;502,7459
"181403";181403;"FRA";282,4217;334,4272;253,0361; ;272,4191;300,1879;303,6063;279,348;319,9689
"181404";181404;"FRA";606,9349;619,3297;596,0908; ;645,9788;606,856;607,9667;631,8843;612,1353
"181405";181405;"FRA";436,3472;490,7336;451,7298; ;454,1397;479,7065;437,0071;492,796;479,8372
"181406";181406;"FRA";422,5239;426,8536;375,7812; ;416,8653;406,7719;413,0409;416,0276;429,3615
"181407";181407;"FRA";473,6757;390,4782;451,5333; ;415,3616;396,9531;431,3598;400,8249;387,2013
"181408";181408;"FRA";385,8156;395,5988;377,4485; ;342,9364;378,2243;373,2652;347,2526;387,7338
"181409";181409;"FRA";410,4357;433,4674;437,8659; ;401,0052;400,4629;435,4201;426,5337;431,0549
"181410";181410;"FRA";422,1844;432,1172;453,7861; ;454,8668;464,3188;425,3241;448,2341;446,1828
"181411";181411;"FRA";523,1739;443,8168;477,3542; ;440,7587;458,8084;442,6904;441,8726;498,4986
"181412";181412;"FRA";284,7874;275,6391;289,6835; ;250,5329;274,956;268,0701;272,6942;299,2033
"181413";181413;"FRA";527,8878;562,2956;564,5419; ;503,0284;576,37;510,3856;547,666;531,5154
"181414";181414;"FRA";483,4158;378,053;421,7837; ;405,6645;385,4859;403,2267;408,6641;406,1894
"181415";181415;"FRA";558,0212;589,9068;580,0809; ;577,1432;587,8994;572,9363;599,798;609,663
"181416";181416;"FRA";408,546;378,6994;458,7959; ;398,95;406,799;426,5544;402,086;408,1715
"181417";181417;"FRA";552,2384;552,3952;500,324; ;600,5497;555,397;538,7028;541,6965;561,3882
"181418";181418;"FRA";604,2394;613,8409;637,8175; ;590,1411;648,6667;654,8459;612,103;636,4788
"181419";181419;"FRA";317,7245;300,8164;332,6108; ;243,2839;271,0849;305,0004;258,8778;284,0367
"181420";181420;"FRA";446,3961;401,6183;433,8038; ;431,6475;404,2081;389,3368;396,6107;412,9746
"181421";181421;"FRA";349,3285;447,545;399,4129; ;433,8305;443,4295;435,1203;434,0692;412,3642
"181422";181422;"FRA";232,7975;250,8366;269,3989; ;202,2412;229,8466;260,0379;261,6746;239,3655
"181423";181423;"FRA";514,0694;546,1942;538,8017; ;527,9804;559,6768;547,0038;514,6126;542,5627
"181424";181424;"FRA";405,6216;436,6233;465,8839; ;464,5097;425,8699;418,3932;436,4673;437,2018
"181425";181425;"FRA";606,9548;678,5052;662,6635; ;692,0842;657,563;659,5402;673,6971;689,105
"181426";181426;"FRA";492,1497;517,3201;492,501; ;524,4667;486,6021;520,0189;525,3544;510,2294
"181427";181427;"FRA";470,1247;508,0733;431,7208; ;492,2172;488,9238;486,7253;484,1525;511,9162
"181428";181428;"FRA";475,5923;466,0576;474,2711; ;492,8526;456,7291;478,4816;449,788;453,2158
"181429";181429;"FRA";487,4471;481,8006;498,951; ;496,3249;442,0097;474,6304;441,2854;482,4547
"181430";181430;"FRA";519,6888;538,2072;499,0904; ;563,6934;513,3541;516,0065;514,6801;544,2396
"181431";181431;"FRA";396,9054;461,6316;471,0516; ;494,3016;461,0029;445,8625;478,7815;452,2311
"181432";181432;"FRA";446,197;444,6686;411,5636; ;453,5872;425,5788;434,4948;403,7121;447,6034
"181433";181433;"FRA";513,3796;558,657;502,5971; ;559,4039;555,3636;555,1929;589,0285;535,1138
"181434";181434;"FRA";419,2429;449,5427;421,6818; ;471,0348;439,948;403,2896;427,2293;434,4964
"181435";181435;"FRA";590,0533;570,882;546,1097; ;645,4287;567,7155;577,6324;553,1696;601,1957
"181436";181436;"FRA";514,5447;531,6108;527,7659; ;487,9301;508,0829;500,0037;513,4085;499,3337
"181437";181437;"FRA";584,2152;551,0981;559,6853; ;567,9709;550,9127;573,6718;551,5538;602,6943
"181438";181438;"FRA";347,0804;404,42;363,7078; ;394,3751;362,0853;381,2923;365,4583;364,4202
"181439";181439;"FRA";378,7865;433,8812;417,8949; ;397,1847;406,6278;415,872;401,5518;419,4144
"181440";181440;"FRA";444,233;465,8903;470,1419; ;473,0698;457,1001;425,1305;454,7979;471,3052
"181441";181441;"FRA";403,0825;421,4807;442,8272; ;429,2055;383,6771;456,3388;393,0452;439,2857
"181442";181442;"FRA";428,4276;372,1307;421,9273; ;385,8194;403,4812;446,6875;395,3203;418,7472
"181443";181443;"FRA";477,3979;448,7805;565,5566; ;437,0062;442,2133;440,1982;442,7882;430,7419
"181444";181444;"FRA";562,5545;616,3944;603,0893; ;629,9917;618,4283;607,5727;612,1201;616,6585
"181445";181445;"FRA";496,6333;441,0909;507,2396; ;417,4618;456,0093;443,404;444,6878;446,6141
"181446";181446;"FRA";451,3667;424,1523;384,5659; ;414,554;411,3616;408,3324;370,6842;422,1667
"181447";181447;"FRA";417,7416;401,1813;434,2987; ;428,8618;405,1316;406,6028;399,6089;402,0666
"181448";181448;"FRA";499,7701;491,8091;511,4172; ;513,0459;463,8775;483,2226;478,588;475,2362
"181449";181449;"FRA";453,0197;459,6143;470,9161; ;454,2449;448,4308;449,3968;431,7726;478,0225
"181450";181450;"FRA";582,3965;597,9787;641,1948; ;626,4223;605,2893;595,4461;584,4985;621,8293
"181451";181451;"FRA";677,0121;665,2011;676,462; ;660,3371;654,4971;647,9604;664,0457;667,2098
"181452";181452;"FRA";480,0639;476,7665;478,1572; ;485,9128;473,4622;467,9233;478,154;462,0023
"181453";181453;"FRA";376,1967;353,1835;367,1027; ;333,6387;320,7016;299,5523;307,5084;344,9447
"181454";181454;"FRA";526,9986;523,846;492,4881; ;525,0794;541,1504;521,1707;544,3759;536,0051
"181455";181455;"FRA";544,9888;506,421;495,1482; ;518,4214;536,199;521,8507;521,0019;525,3888
"181456";181456;"FRA";235,8786;200,8988;276,7783; ;205,1893;176,1413;210,7255;200,6778;218,8386
"181457";181457;"FRA";445,4847;419,4449;444,0653; ;433,9146;420,4026;422,8794;404,7286;426,0312
"181458";181458;"FRA";402,6663;388,2228;380,5246; ;358,2915;393,0966;383,4244;377,9978;378,2175
"181459";181459;"FRA";438,6307;444,6009;410,9855; ;408,4796;451,5389;444,8213;454,0786;444,6192
"181460";181460;"FRA";332,4717;335,4578;279,0929; ;281,7129;289,5942;316,2181;298,611;298,6409
"181461";181461;"FRA";552,522;517,9614;603,7863; ;516,5378;531,3958;522,9614;529,1192;538,2313
"181462";181462;"FRA";490,8946;508,4964;520,331; ;501,6247;486,3248;501,0572;482,3204;504,3032
"181463";181463;"FRA";307,3019;334,4136;299,8643; ;297,8516;306,4336;278,3659;287,9295;302,6838
"181464";181464;"FRA";621,7887;597,4384;611,6378; ;600,3821;594,6864;601,2944;630,1;623,3868
"181465";181465;"FRA";432,1845;360,9702;398,6677; ;422,6984;389,0864;441,6719;391,6588;399,3301
"181466";181466;"FRA";568,5758;580,3718;567,5028; ;574,8969;573,0715;554,0838;566,421;574,9185
"181467";181467;"FRA";629,5491;667,9643;606,365; ;673,4871;680,5876;656,0992;662,093;654,1427
"181468";181468;"FRA";650,3874;641,4237;646,5242; ;616,1643;627,3092;630,5394;628,9796;640,5224
"181469";181469;"FRA";378,3304;393,6083;426,5709; ;367,9205;368,7613;381,0404;387,2413;381,201
"181470";181470;"FRA";405,6293;374,8067;376,0634; ;393,8916;356,4152;347,8362;358,3681;361,6663
"181471";181471;"FRA";407,5706;314,8083;393,5218; ;303,2743;299,4479;345,6228;273,5031;319,5958
"181472";181472;"FRA";393,7861;361,9449;364,9736; ;380,0752;362,5672;385,2199;367,5092;400,6255
"181473";181473;"FRA";325,4607;288,1464;314,5612; ;287,3545;294,8562;284,4297;242,6884;294,1463
"181474";181474;"FRA";681,0392;679,6358;683,6844; ;691,6971;674,9525;683,9864;675,1604;702,4626
"181475";181475;"FRA";470,975;502,395;458,0732; ;493,3427;507,7763;488,9882;495,1476;500,5156
"181476";181476;"FRA";381,8715;340,2401;399,4593; ;397,2816;370,4182;364,9557;374,5125;371,9098
"181477";181477;"FRA";587,0801;612,8565;581,6029; ;573,2151;580,7684;587,3397;583,1507;598,3427
"181478";181478;"FRA";416,3668;450,6987;436,5504; ;442,4929;455,1256;452,178;473,0799;440,6262
"181479";181479;"FRA";554,4322;588,0056;572,305; ;603,9739;610,683;556,872;572,6491;581,6033
"181480";181480;"FRA";566,8432;540,0162;509,1786; ;550,5853;535,5071;573,6022;555,1556;550,2864
"181481";181481;"FRA";383,013;435,3739;399,4276; ;428,7909;426,0456;414,0583;415,4971;427,3501
"181482";181482;"FRA";341,6924;362,2266;340,8297; ;361,15;383,8467;355,7402;352,8462;368,1172
"181483";181483;"FRA";404,5948;482,907;436,5828; ;496,9199;465,5448;461,8958;500,9741;479,0919
"181484";181484;"FRA";498,6923;536,501;512,9327; ;529,375;539,8116;520,6932;537,2003;537,424
"181485";181485;"FRA";505,812;446,8851;517,8292; ;469,6341;432,5027;453,5994;412,2289;445,7087
"181486";181486;"FRA";491,197;546,4071;474,3916; ;547,8065;558,4836;552,3529;537,702;570,517
"181487";181487;"FRA";421,9911;385,3008;390,0058; ;429,1652;417,1063;392,3449;392,8195;436,5512
"181488";181488;"FRA";543,2369;562,1873;543,467; ;558,7316;563,1586;527,4914;540,6033;538,8145
"181489";181489;"FRA";469,312;386,0863;439,7667; ;414,9803;417,181;419,3715;394,3251;430,7082
"181490";181490;"FRA";428,623;438,3712;431,6929; ;434,7223;430,6423;416,7844;421,7037;440,5155
"181491";181491;"FRA";295,2376;282,0101;295,1292; ;247,5247;233,3811;204,0473;232,4252;249,9353
"181492";181492;"FRA";535,3218;532,2277;548,6386; ;562,1831;520,1299;506,746;532,5575;536,6881
"181493";181493;"FRA";567,6748;615,863;584,7712; ;577,1047;622,3325;646,8802;612,169;618,7918
"181494";181494;"FRA";455,9705;353,0472;413,9321; ;413,1324;384,625;437,9835;386,9781;384,1022
"181495";181495;"FRA";436,7932;412,804;441,7734; ;409,5063;382,9015;417,2621;389,4965;397,0942
"181496";181496;"FRA";527,8674;586,2173;516,5645; ;556,6343;575,8385;601,0511;588,9809;579,8339
"181497";181497;"FRA";386,6693;381,7449;452,6741; ;391,4777;375,5208;405,2577;368,0132;400,8712
"181498";181498;"FRA";566,199;601,6054;550,1983; ;591,7305;604,4092;627,1123;613,3306;622,2015
"181499";181499;"FRA";495,6544;508,5777;512,4419; ;504,5941;507,7048;509,0712;498,5383;466,9223
"181500";181500;"FRA";510,35;502,3257;494,8105; ;483,8644;502,284;476,4192;497,8239;491,9526
"181501";181501;"FRA";648,8771;711,7356;648,0641; ;739,624;704,7545;718,6158;705,0088;719,3737
"181502";181502;"FRA";430,6184;513,3922;450,8533; ;504,7288;511,1525;495,8471;495,1404;526,1774
"181503";181503;"FRA";547,3727;529,7223;506,3702; ;516,1207;524,7529;545,715;524,2441;547,2305
"181504";181504;"FRA";583,1345;569,6863;577,6254; ;559,9318;559,5925;541,2897;571,0814;565,6893
"181505";181505;"FRA";541,937;540,3739;548,2526; ;548,5629;549,5714;563,8539;562,8366;565,8378
"181506";181506;"FRA";535,7198;476,2377;464,6771; ;507,7541;484,7184;465,1504;499,4021;483,8491
"181507";181507;"FRA";459,5617;455,1158;440,9727; ;433,1592;433,2855;411,4499;428,0893;449,4364
"181508";181508;"FRA";416,7383;360,9235;390,9753; ;356,8853;355,7497;345,4784;348,4367;346,4981
"181509";181509;"FRA";371,0968;330,9857;391,9234; ;308,8928;281,4279;331,2726;304,6527;313,9924
"181510";181510;"FRA";572,7484;575,661;585,0603; ;576,1793;585,29;580,7427;562,1411;613,758
"181511";181511;"FRA";518,3992;522,5847;509,8693; ;495,7881;501,3341;529,842;474,6988;520,3547
"181512";181512;"FRA";535,3912;523,5938;545,372; ;545,6168;517,4557;515,1762;526,1273;520,8752
"181513";181513;"FRA";489,5042;440,4679;486,1653; ;413,0236;418,0327;422,7195;403,5951;409,0206
"181514";181514;"FRA";541,1656;567,4886;558,5512; ;567,982;552,3511;565,6633;558,2412;542,0623
"181515";181515;"FRA";514,9202;555,247;532,8788; ;554,4655;552,1874;536,8031;526,4788;540,1691
"181516";181516;"FRA";523,366;493,6068;447,1684; ;507,0914;505,0986;503,0435;483,2979;519,0359
"181517";181517;"FRA";533,822;590,4278;571,5223; ;604,7284;599,6589;606,4385;594,8487;601,2052
"181518";181518;"FRA";535,2941;465,0804;457,2514; ;456,9209;484,8232;501,1253;472,3487;490,4557
"181519";181519;"FRA";725,3614;718,4205;696,1963; ;735,0811;705,7316;691,6297;731,3889;749,299
"181520";181520;"FRA";447,7032;580,0301;491,5436; ;591,5268;577,0552;591,7241;591,5552;594,4937
"181521";181521;"FRA";434,844;411,9951;452,9184; ;398,7699;400,5049;386,7627;395,8321;413,587
"181522";181522;"FRA";528,9285;563,2158;531,5035; ;575,7282;590,2455;578,3319;554,4155;566,2383
"181523";181523;"FRA";535,2064;585,4851;558,0308; ;577,5216;576,0909;555,0368;590,5593;588,9784
"181524";181524;"FRA";455,6128;489,9727;457,5018; ;524,8608;470,8214;457,1893;499,232;470,4002
"181525";181525;"FRA";552,8672;540,6854;555,0647; ;580,8186;535,4641;525,9355;527,9824;541,6817
"181526";181526;"FRA";582,7538;616,3681;621,8292; ;603,9738;628,4462;653,5674;610,693;626,7445
"181527";181527;"FRA";466,0719;453,8504;476,5521; ;454,6208;451,7695;442,5298;444,4635;464,5264
"181528";181528;"FRA";555,7584;547,1874;552,5711; ;580,8767;575,4549;538,4879;540,5994;575,1122
"181529";181529;"FRA";468,3197;465,2546;446,1565; ;491,0558;473,4498;456,2178;454,5813;468,608
"181530";181530;"FRA";345,0708;341,4431;336,0982; ;355,3559;305,7561;315,7215;302,1278;321,3795
"181531";181531;"FRA";381,2084;375,1896;351,7728; ;358,4959;353,3822;381,1435;348,969;376,7595
"181532";181532;"FRA";553,1105;590,9179;527,1266; ;591,6391;564,3008;577,326;629,9333;582,6913
"181533";181533;"FRA";366,0337;375,9232;352,567; ;398,8342;366,7141;387,4337;361,6788;373,7647
"181534";181534;"FRA";543,2325;556,986;628,0064; ;563,0882;570,4814;625,2618;577,8181;580,5177
"181535";181535;"FRA";350,4455;367,6924;302,2702; ;360,9335;358,246;339,5958;372,776;393,9759
"181536";181536;"FRA";582,099;596,0419;529,2652; ;567,7719;586,9506;568,2029;576,3183;596,3982
"181537";181537;"FRA";410,0345;487,1702;473,6822; ;492,9941;484,5728;478,2855;483,1508;457,3765
"181538";181538;"FRA";443,4128;461,1843;398,6144; ;429,0765;454,0278;443,254;456,373;456,0075
"181539";181539;"FRA";575,5179;566,7001;553,7707; ;518,7617;542,346;547,6438;520,4473;546,8605
"181540";181540;"FRA";544,0405;557,5785;601,3214; ;550,3735;549,9081;549,0227;541,6072;552,7143
"181541";181541;"FRA";544,3663;530,3701;614,5133; ;527,0773;535,1011;523,2925;538,6571;529,3775
"181542";181542;"FRA";550,8083;553,8119;538,0324; ;543,3799;559,9897;562,3863;545,1965;571,4972
"181543";181543;"FRA";545,6175;499,2343;553,2888; ;504,0135;491,3266;496,185;458,504;518,1698
"181544";181544;"FRA";579,7786;590,0208;557,8958; ;618,724;589,6799;585,9381;593,5;601,7555
"181545";181545;"FRA";517,8068;472,1997;518,2564; ;441,5765;466,7393;469,6155;457,921;463,2674
"181546";181546;"FRA";603,0598;619,404;593,5787; ;639,1774;617,5433;609,6704;601,8373;601,9995
"181547";181547;"FRA";290,9638;295,8632;278,4984; ;337,7608;300,5553;301,5715;292,5198;268,6491
"181548";181548;"FRA";607,0529;620,8768;616,0083; ;628,4197;634,8085;641,1376;615,3038;626,5426
"181549";181549;"FRA";617,5638;599,2049;557,0518; ;646,0797;633,5978;630,4382;660,3472;615,7163
"181550";181550;"FRA";584,7279;640,5921;611,3674; ;599,902;581,9635;614,5122;607,5998;617,1089
"181551";181551;"FRA";315,3374;346,6005;313,4352; ;321,1465;349,4687;310,7401;339,6162;328,5725
"181552";181552;"FRA";471,7883;401,8388;442,6775; ;441,3094;410,6758;401,7304;411,4967;428,1479
"181553";181553;"FRA";551,0734;569,4661;520,193; ;602,8997;546,1854;539,4545;536,5045;566,1061
"181554";181554;"FRA";507,3956;495,8523;518,9665; ;520,9614;554,6298;543,7907;562,0732;540,1534
"181555";181555;"FRA";571,487;586,95;569,2751; ;553,7037;579,1468;572,7229;577,5393;561,1373
"181556";181556;"FRA";582,7306;615,2267;581,2805; ;621,8552;583,1176;589,3802;584,9211;622,9841
"181557";181557;"FRA";516,4045;461,5989;482,5394; ;491,7194;460,381;450,3819;478,8628;478,6669
"181558";181558;"FRA";568,4819;658,0089;647,6049; ;666,7736;633,5194;657,0357;646,844;657,6795
